University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Faculty Student Ratio Rank,Academic Reputation Rank,Sustainability Rank,Employer Reputation Rank,International Student Diversity Rank,Papers per Faculty Rank,Citations per Paper Rank,Inbound Exchange Students Rank,International Faculty Ratio Rank,Outbound Exchange Students Rank,International Research Network Rank,Employment Outcomes Rank,Faculty Student Ratio Score,Academic Reputation Score,Sustainability Score,Employer Reputation Score,International Student Diversity Score,Papers per Faculty Score,Citations per Paper Score,Inbound Exchange Students Score,International Faculty Ratio Score,Outbound Exchange Students Score,International Research Network Score,Employment Outcomes Score
Aston University,/universities/aston-university,Europe,United Kingdom,Birmingham,https://www.topuniversities.com/sites/default/files/230327021046pm745483Aston-Uni-Logo-Purple-RGB-min-48x48.jpg,45.6,168,,False,False,301+,251+,271,146,174,214,94,214,70,301+,181,178,21,26.9,31.1,49.9,43.8,37.4,73.9,26.5,87.8,1.9,64.1,43.2
University of Trento,/universities/university-trento,Europe,Italy,Trento,https://www.topuniversities.com/sites/default/files/university-of-trento_623_small.jpg,45.6,169,,False,False,257,147,=181,251+,301+,114,161,118,252,98,145,301+,39.1,46.8,54.9,26.9,12.8,52.4,53.2,50.8,25.9,63.8,71.1,12.5
Aristotle University of Thessaloniki,/universities/aristotle-university-thessaloniki,Europe,Greece,Thessaloniki,https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_small.jpg,45.5,170,,False,False,301+,127,175,128,301+,265,301+,266,301+,153,105,189,16.7,52.9,56.3,55.5,9.4,28.7,18,17.7,1.5,44.7,80.2,39.2
Ruhr-Universität Bochum,/universities/ruhr-universitat-bochum,Europe,Germany,Bochum,https://www.topuniversities.com/sites/default/files/ruhr-universitt-bochum_537_small.jpg,45.2,171,,False,False,301+,168,=235,237,211,45,226,301+,68,249,142,209,5.8,41.5,38.4,31.1,36.5,72.4,37.9,12.8,88.4,25.8,71.9,34.7
University of Bordeaux,/universities/university-bordeaux,Europe,France,Talence,https://www.topuniversities.com/sites/default/files/university-of-bordeaux_1286_small.jpg,45.1,172,,False,False,301+,119,=177,251+,258,244,213,301+,259,245,50,254,17.2,55.1,55.6,18.8,27.4,32.8,42.1,11.5,24.8,26.6,90.8,26.3
Leibniz University Hannover,/universities/leibniz-university-hannover,Europe,Germany,Hanover,https://www.topuniversities.com/sites/default/files/leibniz-universitt-hannover_249_small.jpg,45,173,,False,False,301+,167,=194,107,203,221,293,301+,199,176,200,244,32.2,41.6,50.5,63,37.4,36.9,23.4,9.7,39.1,36.8,59.9,28.5
Koç University,/universities/koc-university,Asia,Türkiye,Istanbul,https://www.topuniversities.com/sites/default/files/ko-university_592560cf2aeae70239af4d7e_small.jpg,44.9,174,,False,False,301+,149,=194,76,301+,137,283,83,250,71,301+,301+,32.2,46,50.5,74,17.9,47.2,25.3,67,26.3,72.1,22.1,16.2
National Technical University of Athens,/universities/national-technical-university-athens,Europe,Greece,Athens,https://www.topuniversities.com/sites/default/files/national-technical-university-of-athens_592560cf2aeae70239af4aa3_small.jpg,44.6,175,,False,False,301+,172,293,75,301+,23,278,301+,n/a,216,251,83,11.6,40.5,23.9,74.3,9.8,87,26.3,13,n/a,28.6,50.6,72.6
Umea University,/universities/umea-university,Europe,Sweden,Umeå,https://www.topuniversities.com/sites/default/files/logo_Umu-48x48.jpg,44.6,176,,False,False,71,182,=144,203,301+,301+,176,41,266,208,199,271,81.5,39,65,36.2,8.3,23,50.1,85.9,23.2,30.4,60.3,24.5
Vilnius University ,/universities/vilnius-university,Europe,Lithuania,Vilnius,https://www.topuniversities.com/sites/default/files/vilnius-university-_592560cf2aeae70239af4d7f_small.jpg,44.3,177,,False,False,45,181,=274,127,281,301+,301+,88,301+,16,201,120,93.6,39.1,30.2,55.7,24.3,9.7,2.3,64.8,13.4,98.3,59.3,63.1
Bilkent University,/universities/bilkent-university,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/bilkent-university_58_small.jpg,44.2,178,,False,False,283,154,263,79,301+,301+,265,208,132,31,301+,220,34.6,45.1,33.6,72.4,10.4,24.4,28.1,28,65.6,89.5,17.2,32.1
Universität  Leipzig,/universities/universitat-leipzig,Europe,Germany,Leipzig,https://www.topuniversities.com/sites/default/files/universitt-leipzig_341_small.jpg,43.9,179,,False,False,51,144,=183,241,301+,301+,144,301+,n/a,301+,149,301+,90.5,48,54.6,30.1,12.7,14.9,58.7,5.4,n/a,5.8,70,18.3
Universitat de Valencia,/universities/universitat-de-valencia,Europe,Spain,València,https://www.topuniversities.com/sites/default/files/universitat-de-valencia_647_small.jpg,43.8,180,,False,False,301+,100,=188,251+,280,213,258,301+,301+,301+,80,301+,23.2,60.6,52,25.5,24.5,37.4,30.4,8.6,2.4,5.5,85.4,12.7
Universität Mannheim,/universities/universitat-mannheim,Europe,Germany,Mannheim,https://www.topuniversities.com/sites/default/files/universitt-mannheim_592560cf2aeae70239af4c0b_small.jpg,43.8,181,,False,False,301+,217,301+,66,301+,192,64,20,243,301+,301+,138,5.4,32.7,11.1,77.2,16.1,40,86.4,99,27.8,5.8,10.4,57.2
Czech Technical University in Prague,/universities/czech-technical-university-prague,Europe,Czechia,Prague,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,43.4,182,,False,False,25,164,301+,80,173,301+,301+,50,258,158,301+,226,98.3,41.9,6.9,70.8,44.6,18.7,1.4,81.8,24.8,44.1,34.8,30.6
University of Luxembourg,/universities/university-luxembourg,Europe,Luxembourg,Luxembourg,https://www.topuniversities.com/sites/default/files/university-of-luxembourg_592560cf2aeae70239af4d59_small.jpg,43.4,183,,False,False,57,251+,n/a,251+,7,207,165,47,2,7,298,136,88.3,19.6,n/a,16.6,100,38.1,52.3,82.8,100,100,38.3,58.1
"University of Rome ""Tor Vergata""",/universities/university-rome-tor-vergata,Europe,Italy,Rome,https://www.topuniversities.com/sites/default/files/university-of-rome-tor-vergata_592560cf2aeae70239af4c99_small.jpg,43.1,184,,False,False,301+,112,=255,210,301+,96,277,133,301+,54,244,301+,28.2,56.9,35,35.5,10.8,58.1,26.5,46.9,7.7,80.2,51.3,11.7
University of Salamanca,/universities/university-salamanca,Europe,Spain,Salamanca,https://www.topuniversities.com/sites/default/files/university-of-salamanca_544_small.jpg,43,185,,False,False,202,134,=86,238,291,301+,301+,61,301+,107,195,200,51.1,50.2,81.6,31,22.9,20,5.9,78.7,7.3,60.7,60.6,37.1
University of Jyväskylä,/universities/university-jyvaskyla,Europe,Finland,Jyväskylä,https://www.topuniversities.com/sites/default/files/university-of-jyvskyl_306_small.jpg,42.6,186,,False,False,43,210,193,223,301+,289,223,106,206,170,167,289,93.8,34.7,50.8,34,7.7,25.2,39.7,55.3,38,40,67,22.1
Université de Montpellier,/universities/universite-de-montpellier,Europe,France,Montpellier,https://www.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg,42.6,187,,False,False,301+,186,168,251+,193,72,152,301+,265,301+,8,301+,19.7,38.4,58,11.8,38.9,64.3,54.9,5.2,23.3,14.6,99.2,20.3
Lappeenranta-Lahti University of Technology LUT,/universities/lappeenranta-lahti-university-technology-lut,Europe,Finland,Lappeenranta,https://www.topuniversities.com/sites/default/files/lappeenranta-university-of-technology_592560cf2aeae70239af4f7d_small.jpg,42.4,188,,False,False,301+,251+,167,219,251,33,10,33,189,41,301+,301+,23.6,15.2,58.2,34.4,28.5,80,99.2,91.7,43.9,87,34.1,19.7
University of Bayreuth,/universities/university-bayreuth,Europe,Germany,Bayreuth,https://www.topuniversities.com/sites/default/files/university-of-bayreuth_592560cf2aeae70239af4ab4_small.jpg,42.3,189,,False,False,103,251+,=253,165,242,198,207,8,182,36,213,272,71.9,22,35.2,43.6,29.7,39.2,43,100,45.8,88.7,57,24.2
Universitat Politecnica de Valencia,/universities/universitat-politecnica-de-valencia,Europe,Spain,València,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-valncia_648_small.jpg,42,190,5,False,False,301+,140,=202,221,301+,194,301+,89,n/a,37,158,301+,31.4,49.3,48.8,34,18,39.8,16.2,64.2,n/a,88.5,68.3,16.5
University of Portsmouth,/universities/university-portsmouth,Europe,United Kingdom,Portsmouth,https://www.topuniversities.com/sites/default/files/220208040544pm645473UoP-logo-200x200px-48x48.jpg,41.9,191,5,False,False,301+,251+,85,251+,25,301+,56,301+,122,301+,198,270,20.1,18.3,81.9,27.2,84.1,20.6,87.6,10,68.5,7,60.3,24.5
Nottingham Trent University,/universities/nottingham-trent-university,Europe,United Kingdom,Nottingham,https://www.topuniversities.com/sites/default/files/nottingham-trent-university_592560cf2aeae70239af50e6_small.jpg,41.6,192,5,False,False,301+,251+,139,158,101,301+,128,301+,167,301+,176,230,23.7,22.6,67,45.6,63.1,8.1,65.9,12.9,51.8,8.2,65.2,30.1
Universität Potsdam,/universities/universitat-potsdam,Europe,Germany,Potsdam,https://www.topuniversities.com/sites/default/files/universitt-potsdam_1367_small.jpg,41.4,193,,False,False,238,219,=155,251+,243,149,146,190,180,146,70,301+,42.4,32.5,61,10.1,29.6,45.9,57.3,31.2,46.6,48.1,87.3,5.8
"Essex, University of",/universities/essex-university,Europe,United Kingdom,Colchester,https://www.topuniversities.com/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg,41.3,194,,False,False,301+,213,=283,251+,67,242,143,301+,26,280,216,249,27.2,33.3,27,18.3,72.2,33.3,58.8,1,99.4,21.4,56.8,27.5
Johannes Kepler University Linz,/universities/johannes-kepler-university-linz,Europe,Austria,Linz,https://www.topuniversities.com/sites/default/files/johannes-kepler-university-linz_349_small.jpg,41.3,195,,False,False,44,251+,=233,216,222,232,301+,9,92,9,275,301+,93.8,26.1,38.8,35.1,34.4,34.7,15,100,80.1,100,46,19
Università degli Studi di Pavia,/universities/universita-degli-studi-di-pavia,Europe,Italy,Pavia,https://www.topuniversities.com/sites/default/files/230511020618pm859808Unipv-Logo-2-48x48.jpg,41.3,196,,False,False,301+,170,=152,251+,301+,66,224,147,301+,43,173,243,21.2,41.4,62.4,19.2,21,64.9,38.4,42,6.6,86.5,65.9,28.6
Institut National des Sciences Appliquées de Lyon (INSA),/universities/institut-national-des-sciences-appliquees-de-lyon-insa,Europe,France,Lyon,https://www.topuniversities.com/sites/default/files/institut-national-des-sciences-appliques-de-lyon-insa_2461_small.jpg,41.1,197,,False,False,169,251+,226,124,83,12,301+,25,241,1,296,263,56.1,17,41.2,57.4,68.6,92.8,9.9,96.8,28.1,100,38.6,24.9
University of the Basque Country,/universities/university-basque-country,Europe,Spain,Leioa,https://www.topuniversities.com/sites/default/files/universidad-del-pais-vasco_592560cf2aeae70239af506c_small.jpg,41.1,198,,False,False,187,185,224,251+,301+,268,147,102,301+,28,112,301+,53.6,38.5,41.9,19.3,3.7,28.6,56.9,56.8,2.7,92.8,79,14
Bogaziçi Üniversitesi,/universities/bogazici-universitesi,Asia,Türkiye,Istanbul,https://www.topuniversities.com/sites/default/files/bogazii-niversitesi_1575_small.jpg,41,199,,False,False,301+,146,301+,42,301+,255,301+,301+,301+,301+,301+,33,10.1,47.5,20.9,84.1,6.5,31.3,14.5,1.1,11.6,1,19.1,92.8
Christian-Albrechts-University zu Kiel,/universities/christian-albrechts-university-zu-kiel,Europe,Germany,Kiel,https://www.topuniversities.com/sites/default/files/christian-albrechts-university-zu-kiel_318_small.jpg,41,200,,False,False,126,193,=159,247,301+,301+,141,301+,n/a,301+,91,301+,66.2,37.1,60.8,28.9,8.2,22.9,59.6,5.4,n/a,5.8,83,20.2
Sabanci University,/universities/sabanci-university,Asia,Türkiye,Istanbul,https://www.topuniversities.com/sites/default/files/sabanci-university_542_small.jpg,40.8,201,,False,False,190,194,=253,96,301+,252,232,84,215,51,301+,301+,53.4,37,35.2,64.8,20,31.4,36.9,66.7,34.6,81.8,9.5,16.1
University of Milano-Bicocca ,/universities/university-milano-bicocca,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,40.8,202,,False,False,301+,174,=197,251+,301+,80,142,264,301+,70,196,236,7.6,40.4,50,28.3,10.4,62.4,59,17.9,3.7,72.8,60.6,29.6
University of Stirling,/universities/university-stirling,Europe,United Kingdom,Stirling,https://www.topuniversities.com/sites/default/files/university-of-stirling_575_small.jpg,40.7,203,5,False,False,301+,251+,69,251+,29,193,123,301+,134,252,301+,221,21.4,24.2,86.2,28.4,80.6,39.9,66.5,7.5,65.4,25,33.7,32
University of Ljubljana,/universities/university-ljubljana,Europe,Slovenia,Ljubljana,https://www.topuniversities.com/sites/default/files/university-of-ljubljana_351_small.jpg,40.1,204,,False,False,182,178,=238,251+,301+,301+,301+,49,301+,81,150,40,54,39.5,37.5,28,9.1,20.1,4.1,82.3,5,69.9,69.9,91.2
Université Paul Sabatier Toulouse III,/universities/universite-paul-sabatier-toulouse-iii,Europe,France,Toulouse,https://www.topuniversities.com/sites/default/files/universit-paul-sabatier-toulouse-iii_622_small.jpg,40,205,,False,False,148,196,=220,251+,301+,167,140,301+,301+,301+,18,301+,59.4,36.7,42.6,12.5,17.7,43,60.1,5.2,6,14.6,96.9,9.9
Coventry University,/universities/coventry-university,Europe,United Kingdom,Coventry,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,39.8,206,5,False,False,301+,251+,=208,225,8,301+,150,301+,125,301+,179,234,31.4,19.8,47.4,33.1,100,11.1,55.6,11.6,68.2,9.6,64.3,29.7
Universitat Ramon Llull,/universities/universitat-ramon-llull,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/RL-logo-48x48.jpg,39.8,207,,False,False,301+,251+,301+,60,288,301+,54,301+,58,301+,301+,202,15,22.1,6,78.5,23.2,10.8,87.7,8.6,90.5,5.5,12,36.9
Eötvös Loránd University,/universities/eotvos-lorand-university,Europe,Hungary,Budapest,https://www.topuniversities.com/sites/default/files/etvs-lornd-university_366_small.jpg,39.7,208,,False,False,301+,150,278,179,301+,301+,301+,71,301+,95,253,79,23.6,45.8,28,40.4,18.9,19.3,10.6,73.3,5.5,65.3,49.9,73.3
Manchester Metropolitan University,/universities/manchester-metropolitan-university,Europe,United Kingdom,Manchester ,https://www.topuniversities.com/sites/default/files/manchester-metropolitan-university_1628_small.jpg,39.7,209,,False,False,301+,251+,=96,205,166,301+,162,301+,197,301+,131,217,19.1,25.2,79.6,36.2,45.6,15.7,52.8,5.8,40.9,6.7,74.6,32.8
Royal Holloway University of London School of Business and Management,/universities/royal-holloway-university-london-school-business-management,Europe,United Kingdom,Egham,https://www.topuniversities.com/sites/default/files/royal-holloway-university-of-london_534_small.jpg,39.4,210,,False,False,301+,218,170,251+,106,136,195,301+,60,301+,286,301+,27.6,32.5,57.5,21.2,61.1,47.9,45.4,7.8,90.1,12.8,43.5,18.1
Warsaw University of Technology,/universities/warsaw-university-technology,Europe,Poland,Warsaw,https://www.topuniversities.com/sites/default/files/warsaw-university-of-technology_592560cf2aeae70239af4d1a_small.jpg,38.9,211,,False,False,112,161,301+,55,301+,301+,301+,132,301+,193,301+,281,69.8,44,9.8,80.5,8.8,23.3,1.2,47,1.9,33.7,27.5,22.8
Universität Jena,/universities/universitat-jena,Europe,Germany,Jena,https://www.topuniversities.com/sites/default/files/universitt-jena_592560cf2aeae70239af4bb5_small.jpg,38.8,212,,False,False,12,195,=247,251+,301+,301+,171,301+,n/a,301+,78,301+,100,36.8,36.1,19.1,17,16.4,50.8,5.4,n/a,5.8,85.8,10.4
Julius-Maximilians-Universität Würzburg,/universities/julius-maximilians-universitat-wurzburg,Europe,Germany,Würzburg,https://www.topuniversities.com/sites/default/files/julius-maximilians-universitt-wrzburg_592560cf2aeae70239af4d2d_small.jpg,38.7,213,,False,False,301+,208,=274,251+,301+,88,62,301+,221,301+,206,301+,18,35,30.2,19.5,13.4,59.8,86.9,5.4,33.2,5.8,58.3,16.4
Universidad de Zaragoza,/universities/universidad-de-zaragoza,Europe,Spain,Zaragoza,https://www.topuniversities.com/sites/default/files/universidad-de-zaragoza_691_small.jpg,38.7,214,,False,False,78,160,62,251+,301+,301+,301+,276,301+,63,164,301+,79,44.1,86.7,15.1,17.1,17,13.6,16.2,4.5,75,67.3,14
University of Plymouth,/universities/university-plymouth,Europe,United Kingdom,Plymouth,https://www.topuniversities.com/sites/default/files/university-of-plymouth_592560cf2aeae70239af4c79_small.jpg,38.7,215,,False,False,301+,251+,151,229,259,271,41,301+,179,301+,194,301+,25.3,19.5,62.9,32.5,27.4,27.9,91.1,5.1,46.8,11.4,60.6,18.3
Brno University of Technology,/universities/brno-university-technology,Europe,Czechia,Brno,https://www.topuniversities.com/sites/default/files/brno-university-of-technology_592560cf2aeae70239af4aca_small.jpg,38.6,216,,False,False,177,249,301+,97,85,294,301+,169,301+,65,221,222,55.1,27.3,12,64.7,68.5,25.1,2.4,38.7,9.6,74.8,55.8,31.8
University of Eastern Finland,/universities/university-eastern-finland,Europe,Finland,Kuopio,https://www.topuniversities.com/sites/default/files/university-of-eastern-finland_592560cf2aeae70239af4bcb_small.jpg,38.5,217,,False,False,157,230,201,250,301+,222,210,85,235,301+,141,301+,58.4,30.5,49.1,28.7,10.8,36.4,42.6,66.6,29.4,16.1,72,8
Universität Bremen,/universities/universitat-bremen,Europe,Germany,Bremen,https://www.topuniversities.com/sites/default/files/universitt-bremen_67_small.jpg,38.5,218,,False,False,301+,183,=202,251+,227,160,301+,301+,201,301+,98,301+,31.5,38.9,48.8,26,34,43.9,21.1,9.8,38.7,13.8,81.6,5.8
Northumbria University at Newcastle,/universities/northumbria-university-newcastle,Europe,United Kingdom,Newcastle upon Tyne,https://www.topuniversities.com/sites/default/files/northumbria-university-at-newcastle_592560cf2aeae70239af4c4b_small.jpg,38.4,219,,False,False,301+,251+,=199,184,156,300,180,301+,146,301+,184,198,22.9,22.4,49.8,39.5,48.7,24.5,49.3,5.8,61,6.2,63.7,37.6
Palacký University Olomouc,/universities/palacky-university-olomouc,Europe,Czechia,"Olomouc,",https://www.topuniversities.com/sites/default/files/palack-university-in-olomouc_592560cf2aeae70239af5946_small.jpg,38.4,220,,False,False,211,228,216,174,260,301+,301+,109,228,42,171,301+,48.1,30.8,44.5,41.5,27.4,19.5,16,54.6,31.4,86.7,66.5,14
University of Aveiro,/universities/university-aveiro,Europe,Portugal,Aveiro,https://www.topuniversities.com/sites/default/files/220127095852am750420Logo-web-cores-02-48x48.jpg,38,221,,False,False,301+,244,=96,251+,292,11,257,73,301+,243,119,301+,20.2,27.9,79.6,19.6,22.9,93.5,30.4,73,4.7,26.9,78.2,8
University of Genoa,/universities/university-genoa,Europe,Italy,Genoa,https://www.topuniversities.com/sites/default/files/university-of-genoa_592560cf2aeae70239af4b62_small.jpg,37.7,222,,False,False,301+,207,114,251+,301+,62,301+,93,301+,33,170,250,31.6,35,74.7,13.5,16,66,17.9,61.2,5.3,89.1,66.7,27.5
University of Hohenheim,/universities/university-hohenheim,Europe,Germany,Stuttgart,https://www.topuniversities.com/sites/default/files/university-of-hohenheim_592560cf2aeae70239af4fcd_small.jpg,37.7,223,,False,False,213,251+,257,251+,301+,295,3,115,255,49,233,301+,47.4,21,34.7,17.6,18.2,25,100,52.5,25.5,82.2,54,12.5
Hacettepe University ,/universities/hacettepe-university,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg,37.6,224,,False,False,231,141,=188,149,301+,301+,301+,301+,301+,254,272,231,44.1,48.8,52,48.9,8.7,16.5,7.1,1.9,3.5,24.9,46.5,30
Paris Lodron University of Salzburg,/universities/paris-lodron-university-salzburg,Europe,Austria,Salzburg ,https://www.topuniversities.com/sites/default/files/PLUS-Logo-3-48x48.jpg,37.5,225,,False,False,31,251+,300,251+,12,301+,285,12,55,11,301+,282,97.3,20.1,21,10.6,98.1,16.4,24.9,99.9,91.1,99.8,32.4,22.8
Ulster University,/universities/ulster-university,Europe,United Kingdom,Coleraine,https://www.topuniversities.com/sites/default/files/ulster-university_1641_small.jpg,37.5,226,,False,False,301+,251+,106,201,158,301+,220,301+,21,296,222,301+,23.8,18.2,75.9,36.6,48.5,20.7,40.3,8.7,100,18.6,55.7,20.2
Ca' Foscari University of Venice ,/universities/ca-foscari-university-venice,Europe,Italy,Venice,https://www.topuniversities.com/sites/default/files/ca-foscari-university-of-venice_764_small.jpg,37.4,227,,False,False,301+,192,=110,192,301+,243,301+,56,224,4,301+,290,14,37.4,75.3,37.4,15.3,33.2,11,79.9,32.9,100,35,22
Istanbul University,/universities/istanbul-university,Asia,Türkiye,Istanbul,https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,37.3,228,,False,False,301+,136,301+,151,286,301+,301+,301+,301+,301+,234,62,7.8,49.5,14.1,48.1,23.6,12.8,3.9,6,7,7.7,53.8,80.3
USI - Università della Svizzera italiana,/universities/usi-universita-della-svizzera-italiana,Europe,Switzerland,Lugano,https://www.topuniversities.com/sites/default/files/usi-universit-della-svizzera-italiana_592560cf2aeae70239af50ca_small.jpg,37.2,229,,False,False,47,251+,301+,251+,40,220,9,=157,4,164,301+,301+,91.7,12.9,4.3,13.8,74.4,37,99.6,39.5,100,42.1,17.3,6.6
Université Claude Bernard Lyon 1,/universities/universite-claude-bernard-lyon-1,Europe,France,Villeurbanne,https://www.topuniversities.com/sites/default/files/universit-claude-bernard-lyon-1_373_small.jpg,37.2,230,,False,False,301+,191,=208,251+,301+,52,227,301+,301+,301+,53,301+,18.7,37.7,47.4,14.4,10.9,69.2,37.8,5.2,8.5,14.6,90.5,15.7
SOAS University of London ,/universities/soas-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/soas-university-of-london-_592560cf2aeae70239af4bf0_small.jpg,37,231,,False,False,301+,199,301+,239,13,147,301+,200,12,92,301+,174,29,36.2,15.3,30.7,97.7,46.5,3.5,30.3,100,66,3.2,44
"Kingston University, London",/universities/kingston-university-london,Europe,United Kingdom,Kingston upon Thames,https://www.topuniversities.com/sites/default/files/kingston-university-london_592560cf2aeae70239af4bc2_small.jpg,36.9,232,,False,False,301+,204,=279,172,63,301+,243,284,133,287,301+,228,14.5,35.2,27.4,41.9,72.9,16.3,33.8,15.4,65.4,20.3,26.7,30.2
Graz University of Technology,/universities/graz-university-technology,Europe,Austria,Graz,https://www.topuniversities.com/sites/default/files/graz-university-of-technology_1239_small.jpg,36.7,233,,False,False,13,234,301+,224,114,280,294,301+,123,301+,301+,241,100,29.9,16.3,33.4,60.2,26.6,23,12.4,68.4,17.3,28.6,28.9
University of Cyprus (UCY),/universities/university-cyprus-ucy,Europe,Cyprus,Nicosia,https://www.topuniversities.com/sites/default/files/university-of-cyprus-ucy_14238_small.jpg,36.6,234,,False,False,301+,251+,=212,251+,252,26,230,98,61,301+,163,181,12.1,19.2,45.2,10.8,28.5,86.1,37.5,58.3,89.6,9.8,67.8,42.6
Karl-Franzens-Universitaet Graz,/universities/karl-franzens-universitaet-graz,Europe,Austria,Graz,https://www.topuniversities.com/sites/default/files/karl-franzens-universitaet-graz_236_small.jpg,36.2,235,,False,False,301+,166,=228,243,301+,301+,237,301+,191,301+,301+,169,25.5,41.6,39.8,29.6,20.8,19.9,35.6,12.4,43.1,17.3,34.7,45.7
Universidade de Santiago de Compostela,/universities/universidade-de-santiago-de-compostela,Europe,Spain,Santiago de Compostela,https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg,36.1,236,,False,False,301+,155,=217,248,301+,216,301+,166,301+,64,224,301+,26.6,45.1,44,28.8,12.5,37.2,11.1,39.1,3.1,74.8,55.3,15.7
Université de Lille,/universities/universite-de-lille,Europe,France,Lille,https://www.topuniversities.com/sites/default/files/universit-de-lille_5ae6f2dbcb4de7615c381961_small.jpg,36,237,,False,False,301+,145,=238,251+,301+,235,301+,301+,288,301+,71,301+,11,47.9,37.5,16.9,13.9,34.1,20.3,5.2,16.9,14.6,87.3,8.3
"Birkbeck, University of London",/universities/birkbeck-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/birkbeck-university-of-london_1636_small.jpg,35.9,238,,False,False,289,251+,272,251+,73,70,122,301+,42,301+,301+,293,33.9,23,30.6,12.5,70.8,64.4,67.2,3.5,94.9,1.4,26.6,21.7
Budapest University of Technology and Economics,/universities/budapest-university-technology-economics,Europe,Hungary,Budapest,https://www.topuniversities.com/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg,35.9,239,,False,False,301+,237,=164,156,264,262,301+,52,301+,196,278,126,29.9,29.5,59.6,46.6,26.7,30.3,3.4,80.9,2.7,33.4,45.1,62.1
Bangor University,/universities/bangor-university,Europe,United Kingdom,Bangor,https://www.topuniversities.com/sites/default/files/230815120010pm252072BU-logot-48x48.jpg,35.7,240,5,False,False,301+,251+,=42,251+,121,144,131,301+,200,301+,283,266,24.4,18.9,91,18.7,57.5,46.7,64.6,8.2,39.1,6.5,44.3,24.8
University of the West of England,/universities/university-west-england,Europe,United Kingdom,Bristol,https://www.topuniversities.com/sites/default/files/220519010052pm626426UWE-Web-Avatar-Top-48x48.jpg,35.6,241,,False,False,301+,251+,223,233,139,301+,26,301+,186,301+,281,301+,17.8,19.8,42.3,31.9,52.7,11.7,96.1,4.2,44.4,5.6,44.5,7.8
University of Szeged,/universities/university-szeged,Europe,Hungary,Szeged,https://www.topuniversities.com/sites/default/files/university-of-szeged_592560cf2aeae70239af4cd1_small.jpg,35.5,242,,False,False,136,201,=181,232,133,301+,301+,186,301+,276,239,301+,63.4,36,54.9,32,53.7,12.8,9.7,33.7,12.4,21.8,52.7,13.7
Comillas Pontifical University,/universities/comillas-pontifical-university,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/universidad-pontificia-comillas_592560de9988f300e2320721_small.jpg,35.2,243,5,False,False,151,251+,301+,38,301+,301+,301+,7,276,2,301+,47,58.9,17.6,9.1,87,12,6.5,2.4,100,19.2,100,2.2,87.3
University of Bradford,/universities/university-bradford,Europe,United Kingdom,Bradford,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_small.jpg,35.2,244,,False,False,301+,251+,301+,251+,18,286,149,142,148,301+,294,147,18.8,18.8,14.2,25.1,95.5,25.7,56.6,43.2,59.6,2,40,52.6
Hasselt University ,/universities/hasselt-university,Europe,Belgium,Diepenbeek,https://www.topuniversities.com/sites/default/files/hasselt-university_1255_small.jpg,35,245,,False,False,55,251+,251,251+,235,301+,101,184,119,94,268,301+,89.3,12.9,35.9,12.9,31.5,23.4,71.4,34.5,69.4,65.3,46.6,13.8
University of Huddersfield,/universities/university-huddersfield,Europe,United Kingdom,Huddersfield,https://www.topuniversities.com/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg,34.9,246,5,False,False,301+,248,=295,189,33,215,284,301+,162,301+,210,301+,19.7,27.4,23,37.6,78.6,37.3,25.1,1,53.5,2.8,57.6,7.9
Université de Fribourg,/universities/universite-de-fribourg,Europe,Switzerland,Fribourg,https://www.topuniversities.com/sites/default/files/universit-de-fribourg_1603_small.jpg,34.8,247,,False,False,301+,251+,301+,251+,236,180,96,=157,23,=184,301+,159,13,22.6,18.7,12.4,31.4,41.7,72.9,39.5,99.9,33.9,26.3,49.1
University of Hull,/universities/university-hull,Europe,United Kingdom,Hull,https://www.topuniversities.com/sites/default/files/university-of-hull_592560cf2aeae70239af4b93_small.jpg,34.6,248,,False,False,301+,251+,=45,251+,129,224,188,301+,165,301+,231,191,26.3,18.3,89.6,12.8,54.4,35.9,47.8,13,52.2,4.1,54.1,39
