University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Employer Reputation Rank,Faculty Student Ratio Rank,Web Impact Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,International Research Network Rank,Citations per Paper Rank,Papers per Faculty Rank,Employer Reputation Score,Faculty Student Ratio Score,Web Impact Score,Academic Reputation Score,Faculty Staff with PhD Score,International Research Network Score,Citations per Paper Score,Papers per Faculty Score
Universidad Nacional Federico Villarreal (UNFV),/universities/universidad-nacional-federico-villarreal-unfv,Latin America,Peru,San Miguel,https://www.topuniversities.com/sites/default/files/universidad-nacional-federico-villarreal-unfv_592560cf2aeae70239af550b_small.jpg,n/a,372,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,20.6,13.6,5.3,9.9,n/a,3.8,1,2.7
Universidad Nacional de General Sarmiento (UNGS),/universities/universidad-nacional-de-general-sarmiento-ungs,Latin America,Argentina,Polvorines,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-general-sarmiento-ungs_592560cf2aeae70239af5698_small.jpg,n/a,373,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,5.5,18,14.2,15.4,n/a,12.3,1.2,10.8
Universidad Nacional de Lanús (UNLa),/universities/universidad-nacional-de-lanus-unla,Latin America,Argentina,Remedios de Escalada,https://www.topuniversities.com/sites/default/files/national-university-of-lans_592560df9988f300e232097d_small.jpg,n/a,374,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,201+,201+,6.1,12.2,9.1,8.5,5.2,3.5,1.1,2.1
Universidad Nacional de Lomas de Zamora,/universities/universidad-nacional-de-lomas-de-zamora,Latin America,Argentina,Lomas de Zamora,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-lomas-de-zamora_592560cf2aeae70239af568d_small.jpg,n/a,375,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,18.7,23.1,4.7,7,n/a,3.1,1.6,1.3
Universidad Nacional de Lujan,/universities/universidad-nacional-de-lujan,Latin America,Argentina,,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-lujan_592560df9988f300e23209d3_small.jpg,n/a,376,,FALSE,FALSE,151+,174,201+,151+,n/a,201+,201+,201+,7,32.9,8.9,9.2,n/a,8.6,8.9,3.1
UNNOBA,/universities/unnoba,Latin America,Argentina,Junín,https://www.topuniversities.com/sites/default/files/unnoba_59b12275ca24f36e665f24d3_small.jpg,n/a,377,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,201+,201+,13.4,11.7,4.6,12.2,15.9,2.3,3.3,3.9
Universidad Privada del Valle (Univalle),/universities/universidad-privada-del-valle-univalle,Latin America,Bolivia,Tiquipaya,https://www.topuniversities.com/sites/default/files/universidad-privada-del-valle-univalle_592560df9988f300e23209f3_small.jpg,n/a,378,,FALSE,FALSE,151+,201+,201+,151+,201+,n/a,n/a,201+,9.2,7.3,3.3,8,8.4,n/a,n/a,1.2
Universidad Regiomontana,/universities/universidad-regiomontana,Latin America,Mexico,Monterrey,https://www.topuniversities.com/sites/default/files/universidad-regiomontana_592560cf2aeae70239af513f_small.jpg,n/a,379,,FALSE,FALSE,151+,140,201+,151+,201+,n/a,n/a,201+,8.2,41.5,2.2,3.2,2.6,n/a,n/a,1.2
Universidad Tecmilenio,/universities/universidad-tecmilenio,Latin America,Mexico,Monterrey,https://www.topuniversities.com/sites/default/files/universidad-tecmilenio_592560de9988f300e2320863_small.jpg,n/a,380,4,FALSE,FALSE,151+,192,201+,151+,201+,n/a,n/a,201+,10.6,28.4,5.1,3.8,2.8,n/a,n/a,1
Universidad Técnica de Manabí,/universities/universidad-tecnica-de-manabi,Latin America,Ecuador,Portoviejo,https://www.topuniversities.com/sites/default/files/220617071556pm516635utm-logo-48x48.jpg,n/a,381,,FALSE,FALSE,151+,201+,201+,151+,163,178,201+,201+,2.2,4.4,5.1,5.7,28,27.5,2.5,7.4
Universidad de El Salvador - UES,/universities/universidad-de-el-salvador-ues,Latin America,El Salvador,San Salvador,https://www.topuniversities.com/sites/default/files/universidad-de-el-salvador-ues_592560cf2aeae70239af54ee_small.jpg,n/a,382,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,17.5,2,10.6,12.3,n/a,2.4,3.4,1.1
Universidad de Guayaquil,/universities/universidad-de-guayaquil,Latin America,Ecuador,Guayaquil,https://www.topuniversities.com/sites/default/files/universidad-de-guayaquil_592560cf2aeae70239af5662_small.jpg,n/a,383,3,FALSE,FALSE,151+,201+,201+,151+,201+,201+,201+,201+,8.7,3.6,15.1,15,5.7,13.6,1.1,5.2
Universidad de Ibagué,/universities/universidad-de-ibague,Latin America,Colombia,Ibagué,https://www.topuniversities.com/sites/default/files/universidad-de-ibagu_592560cf2aeae70239af54ce_small.jpg,n/a,384,,FALSE,FALSE,n/a,201+,201+,151+,201+,201+,165,130,n/a,7,6.7,5.1,9.5,21.5,22.7,22.4
Universidad de La Amazonía ,/universities/universidad-de-la-amazonia,Latin America,Colombia,Florence,https://www.topuniversities.com/sites/default/files/universidad-de-la-amazona-_592560cf2aeae70239af54cf_small.jpg,n/a,385,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,201+,201+,4.4,20.1,9.4,6.6,2.7,1.3,7.2,4.8
Universidad de Manizales ,/universities/universidad-de-manizales,Latin America,Colombia,Manizales,https://www.topuniversities.com/sites/default/files/universidad-de-manizales-_592560cf2aeae70239af54d5_small.jpg,n/a,386,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,6.2,3.2,6.5,12.5,n/a,3,1.5,3.7
Universidad de Matanzas Camilo Cienfuegos,/universities/universidad-de-matanzas-camilo-cienfuegos,Latin America,Cuba,,,n/a,387,,FALSE,FALSE,151+,n/a,201+,151+,n/a,201+,201+,n/a,4.3,n/a,5,14.1,n/a,14.2,4.6,n/a
Universidad de Occidente (UdeO),/universities/universidad-de-occidente-udeo,Latin America,Mexico,Los Mochis,https://www.topuniversities.com/sites/default/files/universidad-de-occidente-udeo_592560cf2aeae70239af54d7_small.jpg,n/a,388,,FALSE,FALSE,151+,201+,182,151+,201+,n/a,n/a,201+,1.9,18.6,18.5,3.7,11.6,n/a,n/a,1.6
Universidad de Pamplona,/universities/universidad-de-pamplona,Latin America,Colombia,Pamplona,https://www.topuniversities.com/sites/default/files/universidad-de-pamplona-_592560cf2aeae70239af54da_small.jpg,n/a,389,,FALSE,FALSE,151+,201+,190,151+,n/a,201+,201+,201+,3.7,9,17.7,8.5,n/a,11,1.3,2
Universidad del Istmo - UDELISTMO,/universities/universidad-del-istmo-udelistmo,Latin America,Panama,Panama City,https://www.topuniversities.com/sites/default/files/universidad-del-istmo-udelistmo_592560cf2aeae70239af54e8_small.jpg,n/a,390,,FALSE,FALSE,151+,201+,201+,151+,201+,n/a,n/a,201+,13.2,13.5,2.2,6.2,17.6,n/a,n/a,1.1
Universidad del Norte - Paraguay,/universities/universidad-del-norte-paraguay,Latin America,Paraguay,Asunción,https://www.topuniversities.com/sites/default/files/universidad-del-norte-paraguay_592560ea9988f300e2322727_small.jpg,n/a,391,,FALSE,FALSE,151+,201+,n/a,151+,n/a,n/a,n/a,n/a,15.7,14.3,n/a,18.8,n/a,n/a,n/a,n/a
Universidad del Viña del Mar,/universities/universidad-del-vina-del-mar,Latin America,Chile,Viña del Mar,https://www.topuniversities.com/sites/default/files/universidad-del-via-del-mar_1710_small.jpg,n/a,392,,FALSE,FALSE,151+,126,201+,151+,n/a,201+,201+,201+,7.7,44.1,4.9,9,n/a,5.3,1,3.1
Universidade Anhembi Morumbi,/universities/universidade-anhembi-morumbi,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-anhembi-morumbi_24574_small.jpg,n/a,393,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,14.6,7.6,7.6,7.4,n/a,2.4,2.4,3
Universidade Estadual do Rio Grande do Sul ,/universities/universidade-estadual-do-rio-grande-do-sul,Latin America,Brazil,Bagé,https://www.topuniversities.com/sites/default/files/universidade-estadual-do-rio-grande-do-sul-_592560cf2aeae70239af5535_small.jpg,n/a,394,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,174,5.2,18.7,8.4,7.6,n/a,5.4,7.9,13.8
Universidade Positivo ,/universities/universidade-positivo,Latin America,Brazil,Curitiba,https://www.topuniversities.com/sites/default/files/universidade-positivo-_592560cf2aeae70239af5565_small.jpg,n/a,395,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,164,152,4.8,6.2,8.8,2.7,n/a,7.2,23.2,17.6
FURB Universidade Regional de Blumenau,/universities/furb-universidade-regional-de-blumenau,Latin America,Brazil,Blumenau,https://www.topuniversities.com/sites/default/files/universidade-regional-de-blumenau_592560cf2aeae70239af5554_small.jpg,n/a,396,,FALSE,FALSE,151+,154,176,151+,n/a,201+,192,197,3.7,37.4,19.2,2.1,n/a,16.7,17.2,11.7
Universidade Salvador (UNIFACS),/universities/universidade-salvador-unifacs,Latin America,Brazil,Salvador,https://www.topuniversities.com/sites/default/files/universidade-salvador-unifacs_592560e49988f300e23217de_small.jpg,n/a,397,,FALSE,FALSE,151+,201+,201+,n/a,189,201+,114,201+,2.2,2.4,12.4,n/a,20.5,2.3,35,7.4
Universidade do Estado de Minas Gerais,/universities/universidade-do-estado-de-minas-gerais,Latin America,Brazil,,https://www.topuniversities.com/sites/default/files/universidade-do-estado-de-minas-gerais_592560cf2aeae70239af596e_small.jpg,n/a,398,,FALSE,FALSE,151+,184,201+,151+,n/a,201+,201+,201+,9.9,30.1,6.8,11.7,n/a,4.5,1.8,3.6
Universidade do Vale do Paraíba - Univap,/universities/universidade-do-vale-do-paraiba-univap,Latin America,Brazil,São José,https://www.topuniversities.com/sites/default/files/universidade-do-vale-do-paraba-univap_592560cf2aeae70239af580a_small.jpg,n/a,399,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,118,155,2.6,17.5,11.7,1.8,n/a,11,34.5,17.1
University of Trinidad and Tobago,/universities/university-trinidad-tobago,Latin America,Trinidad & Tobago,Wallerfield,,n/a,400,,FALSE,FALSE,151+,n/a,201+,151+,n/a,201+,145,n/a,20.8,n/a,15.6,2.2,n/a,12.5,26.2,n/a
Centro Universitário Ritter dos Reis,/universities/centro-universitario-ritter-dos-reis,Latin America,Brazil,Porto Alegre,https://www.topuniversities.com/sites/default/files/centro-universitrio-ritter-dos-reis_24568_small.jpg,n/a,401,,FALSE,FALSE,151+,201+,201+,151+,n/a,n/a,n/a,n/a,4.3,3.1,4.2,2.4,n/a,n/a,n/a,n/a
Universidad ECCI ,/universities/universidad-ecci,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-ecci-_592560cf2aeae70239af547c_small.jpg,n/a,402,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,201+,201+,8.9,4.3,3.4,1.9,3.1,2.7,1.2,3.8
Fundacion Universitaria del Area Andina- AREANDINA,/universities/fundacion-universitaria-del-area-andina-areandina,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/fundacin-universitaria-del-rea-andina-areandina_592560ea9988f300e232271d_small.jpg,n/a,403,3,FALSE,FALSE,151+,201+,201+,151+,201+,201+,201+,201+,4.3,7.1,7.2,6.2,2.7,1.7,1.3,1.7
Universidad APEC,/universities/universidad-apec,Latin America,Dominican Republic,Santo Domingo,https://www.topuniversities.com/sites/default/files/universidad-accion-pro-educacin-y-cultura_592560df9988f300e23209fc_small.jpg,n/a,404,,FALSE,FALSE,151+,201+,201+,151+,201+,n/a,n/a,201+,13,6.1,3.8,1.9,7.9,n/a,n/a,1.1
Universidad Autónoma de Chiriquí - UNACHI,/universities/universidad-autonoma-de-chiriqui-unachi,Latin America,Panama,Panama City,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-chiriqu-unachi_592560cf2aeae70239af549c_small.jpg,n/a,405,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,n/a,201+,4,11.6,2.6,5.4,13.9,2.7,n/a,2.2
Universidad Privada Dr. Rafael Belloso Chacín,/universities/universidad-privada-dr-rafael-belloso-chacin,Latin America,Venezuela,Maracaibo,https://www.topuniversities.com/sites/default/files/universidad-privada-dr.-rafael-belloso-chacn_592560cf2aeae70239af54b0_small.jpg,n/a,406,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,n/a,201+,4,2.2,9.2,4.6,n/a,7.7,n/a,1.7
Universidad Católica Tecnológica del Cibao - UCATECI,/universities/universidad-catolica-tecnologica-del-cibao-ucateci,Latin America,Dominican Republic,La Vega,https://www.topuniversities.com/sites/default/files/universidad-catlica-tecnolgica-del-cibao-ucateci_592560cf2aeae70239af5682_small.jpg,n/a,407,,FALSE,FALSE,151+,190,201+,151+,n/a,n/a,n/a,201+,7.5,29,2.3,1.2,n/a,n/a,n/a,1.1
Universidad Católica de El Salvador,/universities/universidad-catolica-de-el-salvador,Latin America,El Salvador,Santa Ana,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-el-salvador_592560cf2aeae70239af5399_small.jpg,n/a,408,,FALSE,FALSE,151+,201+,201+,151+,201+,n/a,n/a,201+,2,17.5,2.9,9.1,1.2,n/a,n/a,2
Universidad Central del Este,/universities/universidad-central-del-este,Latin America,Dominican Republic,San Pedro de Macorís,https://www.topuniversities.com/sites/default/files/universidad-central-del-este_592560cf2aeae70239af54bf_small.jpg,n/a,409,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,n/a,201+,9.2,12.3,2.7,2.7,7.9,5.8,n/a,1.5
Universidad Continental,/universities/universidad-continental,Latin America,Peru,Huancayo,https://www.topuniversities.com/sites/default/files/220329022436pm284373VERTICAL-ok-48x48.jpg,n/a,410,4,FALSE,FALSE,n/a,201+,201+,151+,201+,201+,201+,201+,n/a,4,5.4,1,7.5,11.2,1.1,4.9
Universidad Cuauhtémoc - Campus Guadalajara,/universities/universidad-cuauhtemoc-campus-guadalajara,Latin America,Mexico,,https://www.topuniversities.com/sites/default/files/universidad-cuauhtmoc-campus-guadalajara_592560cf2aeae70239af5a3d_small.jpg,n/a,411,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,n/a,124,4.6,1,1.2,6,3.4,2,n/a,23.3
Universidad César Vallejo,/universities/universidad-cesar-vallejo,Latin America,Peru,Trujillo,https://www.topuniversities.com/sites/default/files/220929123023am611274logo-universidad-cesar-vallejo-48x48.jpg,n/a,412,3,FALSE,FALSE,n/a,201+,n/a,151+,164,201+,201+,201+,n/a,11,n/a,3.1,28,2.7,1,1.6
Universidad Estatal de Sonora,/universities/universidad-estatal-de-sonora,Latin America,Mexico,Hermosillo,https://www.topuniversities.com/sites/default/files/universidad-estatal-de-sonora_592560cf2aeae70239af5479_small.jpg,n/a,413,,FALSE,FALSE,151+,201+,201+,151+,n/a,n/a,n/a,201+,2.3,2.9,4.1,3,n/a,n/a,n/a,1
Universidad Federico Henríquez y Carvajal (UFHEC),/universities/universidad-federico-henriquez-y-carvajal-ufhec,Latin America,Dominican Republic,Santo Domingo,https://www.topuniversities.com/sites/default/files/240109035548am334927ufhec-logo-oficial-48x48.jpg,n/a,414,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,n/a,201+,1,3.8,2.2,3.4,2.5,5.4,n/a,2
Universidad Francisco Gavidia,/universities/universidad-francisco-gavidia,Latin America,El Salvador,San Salvador,https://www.topuniversities.com/sites/default/files/universidad-francisco-gavidia_592560cf2aeae70239af5686_small.jpg,n/a,415,,FALSE,FALSE,151+,201+,201+,151+,201+,n/a,n/a,201+,2.9,3.5,4.4,3.1,1.8,n/a,n/a,1.2
Universidad Mexiquense del Bicentenario,/universities/universidad-mexiquense-del-bicentenario,Latin America,Mexico,Ocoyoacac,https://www.topuniversities.com/sites/default/files/universidad-mexiquense-del-bicentenario_5cd1618510ca6074830512e7_small.jpg,n/a,416,,FALSE,FALSE,151+,201+,201+,n/a,201+,n/a,n/a,n/a,1.5,9.4,1,n/a,10.4,n/a,n/a,n/a
Universidad Nacional del Altiplano,/universities/universidad-nacional-del-altiplano,Latin America,Peru,Puno,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-altiplano_592560cf2aeae70239af5507_small.jpg,n/a,417,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,3.9,2.4,13.9,10.2,n/a,1.1,1,6.1
Universidad Pedagógica Nacional Francisco Morazán (UPNFM),/universities/universidad-pedagogica-nacional-francisco-morazan-upnfm,Latin America,Honduras,,https://www.topuniversities.com/sites/default/files/universidad-pedaggica-nacional-francisco-morazn-upnfm_592560df9988f300e2320a0a_small.jpg,n/a,418,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,n/a,201+,5.7,4.4,3.8,8.2,n/a,1.8,n/a,1.2
Universidad Regional Autónoma de los Andes,/universities/universidad-regional-autonoma-de-los-andes,Latin America,Ecuador,Ambato,https://www.topuniversities.com/sites/default/files/220407084801pm971210uni-48x48.jpg,n/a,419,4,FALSE,FALSE,n/a,201+,201+,n/a,n/a,201+,201+,201+,n/a,22.3,6.3,n/a,n/a,9.6,1,7.3
Universidad Tecnológica Privada de Santa Cruz (UTEPSA),/universities/universidad-tecnologica-privada-de-santa-cruz-utepsa,Latin America,Bolivia,Santa Cruz de la Sierra,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-privada-de-santa-cruz_592560e29988f300e2321196_small.jpg,n/a,420,,FALSE,FALSE,n/a,201+,201+,151+,201+,n/a,n/a,n/a,n/a,1.7,1.8,3.2,2.6,n/a,n/a,n/a
Universidad Tecnológica de El Salvador (UTEC),/universities/universidad-tecnologica-de-el-salvador-utec,Latin America,El Salvador,San Salvador,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-el-salvador-utec_592560cf2aeae70239af5687_small.jpg,n/a,421,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,n/a,201+,2.5,3.2,4.4,9.4,2.2,3,n/a,1.1
Universidad Tecnológica de Honduras (UTH),/universities/universidad-tecnologica-de-honduras-uth,Latin America,Honduras,San Pedro Sula,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-honduras-uth_592560df9988f300e2320a06_small.jpg,n/a,422,,FALSE,FALSE,151+,201+,201+,151+,n/a,n/a,n/a,n/a,8.3,4.5,4.7,3.5,n/a,n/a,n/a,n/a
Universidad Técnica de Oruro,/universities/universidad-tecnica-de-oruro,Latin America,Bolivia,Oruro,https://www.topuniversities.com/sites/default/files/universidad-tcnica-de-oruro_592560df9988f300e23209ed_small.jpg,n/a,423,,FALSE,FALSE,151+,201+,201+,151+,201+,201+,n/a,201+,4.5,2.3,7.9,7.6,1,3,n/a,1.4
Universidad de los Llanos,/universities/universidad-de-los-llanos,Latin America,Colombia,Villavicencio,https://www.topuniversities.com/sites/default/files/210825034306pm523381universidad-de-los-llanos--592560cf2aeae70239af54d9-large-48x48.jpg,n/a,424,,FALSE,FALSE,151+,201+,201+,151+,n/a,201+,201+,201+,4,11.6,9.6,4.5,n/a,6.7,1.1,9.5
Universidad del Caribe - República Dominicana,/universities/universidad-del-caribe-republica-dominicana,Latin America,Dominican Republic,Santo Domingo de Guzman,https://www.topuniversities.com/sites/default/files/240209120218am576867Logo-R-48x48.jpg,n/a,425,,FALSE,FALSE,151+,201+,201+,151+,n/a,n/a,n/a,n/a,10.1,1.4,2.3,4.5,n/a,n/a,n/a,n/a
Universidad del Distrito Federal (UDF),/universities/universidad-del-distrito-federal-udf,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/universidad-del-distrito-federal-udf_592560cf2aeae70239af5398_small.jpg,n/a,426,,FALSE,FALSE,151+,201+,201+,151+,n/a,n/a,n/a,n/a,5.6,6.1,1.2,1,n/a,n/a,n/a,n/a
Universidad del Golfo de México (UGMEX),/universities/universidad-del-golfo-de-mexico-ugmex,Latin America,Mexico,Orizaba,https://www.topuniversities.com/sites/default/files/universidad-del-golfo-de-mxico-ugm_592560cf2aeae70239af54e9_small.jpg,n/a,427,,FALSE,FALSE,151+,201+,201+,151+,201+,n/a,n/a,n/a,4.7,9.1,1.3,6,4.6,n/a,n/a,n/a
Universidade Regional do Noroeste do Estado do Rio Grande do Sul ,/universities/universidade-regional-do-noroeste-do-estado-do-rio-grande-do-sul,Latin America,Brazil,Ijuí,https://www.topuniversities.com/sites/default/files/universidade-regional-do-noroeste-do-estado-do-rio-grande-do-sul-_592560cf2aeae70239af5555_small.jpg,n/a,428,,FALSE,FALSE,151+,201+,201+,151+,n/a,n/a,201+,201+,3.2,25,13.9,3.6,n/a,n/a,1,3.9
Universidade de Taubaté,/universities/universidade-de-taubate,Latin America,Brazil,Taubaté,https://www.topuniversities.com/sites/default/files/universidade-de-taubat_592560cf2aeae70239af5521_small.jpg,n/a,429,,FALSE,FALSE,151+,201+,179,151+,n/a,201+,201+,201+,2.2,12.7,18.8,2.5,n/a,3.9,1.6,5.3
University of Technology - Jamaica,/universities/university-technology-jamaica,Latin America,Jamaica,,,n/a,430,,FALSE,FALSE,151+,n/a,201+,151+,n/a,201+,n/a,n/a,2.1,n/a,5.3,2.7,n/a,1,n/a,n/a
