University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Employability Rank,Diversity Rank,Entrepreneurship & Alumni Outcomes Rank,Return On Investment Rank,Thought Leadership Rank,Employability Score,Diversity Score,Entrepreneurship & Alumni Outcomes Score,Return On Investment Score,Thought Leadership Score
Wisconsin School of Business,/universities/university-wisconsin-madison/wisconsin-school-business,North America,United States,Madison (WI),https://www.topuniversities.com/sites/default/files/profiles/logos/wisconsin-school-of-business_592560cf2aeae70239af5746_small.jpg,55.4,97,,False,False,121-130,151-200,=92,74,151-200,46.2,59.9,52.5,85.2,47.5
York (Schulich),/universities/york-university/schulich-school-business-york-university,North America,Canada,Toronto,https://www.topuniversities.com/sites/default/files/profiles/logos/schulich-school-of-business-york-university_14164_small.jpg,55.2,98,,False,False,=82,121-130,151-200,131-140,=92,53.3,64.3,43.6,66.4,58.6
Zhejiang University,/universities/zhejiang-university/zhejiang-university-school-management,Asia,China (Mainland),Business (AB),https://www.topuniversities.com/sites/default/files/profiles/logos/school-of-management-zhejiang-university_5b852f2a9ed419577a032b18_small.jpg,54.9,99,,False,False,151-200,251+,35,38,101-110,37.6,41.9,65.5,93.1,56.3
Arizona State (Carey),/universities/arizona-state-university/w-p-carey-school-business,North America,United States,Tempe (AZ),https://www.topuniversities.com/sites/default/files/profiles/logos/w.-p.-carey-school-of-business_592560cf2aeae70239af56c6_small.jpg,54.8,100,,False,False,121-130,251+,151-200,70,68,46.4,42.4,44.1,85.7,63
George Washington,/universities/george-washington-university/george-washington-university-school-business,North America,United States,"Washington, D.C",https://www.topuniversities.com/sites/default/files/profiles/logos/george-washington-university-school-of-business_14479_small.png,54.8,101,,False,False,141-150,121-130,63,101-110,101-110,41.9,64.6,57.7,78.4,56.5
TIAS Business School,/universities/tias-school-business-society,Europe,Netherlands,Tilburg,https://www.topuniversities.com/sites/default/files/profiles/logos/tias-school-for-business-and-society_453_small.jpg,54.8,102,,False,False,141-150,85,151-200,=89,64,43.3,69.8,38.8,81.5,63.9
Audencia Business School,/universities/audencia-business-school,Europe,France,Nantes,https://www.topuniversities.com/sites/default/files/profiles/logos/audencia-business-school_592560cf2aeae70239af4db3_small.jpg,54.3,103,,False,False,151-200,12,101-110,80,151-200,39.6,87.8,50.9,83.1,45.2
Cape Town GSB,/universities/university-cape-town/university-cape-town-graduate-school-business,Africa,South Africa,Cape Town,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-cape-town-graduate-school-of-business_592560cf2aeae70239af571a_small.jpg,53.4,104,,False,False,88,141-150,25,151-200,151-200,52.5,62.1,71.1,52.4,43.1
City's Business School,/universities/city-university-london/bayes-business-school,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/profiles/logos/210901094104am941328BayesBusinessSchool-FullLogo-RGB-48x48.jpg,53,105,,False,False,151-200,59,79,111-120,63,37.2,74.6,54.7,72.1,64
Durham University Business School,/universities/durham-university-business-school,Europe,United Kingdom,Durham,https://www.topuniversities.com/sites/default/files/profiles/logos/durham-university-business-school-_592560cf2aeae70239af595f_small.jpg,54.7,106,,False,False,151-200,=50,131-140,78,=84,38.9,75.7,47.2,83.9,59.5
LUISS University,/universities/luiss-business-school,Europe,Italy,Rome,https://www.topuniversities.com/sites/default/files/profiles/logos/luiss-business-school_592560cf2aeae70239af5785_small.jpg,52.6,107,,False,False,=85,251+,=98,121-130,151-200,52.7,46.2,51.5,68.9,46.9
"Macquarie Business School, Macquarie University",/universities/macquarie-university/macquarie-business-school-sydney-australia,Oceania,Australia,Sydney,https://www.topuniversities.com/sites/default/files/profiles/logos/macquarie-graduate-school-of-management_592560cf2aeae70239af56b9_small.jpg,53.8,108,,False,False,111-120,=77,=75,141-150,121-130,47.1,70.6,55.3,65.3,52.9
Renmin University of China (RMBS),/universities/renmin-peoples-university-china/renmin-peoples-university-china,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/profiles/logos/210819024352pm361704Webp.net-resizeimage-2021-08-19T174349.185-48x48.jpg,52.9,109,,False,False,201-250,201-250,111-120,18,=70,32.4,52.8,49.5,96.8,62.6
Yonsei School of Business,/universities/yonsei-university-school-business,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/profiles/logos/yonsei-university-school-of-business_5ce51b9710ca601fbc422052_small.jpg,54.4,110,,False,False,151-200,201-250,101-110,=89,56,41.1,53,51,81.5,66.9
Athens University of Economics and Business,/universities/athens-university-economics-business,Europe,Greece,Athens,https://www.topuniversities.com/sites/default/files/profiles/logos/220228075444am741134AUEBLogo-48x48.jpg,50.9,111,,False,False,=80,151-200,121-130,201-250,111-120,54,61.5,49.1,47.7,54.2
Australian National University,/universities/australian-national-university/anu-college-business-economics,Oceania,Australia,Canberra,https://www.topuniversities.com/sites/default/files/profiles/logos/anu-college-of-business-and-economics-the-australian-national-university_14517_small.jpg,50.9,112,,False,False,121-130,151-200,251+,151-200,42,46.7,55.9,30.3,61.4,78.3
Georgia (Terry),/universities/university-georgia-0,North America,United States,Athens (GA),https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-georgia_592560cf2aeae70239af56f8_small.jpg,50.9,113,,False,False,131-140,251+,251+,43,121-130,44.5,39.8,31.3,91.8,53.1
Leeds University Business School,/universities/university-leeds/leeds-university-business-school,Europe,United Kingdom,Leeds,https://www.topuniversities.com/sites/default/files/profiles/logos/leeds-university-business-school-university-of-leeds_15210_small.jpg,51.2,114,,False,False,151-200,34,201-250,121-130,65,40.4,78.7,37.7,68.8,63.7
North Carolina State (Jenkins),/universities/north-carolina-state-university/jenkins-graduate-school-management,North America,United States,Raleigh (NC),https://www.topuniversities.com/sites/default/files/profiles/logos/north-carolina-state-university_592560cf2aeae70239af56f3_small.jpg,50.6,115,,False,False,65,151-200,251+,151-200,201-250,58.6,56.2,31.2,63.8,39.9
The American University in Cairo,/universities/american-university-cairo,Africa,Egypt,Cairo,https://www.topuniversities.com/sites/default/files/profiles/logos/the-american-university-in-cairo_36_small.jpg,51.7,116,,False,False,63,251+,251+,101-110,201-250,58.9,41.4,31,75.9,39.1
The Lisbon MBA,/universities/lisbon-mba-catolicanova,Europe,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/profiles/logos/220707092139am846851asdfasfasdf-48x48.jpg,52.5,117,,False,False,101-110,151-200,=82,151-200,69,49.4,55.6,53.3,56.8,62.7
Trinity College Dublin,/universities/trinity-college-dublin-university-dublin/trinity-college-dublin,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/profiles/logos/trinity-college-dublin_19518_small.jpg,51.2,118,,False,False,79,=37,201-250,201-250,91,54.2,77.8,37.7,45.6,58.7
UCD (Smurfit),/universities/university-college-dublin/ucd-michael-smurfit-graduate-business-school,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/profiles/logos/ucd-michael-smurfit-graduate-business-school_592560cf2aeae70239af558b_small.jpg,50.6,119,,False,False,95,151-200,201-250,151-200,=87,51.7,56.4,36.6,58.7,59.3
Universidad Carlos III de Madrid,/universities/universidad-carlos-iii-de-madrid-uc3m/universidad-carlos-iii-de-madrid-business-school,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/profiles/logos/universidad-carlos-iii-de-madrid-the-business-school_592560cf2aeae70239af570c_small.jpg,51.8,120,,False,False,131-140,28,251+,=85,111-120,44.6,80.9,20.6,82,54.1
Alberta School of Business,/universities/university-alberta/alberta-school-business,North America,Canada,Edmonton (AB),https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-alberta_592560cf2aeae70239af5711_small.jpg,50.3,121,,False,False,68,131-140,151-200,201-250,96,55.8,64,39.8,44.1,58.3
Asian Institute of Management,/universities/asian-institute-management,Asia,Philippines,Manila,https://www.topuniversities.com/sites/default/files/profiles/logos/210819023646pm991245Webp.net-resizeimage-2021-08-19T173641.906-48x48.jpg,49.8,122,,False,False,=48,201-250,151-200,201-250,251+,64.8,53,39,48,34.9
Boston College (Carroll),/universities/boston-college/carroll-school-management,North America,United States,Boston (MA),https://www.topuniversities.com/sites/default/files/profiles/logos/the-carroll-school-of-management-boston-college_15170_small.jpg,49.2,123,,False,False,121-130,201-250,101-110,151-200,121-130,46.7,46.6,50.5,62.8,53.1
City University of Hong Kong,/universities/city-university-hong-kong,Asia,Hong Kong SAR,Hong Kong,https://www.topuniversities.com/sites/default/files/profiles/logos/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg,48.9,124,,False,False,111-120,141-150,101-110,251+,=48,47,63.2,50.6,37.6,72.1
EAE Business School,/universities/eae-business-school,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/profiles/logos/eae-business-school_592560cf2aeae70239af4b30_small.jpg,50.3,125,,False,False,=98,33,=87,141-150,251+,51.1,78.8,52.9,63.9,22.1
HHL Leipzig Graduate School of Management,/universities/hhl-leipzig-graduate-school-management,Europe,Germany,Leipzig,https://www.topuniversities.com/sites/default/files/profiles/logos/hhl-leipzig-graduate-school-of-management_592560cf2aeae70239af4b8a_small.jpg,50.1,126,,False,False,151-200,201-250,151-200,17,251+,39.6,51.8,41.3,96.9,36.5
IESEG School of Management,/universities/ieseg-school-management-lille-paris-france,Europe,France,Rouen,https://www.topuniversities.com/sites/default/files/profiles/logos/iseg-school-of-management-lille-paris-france_2447_small.jpg,50.2,127,,False,False,201-250,5,=53,131-140,151-200,34.6,93,60.3,66.5,44.5
Lancaster University Management School,/universities/lancaster-university/lancaster-university-management-school,Europe,United Kingdom,Lancaster,https://www.topuniversities.com/sites/default/files/profiles/logos/lancaster-university-management-school_5190_small.jpg,48.9,128,,False,False,151-200,121-130,201-250,111-120,58,37,65,37.6,71.3,65.8
Maryland (Smith),/universities/university-maryland-college-park/university-maryland-robert-h-smith-school-business,North America,United States,College Park (MD),https://www.topuniversities.com/sites/default/files/profiles/logos/robert-h.-smith-school-of-business_14553_small.jpg,50,129,,False,False,151-200,201-250,151-200,101-110,94,40.7,48,44.8,77.4,58.5
NUCB Business School,/universities/nucb-business-school,Asia,Japan,Nagoya,https://www.topuniversities.com/sites/default/files/profiles/logos/nucb-business-school_592560cf2aeae70239af522b_small.jpg,49.1,130,,False,False,201-250,201-250,=92,24,201-250,32.6,54,52.5,95.9,38.7
United Arab Emirates University College of Business and Economics,/universities/united-arab-emirates-university,Asia,United Arab Emirates,Abu Dhabi,https://www.topuniversities.com/sites/default/files/profiles/logos/united-arab-emirates-university_778_small.jpg,50.3,131,,False,False,=98,75,111-120,201-250,101-110,51.1,71.5,49.5,44.5,55.8
American (Kogod),/universities/american-university/kogod-school-business,North America,United States,"Washington, D.C",https://www.topuniversities.com/sites/default/files/profiles/logos/kogod-school-of-business_592560cf2aeae70239af56c5_small.jpg,48.3,132,,False,False,101-110,201-250,151-200,121-130,251+,50.6,47,43.1,69.1,35.8
Concordia (John Molson),/universities/concordia-university/john-molson-school-business,North America,Canada,Montreal,https://www.topuniversities.com/sites/default/files/profiles/logos/210812053433pm136199Logo-200x200-48x48.jpg,48.6,133,,False,False,111-120,131-140,201-250,151-200,151-200,48.1,64,38.3,63.2,45.6
Florida International University,/universities/florida-international-university/chapman-graduate-school-business-fiu,North America,United States,Miami (FL),https://www.topuniversities.com/sites/default/files/profiles/logos/chapman-graduate-school-of-business-fiu_592560cf2aeae70239af5568_small.jpg,48.5,134,,False,False,=76,101-110,111-120,251+,121-130,54.3,68.1,49.5,34.8,52.7
KFUPM Business School,/universities/king-fahd-university-petroleum-minerals/kfupm-business-school-king-fahd-university-petroleum-minerals,Asia,Saudi Arabia,Dhahran,https://www.topuniversities.com/sites/default/files/profiles/logos/Webp.net-resizeimage-2021-06-15T150857.387-48x48.jpg,48.3,135,,False,False,=93,251+,201-250,151-200,101-110,52,37.4,33.6,63,55.8
Miami (Herbert),/universities/university-miami/university-miami-patti-allan-herbert-business-school-miami-herbert,North America,United States,Miami (FL),https://www.topuniversities.com/sites/default/files/profiles/logos/221020025050pm660646MHBS-QS-logo-sq-48x48.jpg,48.5,136,,False,False,131-140,=99,52,201-250,151-200,44.8,68.4,60.7,48.7,48.2
Southampton Business School,/universities/university-southampton/southampton-business-school,Europe,United Kingdom,Southampton,https://www.topuniversities.com/sites/default/files/profiles/logos/southampton-business-school_592560cf2aeae70239af573a_small.jpg,48.5,137,,False,False,251+,61,=70,=81,141-150,27.3,73.7,56.1,83,50.1
Thammasat Business School,/universities/thammasat-university/thammasat-business-school,Asia,Thailand,Bangkok,https://www.topuniversities.com/sites/default/files/profiles/logos/thammasat-business-school_5f18352610ca607e852e7395_small.jpg,48.4,138,,False,False,251+,251+,=82,6,151-200,27.9,45.7,53.3,99.5,47.4
UC Davis,/universities/university-california-davis/uc-davis-graduate-school-management,North America,United States,Davis (CA),https://www.topuniversities.com/sites/default/files/profiles/logos/davis-graduate-school-of-management_592560cf2aeae70239af5714_small.jpg,48.8,139,,False,False,89,251+,151-200,141-150,151-200,52.4,38.4,44.3,64.9,44.1
University of Western Australia Business School,/universities/university-western-australia/university-western-australias-business-school,Oceania,Australia,Perth,https://www.topuniversities.com/sites/default/files/profiles/logos/14588_small.jpg,48.6,140,,False,False,201-250,151-200,=58,121-130,98,34.1,56.2,59.9,70,57.9
Arizona (Eller),/universities/university-arizona/eller-college-management-university-arizona,North America,United States,Tucson (AZ),https://www.topuniversities.com/sites/default/files/profiles/logos/eller-college-of-management-university-of-arizona-_592560cf2aeae70239af5712_small.jpg,46.8,141,,False,False,151-200,201-250,151-200,101-110,131-140,38.1,49,43.1,75.3,51.9
Bath School of Management,/universities/university-bath/university-bath-school-management,Europe,United Kingdom,Bath,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-bath-school-of-management_592560cf2aeae70239af55b4_small.jpg,46.8,142,,False,False,201-250,22,131-140,151-200,=84,34.2,83.1,47.5,56.7,59.5
Colorado State,/universities/colorado-state-university/colorado-state-university-college-business,North America,United States,Fort Collins (CO),https://www.topuniversities.com/sites/default/files/profiles/logos/colorado-state-university-college-of-business_592560cf2aeae70239af56cf_small.jpg,47.1,143,,False,False,101-110,201-250,201-250,111-120,251+,48.9,54.6,32.5,72,35.3
EU Business School,/universities/eu-business-school,Europe,Germany,Barcelona,https://www.topuniversities.com/sites/default/files/profiles/logos/eu-business-school_592560cf2aeae70239af51f8_small.jpg,45.8,144,,False,False,101-110,1,121-130,88,251+,50.9,99.4,48.4,81.6,21.7
Ecole Supérieure des Affaires,/universities/esa-ecole-superieure-des-affaires,Asia,Lebanon,Beirut,https://www.topuniversities.com/sites/default/files/profiles/logos/fileRfAF9v,47.8,145,,False,False,151-200,141-150,141-150,=93,251+,40.7,62.7,46.7,80.9,29.8
Fordham (Gabelli),/universities/fordham-university/gabelli-school-business,North America,United States,New York (NY),https://www.topuniversities.com/sites/default/files/profiles/logos/gabelli-school-of-business_592560cf2aeae70239af56b6_small.jpg,45.9,146,,False,False,151-200,151-200,=98,121-130,151-200,35.4,62,51.5,70.6,42.6
Pittsburgh (Katz),/universities/university-pittsburgh/katz-graduate-school-business,North America,United States,Pittsburg (PA),https://www.topuniversities.com/sites/default/files/profiles/logos/230802061723pm198809katz-200-48x48.jpg,47.7,147,,False,False,151-200,251+,131-140,101-110,131-140,39.5,41.3,47.3,77.2,50.9
SMU (Cox),/universities/southern-methodist-university/smu-cox-school-business,North America,United States,Dallas (TX),https://www.topuniversities.com/sites/default/files/profiles/logos/cox-school-of-business-southern-methodist-university_14509_small.jpg,46.3,148,,False,False,151-200,201-250,101-110,131-140,151-200,39.8,50.6,50,68.5,45.3
"School of International Corporate Strategy, Hitotsubashi University",/universities/hitotsubashi-university/hitotsubashi-university-business-school-school-international-corporate-strategy-hitotsubashi-ics,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/profiles/logos/211202044809pm497384ICS-Logo-48x48.jpg,46.9,149,,False,False,151-200,19,251+,101-110,201-250,40.1,84.1,27.5,74.2,40.3
Wits Business School,/universities/university-witwatersrand/wits-business-school,Africa,South Africa,Johannesburg,https://www.topuniversities.com/sites/default/files/profiles/logos/wits-business-school_592560df9988f300e2320a2d_small.jpg,46.6,150,,False,False,131-140,131-140,=50,201-250,201-250,44.7,63.5,61.5,49.8,38.5
Abu Dhabi University,/universities/abu-dhabi-university,Asia,United Arab Emirates,Abu Dhabi,https://www.topuniversities.com/sites/default/files/profiles/logos/211123083031am197054School-logo-200x200-48x48.jpg,43,151,,False,False,251+,7,251+,111-120,151-200,29.4,91.4,27.3,73.5,43.6
Asian Institute of Technology,/universities/asian-institute-technology-thailand/school-management,Asia,Thailand,Bangkok,https://www.topuniversities.com/sites/default/files/profiles/logos/asian-institute-of-technology-thailand_592560cf2aeae70239af577f_small.jpg,45.6,152,,False,False,121-130,=88,201-250,151-200,251+,46.1,69.1,33.4,62.6,36.9
Aston Business School,/universities/aston-university/aston-business-school,Europe,United Kingdom,Birmingham,https://www.topuniversities.com/sites/default/files/profiles/logos/aston-business-school_592560cf2aeae70239af558d_small.jpg,42.4,153,,False,False,201-250,151-200,97,151-200,151-200,33.9,56.4,51.9,58.9,46.1
Auburn (Harbert),/universities/auburn-university-0,North America,United States,Auburn (AL),https://www.topuniversities.com/sites/default/files/profiles/logos/auburn-university_592560cf2aeae70239af56c9_small.jpg,41.8,154,,False,False,=76,251+,201-250,251+,151-200,54.3,40.1,35.9,35,47.3
Baylor (Hankamer),/universities/baylor-university-0,North America,United States,Waco (TX),https://www.topuniversities.com/sites/default/files/profiles/logos/baylor-university_592560cf2aeae70239af55b0_small.jpg,41.3,155,,False,False,=71,251+,201-250,251+,201-250,55,43.6,35.9,35.2,39.9
Birmingham Business School,/universities/university-birmingham/birmingham-business-school,Europe,United Kingdom,Birmingham,https://www.topuniversities.com/sites/default/files/profiles/logos/birmingham-business-school_592560cf2aeae70239af55b3_small.jpg,41.4,156,,False,False,201-250,121-130,74,251+,75,33.3,65.6,55.4,37.2,61.5
Brigham Young (Marriott),/universities/brigham-young-university-0,North America,United States,Provo (UT),https://www.topuniversities.com/sites/default/files/profiles/logos/brigham-young-university-_592560cf2aeae70239af592c_small.jpg,41.9,157,,False,False,251+,251+,101-110,97,151-200,29.7,28.3,51,79.8,46.9
Brunel Business School,/universities/brunel-university-london/brunel-business-school,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/profiles/logos/brunel-business-school_15152_small.jpg,42.7,158,,False,False,251+,=35,55,131-140,201-250,23.7,78.2,60.2,68.5,39.8
Colorado (Leeds),/universities/university-colorado-boulder/university-colorado-boulder-leeds-school-business,North America,United States,Boulder (CO),https://www.topuniversities.com/sites/default/files/profiles/logos/leeds-school-of-business-university-of-colorado_592560cf2aeae70239af571b_small.jpg,43.6,159,,False,False,141-150,251+,121-130,151-200,151-200,43.2,46,48.9,53.9,44.7
ESIC Business & Marketing School,/universities/esic,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/profiles/logos/Logo-ESIC-200x200-1-48x48.jpg,42.8,160,,False,False,151-200,90,251+,131-140,251+,41.4,69,30,68.3,29.9
GBSB Global Business School,/universities/gbsb-global-business-school,Europe,Spain,"Barcelona, Madrid",https://www.topuniversities.com/sites/default/files/profiles/logos/gbsb-global-business-school_5c58186110ca601f0c143d92_small.jpg,42.1,161,,False,False,251+,26,151-200,96,251+,29.3,81.8,42.6,80,21.6
Glasgow (Adam Smith),/universities/university-glasgow/university-glasgow-adam-smith-business-school,Europe,United Kingdom,Glasgow,https://www.topuniversities.com/sites/default/files/profiles/logos/adam-smith-business-school_592560cf2aeae70239af571f_small.jpg,41.8,162,,False,False,201-250,23,151-200,201-250,=92,31.2,83,40.8,47.6,58.6
HEC Montréal,/universities/hec-montreal,North America,Canada,Montreal,https://www.topuniversities.com/sites/default/files/profiles/logos/hec-montral_592560cf2aeae70239af5163_small.jpg,42.4,163,,False,False,121-130,151-200,251+,201-250,111-120,45.4,55,30.7,45.8,55
Howard University,/universities/howard-university-0,North America,United States,"Washington, D.C",https://www.topuniversities.com/sites/default/files/profiles/logos/howard-university-_592560cf2aeae70239af56e6_small.jpg,40.7,164,,False,False,151-200,251+,251+,73,251+,37.8,37.3,29.1,85.3,27.1
IAE Business School,/universities/iae-business-school-universidad-austral,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/profiles/logos/iae-business-school-universidad-austral_592560cf2aeae70239af570b_small.jpg,44.5,165,,False,False,90,251+,151-200,151-200,251+,52.3,35.7,45.1,57.3,32.3
IPADE Business School,/universities/ipade-business-school,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/profiles/logos/instituto-panamericano-de-alta-direccin-de-empresa-ipade_592560cf2aeae70239af4daf_small.jpg,42.5,166,,False,False,66,251+,151-200,201-250,251+,57.4,39.2,38.8,46.5,25.5
Indian Institute of Management Indore,/universities/indian-institute-management-iim-indore,Asia,India,Indore,https://www.topuniversities.com/sites/default/files/profiles/logos/indian-institute-of-management-iim-indore_592560cf2aeae70239af51f5_small.jpg,42.2,167,,False,False,151-200,251+,201-250,121-130,131-140,38.8,37.2,31.6,70,50.6
Indian Institute of Management Lucknow,/universities/indian-institute-management-iim-lucknow,Asia,India,Lucknow,https://www.topuniversities.com/sites/default/files/profiles/logos/indian-institute-of-management-iim-lucknow_592560cf2aeae70239af51f3_small.jpg,41.3,168,,False,False,151-200,251+,251+,111-120,121-130,41,24.4,22.7,73.1,52.8
Indian Institute of Management Udaipur,/universities/indian-institute-management-udaipur,Asia,India,Udaipur,https://www.topuniversities.com/sites/default/files/profiles/logos/indian-institute-of-management-udaipur_59eea2e7acb295022c1ad25d_small.jpg,42.7,169,,False,False,141-150,251+,251+,83,151-200,43.1,27.5,20,82.9,43.1
International University of Monaco,/universities/international-university-monaco,Europe,Monaco,Monaco,https://www.topuniversities.com/sites/default/files/profiles/logos/210819024515pm412554Webp.net-resizeimage-2021-08-19T174510.203-48x48.jpg,43.7,170,,False,False,201-250,31,121-130,131-140,201-250,30.2,79.4,48.3,68.4,38.9
Kent Business School,/universities/university-kent/kent-business-school,Europe,United Kingdom,Canterbury,https://www.topuniversities.com/sites/default/files/profiles/logos/kent-business-school_592560cf2aeae70239af55ad_small.jpg,41.9,171,,False,False,201-250,69,251+,111-120,151-200,30.1,72.5,29.5,72.3,47.4
Lehigh University,/universities/lehigh-university/lehigh-college-business,North America,United States,Bethlehem (PA),https://www.topuniversities.com/sites/default/files/profiles/logos/lehigh-university-college-of-business-and-economics_592560cf2aeae70239af5857_small.jpg,44.7,172,,False,False,121-130,201-250,251+,111-120,201-250,45.7,46.3,30.3,72.6,37.7
Liverpool Management School,/universities/university-liverpool/university-liverpool-management-school,Europe,United Kingdom,Liverpool,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-liverpool-management-school_592560cf2aeae70239af586a_small.jpg,42.2,173,,False,False,201-250,111-120,151-200,151-200,141-150,33.6,66.2,41.1,59.2,50.5
McMaster (DeGroote),/universities/mcmaster-university/mcmaster-university-degroote-school-business,North America,Canada,Hamilton,https://www.topuniversities.com/sites/default/files/profiles/logos/230706064636pm384267QS-DeGroote-MBA-Logo-48x48.jpg,41,174,,False,False,131-140,131-140,151-200,251+,131-140,45,63.5,43.1,30,51.7
Missouri (Trulaske),/universities/robert-j-trulaske-sr-college-business,North America,United States,Columbia (MO),https://www.topuniversities.com/sites/default/files/profiles/logos/the-robert-j.-trulaske-sr.-college-of-business_592560cf2aeae70239af5727_small.jpg,41.5,175,,False,False,151-200,251+,151-200,141-150,201-250,41.3,29,41.5,65.4,41.7
Newcastle University Business School,/universities/newcastle-university/newcastle-university-business-school,Europe,United Kingdom,Newcastle,https://www.topuniversities.com/sites/default/files/profiles/logos/211110110522am602642QS-profile-logo-48x48.jpg,43.3,176,,False,False,151-200,111-120,151-200,151-200,131-140,38.3,67.2,42.3,52.6,50.7
Northeastern (D'AmoreMcKim),/universities/northeastern-university/damore-mckim-school-business,North America,United States,Boston (MA),https://www.topuniversities.com/sites/default/files/profiles/logos/damore-mckim-school-of-business_592560cf2aeae70239af56f4_small.jpg,42.5,177,,False,False,151-200,151-200,111-120,201-250,111-120,38.4,61.3,49.7,42.9,55.1
Nottingham University Business School,/universities/university-nottingham/nottingham-university-business-school,Europe,United Kingdom,Nottingham,https://www.topuniversities.com/sites/default/files/profiles/logos/the-university-of-nottingham-business-school_5171_small.jpg,45.6,178,,False,False,201-250,=46,151-200,151-200,97,33.1,76.1,43.1,61.5,58.2
Oregon (Lundquist),/universities/university-oregon/university-oregon-lundquist-college-business,North America,United States,Eugene (OR),https://www.topuniversities.com/sites/default/files/profiles/logos/230807045220pm798991LCB-IF-STK-107-WHT-GRN-200x200-48x48.jpg,41.1,179,,False,False,131-140,251+,121-130,151-200,251+,44.9,36.2,48.2,53.9,33.9
Othman Yeop Abdullah Graduate School of Business,/universities/universiti-utara-malaysia-uum/othman-yeop-abdullah-graduate-school-business,Asia,Malaysia,Kuala Lumpur,https://www.topuniversities.com/sites/default/files/profiles/logos/othman-yeop-abdullah-graduate-school-of-business_5f0ec6235c52f32f3d5f2a9a_small.jpg,42.1,180,,False,False,151-200,141-150,131-140,201-250,121-130,35.6,62.2,47.1,50.6,52.4
