University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Inbound Exchange Rank,Papers per Faculty Rank,Employer Reputation Rank,Faculty Student Ratio Rank,International Students Rank,Citations per Paper Rank,International Faculty Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,Outbound Exchange Rank,International Research Network Score,Inbound Exchange Score,Papers per Faculty Score,Employer Reputation Score,Faculty Student Ratio Score,International Students Score,Citations per Paper Score,International Faculty Score,Academic Reputation Score,Faculty Staff with PhD Score,Outbound Exchange Score
Shanghai International Studies University,/universities/shanghai-international-studies-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-international-studies-university_592560cf2aeae70239af526d_small.jpg,n/a,479,,False,False,301+,301+,301+,251+,301+,134,301+,146,251+,301+,49,1.3,6.2,3,4.5,19.3,33,3.9,36.6,11.9,7.9,84
Shanghai University of International Business and Economics,/universities/shanghai-university-international-business-economics,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-institute-of-foreign-trade_592560cf2aeae70239af5292_small.jpg,n/a,480,,False,False,301+,301+,301+,251+,208,44,240,n/a,251+,n/a,301+,1,1.1,2.4,3,37.2,75.5,25.9,n/a,7.2,n/a,1.2
Shimane University,/universities/shimane-university,Asia,Japan,Matsue,https://www.topuniversities.com/sites/default/files/shimane-university_592560de9988f300e2320868_small.jpg,n/a,481,,False,False,301+,301+,301+,251+,119,301+,301+,301+,251+,301+,301+,11.3,2.6,13.7,2.1,63.8,9.7,2.7,10.8,6.2,6.6,1.1
SOKA University,/universities/soka-university,Asia,Japan,Hachioji City,https://www.topuniversities.com/sites/default/files/soka-university_5a8ce9996ee6c87ad45117a0_small.jpg,n/a,482,,False,False,301+,104,301+,251+,301+,154,301+,72,251+,301+,94,4.3,47.7,3.9,10.5,6.8,29.5,2.2,62.9,9.1,1.3,56.7
SRI VENKATESWARA UNIVERSITY,/universities/sri-venkateswara-university,Asia,India,Tirupati,https://www.topuniversities.com/sites/default/files/sri-venkateswara-university_592560e29988f300e23211a1_small.jpg,n/a,483,,False,False,301+,155,301+,251+,301+,301+,301+,n/a,251+,27,192,1.4,25.8,12.8,2,17.8,1.2,13.9,n/a,3.6,100,24.2
Universiti Islam Sultan Sharif Ali,/universities/universiti-islam-sultan-sharif-ali,Asia,Brunei,Gadong,https://www.topuniversities.com/sites/default/files/230908103245am380836UNISSA-LOGO-48x48.jpg,n/a,484,5,False,False,301+,301+,301+,251+,78,n/a,n/a,n/a,251+,n/a,301+,1,1,2,3.3,78,n/a,n/a,n/a,7.8,n/a,1
Tajik National University,/universities/tajik-national-university,Asia,Tajikistan,Dushanbe,https://www.topuniversities.com/sites/default/files/tajik-national-university_592560cf2aeae70239af5a57_small.jpg,n/a,485,,False,False,301+,301+,301+,251+,243,12,n/a,301+,251+,301+,301+,1,1,1,3.7,31.2,99.9,n/a,2.3,14.9,1.1,1
"The Islamia University of Bahawalpur,Pakistan",/universities/islamia-university-bahawalpurpakistan,Asia,Pakistan,Bahawalpur,https://www.topuniversities.com/sites/default/files/IUB-48x48.jpg,n/a,486,,False,False,204,301+,301+,251+,301+,n/a,220,n/a,251+,301+,301+,32.5,1.1,4.5,8.5,2.7,n/a,29.2,n/a,9.4,1,2.1
UNIVERSITI TEKNIKAL MALAYSIA MELAKA,/universities/universiti-teknikal-malaysia-melaka,Asia,Malaysia,Alor Gajah,https://www.topuniversities.com/sites/default/files/universiti-teknikal-malaysia-melaka_592560e69988f300e2321e30_small.jpg,n/a,487,,False,False,301+,220,256,251+,301+,225,301+,301+,251+,301+,301+,10.9,16.5,22.8,11.7,10.6,19.8,1.3,8.1,13.4,5.9,9
"University of Agricultural Sciences, Bangalore",/universities/university-agricultural-sciences-bangalore,Asia,India,Bangalore,,n/a,488,,False,False,301+,301+,301+,251+,7,n/a,301+,n/a,251+,n/a,301+,1,1,2.3,2.2,99.9,n/a,2.5,n/a,3.6,n/a,1.1
University of Central Punjab,/universities/university-central-punjab,Asia,Pakistan,Lahore,https://www.topuniversities.com/sites/default/files/university-of-central-punjab_592560cf2aeae70239af5325_small.jpg,n/a,489,,False,False,268,301+,301+,152,301+,301+,301+,301+,251+,301+,301+,21.2,1.1,3.4,28.2,4.8,3.5,5.7,3.2,8.5,1,1.6
"University of Engineering and Technology, Taxila",/universities/university-engineering-technology-taxila,Asia,Pakistan,Taxila,https://www.topuniversities.com/sites/default/files/220201080745am805192UET-Taxila-logo-48x48.jpg,n/a,490,,False,False,301+,301+,196,251+,301+,301+,86,n/a,251+,301+,301+,9.3,1.1,30.5,3.5,5.9,6.5,68,n/a,2.7,1.5,1.1
University of Isfahan,/universities/university-isfahan,Asia,Iran,Isfahan,,n/a,491,,False,False,189,301+,176,251+,301+,301+,301+,n/a,251+,n/a,301+,36.6,1.1,34,8.2,2.6,4.7,15.9,n/a,9.5,n/a,1.1
University of Kerala,/universities/university-kerala,Asia,India,Thiruvananthapuram,https://www.topuniversities.com/sites/default/files/university-of-kerala_592560cf2aeae70239af4e22_small.jpg,n/a,492,,False,False,257,301+,233,251+,301+,301+,301+,n/a,251+,167,301+,22.7,1.7,25.8,4.6,18.2,4.5,2.6,n/a,7.6,61.9,1.1
University of Mazandaran,/universities/university-mazandaran,Asia,Iran,Babolsar,https://www.topuniversities.com/sites/default/files/university-of-mazandaran_5b8da1fe9ed41949ba39fd06_small.jpg,n/a,493,,False,False,267,301+,301+,n/a,301+,255,259,301+,251+,112,301+,21.3,2.7,18.2,n/a,2.5,16.6,23,1.4,2.7,82.6,2.4
University of Miyazaki,/universities/university-miyazaki,Asia,Japan,Miyazaki City,https://www.topuniversities.com/sites/default/files/university-of-miyazaki_592560cf2aeae70239af5224_small.jpg,n/a,494,,False,False,301+,83,301+,251+,177,301+,301+,286,251+,301+,179,3.8,57.7,16.3,2.1,44.3,9.7,5.6,17.6,7.5,4.2,26.3
University of Shanghai for Science and Technology,/universities/university-shanghai-science-technology,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/university-of-shanghai-for-science-and-technology_592560e99988f300e2322495_small.jpg,n/a,495,,False,False,301+,153,220,251+,301+,301+,268,235,251+,301+,93,11.5,26,26.7,2.9,14.4,5.8,21.6,22.4,6.9,1.1,57.2
Yamaguchi University ,/universities/yamaguchi-university,Asia,Japan,Yamaguchi City,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,n/a,496,,False,False,301+,301+,301+,251+,163,301+,301+,298,251+,301+,301+,11.6,2,11.7,2.9,47.9,9.5,2.8,16.7,9.4,5.4,4.4
Yasouj University,/universities/yasouj-university,Asia,Iran,,https://www.topuniversities.com/sites/default/files/yasouj-university_5d83243f5c52f361c9342a84_small.jpg,n/a,497,,False,False,301+,301+,207,251+,301+,301+,65,n/a,251+,n/a,301+,3.7,1.1,28.9,4.7,3.4,1.4,77.7,n/a,1.3,n/a,1.1
Universitas Negeri Yogyakarta,/universities/universitas-negeri-yogyakarta,Asia,Indonesia,Yogyakarta,https://www.topuniversities.com/sites/default/files/yogyakarta-state-university_592560cf2aeae70239af4e52_small.jpg,n/a,498,,False,False,301+,301+,301+,251+,301+,301+,301+,162,187,301+,166,2.4,8.6,4,6.3,8.5,5.2,1,33.6,22.2,1,28.3
Youngsan University,/universities/youngsan-university,Asia,South Korea,Yangsan,https://www.topuniversities.com/sites/default/files/youngsan-university_592560cf2aeae70239af5394_small.jpg,n/a,499,,False,False,301+,301+,301+,191,301+,212,301+,301+,251+,301+,301+,1,3.1,1.9,21.3,19.2,20.5,2.5,6.2,13.1,1.1,2.8
Zhongnan University of Economics and Law,/universities/zhongnan-university-economics-law,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/zhongnan-university-of-economics-and-law_592560cf2aeae70239af5284_small.jpg,n/a,500,,False,False,301+,301+,301+,251+,301+,301+,135,n/a,251+,296,301+,3.7,1.1,1.6,13.2,5.4,4.4,51.7,n/a,6.4,12.3,1.2
