University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Inbound Exchange Rank,Papers per Faculty Rank,Employer Reputation Rank,Faculty Student Ratio Rank,International Students Rank,Citations per Paper Rank,International Faculty Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,Outbound Exchange Rank,International Research Network Score,Inbound Exchange Score,Papers per Faculty Score,Employer Reputation Score,Faculty Student Ratio Score,International Students Score,Citations per Paper Score,International Faculty Score,Academic Reputation Score,Faculty Staff with PhD Score,Outbound Exchange Score
Universiti Tun Hussein Onn  Malaysia (UTHM),/universities/universiti-tun-hussein-onn-malaysia-uthm,Asia,Malaysia,Batu Pahat,https://www.topuniversities.com/sites/default/files/universiti-tun-hussein-onn-malaysia-uthm_1986_small.jpg,22.6,244,5,False,False,139,130,182,251+,301+,192,301+,267,213,235,216,52.6,32,33.3,13.3,11.8,23.6,1.4,18.9,19.6,33.4,20.6
University of Peshawar,/universities/university-peshawar,Asia,Pakistan,Peshawar,https://www.topuniversities.com/sites/default/files/university-of-peshawar_592560cf2aeae70239af4d90_small.jpg,22.6,245,,False,False,158,301+,276,231,194,301+,189,n/a,251+,n/a,301+,44.6,1.1,21.2,16.7,40,6.4,37.3,n/a,13.4,n/a,1.1
Fuzhou University,/universities/fuzhou-university,Asia,China (Mainland),Fuzhou,https://www.topuniversities.com/sites/default/files/fuzhou-university_592560cf2aeae70239af527f_small.jpg,22.3,246,,False,False,125,301+,301+,251+,301+,n/a,41,301+,251+,301+,301+,59.7,1.1,18.6,5,11,n/a,90.1,1.6,7.8,1,1.2
Nanjing University of Aeronautics and Astronautics,/universities/nanjing-university-aeronautics-astronautics,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-university-of-aeronautics-and-astronautics_592560cf2aeae70239af4df3_small.jpg,22.3,247,,False,False,145,269,79,251+,301+,301+,301+,301+,251+,226,37,49.8,11.2,70.6,5.5,14.2,11.3,12.1,13.5,10.8,36.7,93.1
American University of Central Asia,/universities/american-university-central-asia,Asia,Kyrgyzstan,Bishkek,https://www.topuniversities.com/sites/default/files/american-university-of-central-asia_592560cf2aeae70239af58d0_small.jpg,22.2,248,,False,False,301+,225,301+,251+,83,21,301+,51,251+,301+,181,1.3,15.4,3.2,10.5,75.6,98.3,4,72.1,15.8,1,26
"International Islamic University, Islamabad (IIU)",/universities/international-islamic-university-islamabad-iiu,Asia,Pakistan,Islamabad,https://www.topuniversities.com/sites/default/files/international-islamic-university-islamabad-iiu_592560cf2aeae70239af5319_small.jpg,22.2,249,,False,False,150,301+,301+,201,301+,196,119,301+,251+,301+,301+,48.9,1.1,8,19.9,3.7,22.6,56.7,10.6,13.9,1,1.7
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)-National Research University,/universities/tashkent-institute-irrigation-agricultural-mechanization-engineers-tiiame-national-research,Asia,Uzbekistan,Tashkent,https://www.topuniversities.com/sites/default/files/tashkent-institute-of-irrigation-and-agricultural-mechanization-engineers-tiiame_592560e59988f300e2321bd1_small.jpg,22.2,250,4,False,False,301+,120,301+,208,124,301+,301+,192,172,301+,242,2,37.8,4.7,18.9,62.4,11.4,1.5,28.8,24.3,2.5,17.5
Beijing University of Chemical Technology,/universities/beijing-university-chemical-technology,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-university-of-chemical-technology_2013_small.jpg,n/a,251,,False,False,226,301+,201,251+,301+,n/a,12,n/a,251+,301+,301+,28.3,1.1,29.8,2.8,20.1,n/a,99.6,n/a,10.9,1,1.2
Donghua University,/universities/donghua-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/donghua-university_592560cf2aeae70239af526e_small.jpg,n/a,252,,False,False,233,227,211,251+,279,301+,55,301+,251+,301+,103,26.9,15.1,28.4,2.2,24.8,12,81.4,4.8,9.3,1.2,51.6
Huazhong Agricultural University,/universities/huazhong-agricultural-university,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/huazhong-agricultural-university_2047_small.jpg,n/a,253,,False,False,184,301+,160,251+,301+,301+,53,301+,251+,240,301+,37.2,1.4,36.8,3.2,6.6,4.9,81.9,9.7,9.6,33.1,8.4
"Institute of Chemical Technology, Mumbai",/universities/institute-chemical-technology-mumbai,Asia,India,Jalna,https://www.topuniversities.com/sites/default/files/institute-of-chemical-technology-udct-mumbai_592560e19988f300e2320f10_small.jpg,n/a,254,,False,False,301+,301+,8,251+,301+,301+,141,n/a,251+,33,301+,5.7,1,99.7,6.1,7.5,1.3,50.7,n/a,7.6,100,1.1
Karaganda State Technical University,/universities/karaganda-state-technical-university,Asia,Kazakhstan,Karaganda,https://www.topuniversities.com/sites/default/files/karaganda-state-technical-university_14129_small.jpg,n/a,255,4,False,False,301+,301+,301+,251+,29,113,301+,260,218,301+,229,1,1.7,2.1,12.6,95.9,41.4,1,19.4,19.3,1,18.8
Nanjing Tech University,/universities/nanjing-tech-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-tech-university_592560e99988f300e23224a4_small.jpg,n/a,256,,False,False,163,301+,172,251+,301+,301+,27,301+,251+,301+,301+,43.4,1.9,34.8,2,11.2,4.8,95.5,4.6,7.1,1.3,10.7
Northwest University (China),/universities/northwest-university-china,Asia,China (Mainland),Xi'an,https://www.topuniversities.com/sites/default/files/northwest-university-china_592560cf2aeae70239af5297_small.jpg,n/a,257,,False,False,176,301+,301+,251+,140,301+,167,301+,251+,301+,130,38.7,4.8,16.8,2.3,56.2,9.8,43.3,8.8,11.3,1.6,38.1
Pakistan Institute of Engineering and Applied Sciences (PIEAS),/universities/pakistan-institute-engineering-applied-sciences-pieas,Asia,Pakistan,Islamabad,https://www.topuniversities.com/sites/default/files/pakistan-institute-of-engineering-and-applied-sciences-pieas_592560cf2aeae70239af532f_small.jpg,n/a,258,,False,False,301+,301+,151,221,113,301+,208,n/a,251+,301+,301+,5.6,1.1,38.8,17.5,65,1.3,32.5,n/a,12.3,7.4,3.5
Shahid Beheshti University (SBU),/universities/shahid-beheshti-university-sbu,Asia,Iran,Tehran,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg,n/a,259,,False,False,108,301+,127,177,301+,301+,301+,301+,251+,n/a,301+,66.3,1.1,49.2,23.6,4.2,4.6,11.3,2.8,15,n/a,1.1
Tokyo Metropolitan University,/universities/tokyo-metropolitan-university,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/tokyo-metropolitan-university_592560cf2aeae70239af4ce9_small.jpg,n/a,260,,False,False,210,301+,235,251+,235,200,301+,301+,158,301+,301+,31.3,3,25.6,11.1,31.9,21.5,11.7,16.6,26.3,1.3,2.3
"Government College University, Faisalabad",/universities/government-college-university-faisalabad,Asia,Pakistan,Faisalabad,https://www.topuniversities.com/sites/default/files/government-college-university-faisalabad_5c99c54e10ca60622b55ba0a_small.jpg,n/a,261,,False,False,72,301+,298,251+,301+,301+,52,301+,251+,301+,301+,80.2,1.2,18.8,2.9,4.1,1.1,82.5,2.2,4.7,1,1
Indian Institute of Technology Gandhinagar (IITGN),/universities/indian-institute-technology-gandhinagar-iitgn,Asia,India,Gandhinagar,https://www.topuniversities.com/sites/default/files/211021090704am976397Webp.net-resizeimage-2021-10-21T120700.404-48x48.jpg,n/a,262,,False,False,301+,301+,85,251+,176,301+,286,301+,251+,19,271,3.5,1,69.1,4.9,44.4,2.7,19.4,6.3,9.8,100,14.8
Indian Institute of Technology Indore,/universities/indian-institute-technology-indore,Asia,India,Indore,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-indore_592560cf2aeae70239af5ae1_small.jpg,n/a,263,,False,False,301+,301+,20,251+,239,301+,211,301+,251+,248,301+,10.8,4.8,95.9,8.4,31.7,1.5,32.1,4.7,12.6,29,2.2
Kazakh-British Technical University,/universities/kazakh-british-technical-university,Asia,Kazakhstan,Almaty,https://www.topuniversities.com/sites/default/files/kazakh-british-technical-university_592560cf2aeae70239af55d2_small.jpg,n/a,264,,False,False,301+,301+,301+,118,301+,301+,301+,301+,150,301+,301+,5.1,1.4,4.1,39.3,22,6.8,1.1,11.9,27.2,1,3
Madurai Kamaraj University,/universities/madurai-kamaraj-university,Asia,India,Madurai,https://www.topuniversities.com/sites/default/files/madurai-kamaraj-university_592560cf2aeae70239af4e14_small.jpg,n/a,265,,False,False,285,301+,301+,251+,11,n/a,190,n/a,251+,n/a,301+,19.3,1,11.9,4.6,99.7,n/a,37.1,n/a,8.4,n/a,1.1
Shiraz University of Technology,/universities/shiraz-university-technology,Asia,Iran,Shiraz,,n/a,266,,False,False,301+,35,12,251+,301+,301+,210,n/a,251+,=1,224,3.9,93.4,97.6,4.8,14.4,1.3,32.2,n/a,3.5,100,19.7
Sookmyung Women's University ,/universities/sookmyung-womens-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/sookmyung-womens-university-_592560cf2aeae70239af4ecf_small.jpg,n/a,267,,False,False,301+,131,301+,251+,288,301+,96,301+,251+,225,113,1.3,32,4.9,11.7,23.7,6.1,64.9,11.1,13.3,37.1,46.9
Symbiosis International (Deemed University),/universities/symbiosis-international-deemed-university,Asia,India,Pune,https://www.topuniversities.com/sites/default/files/231020084546am287151Symbiosis-International-University-Logo-48x48.jpg,n/a,268,,False,False,301+,123,301+,111,185,148,301+,244,251+,297,265,2.5,36.9,2.9,41.6,42.8,30.7,2.5,21.1,10.1,12.2,15
Universiti Malaysia Sarawak (UNIMAS),/universities/universiti-malaysia-sarawak-unimas,Asia,Malaysia,Kuching,https://www.topuniversities.com/sites/default/files/universiti-malaysia-sarawak-unimas_592560cf2aeae70239af523e_small.jpg,n/a,269,,False,False,301+,94,301+,241,301+,163,301+,67,156,301+,106,14.1,53,7.7,16,15.1,27.9,1.9,64,26.3,1.1,50.4
Alagappa Univeristy,/universities/alagappa-univeristy,Asia,India,Karaikudi,https://www.topuniversities.com/sites/default/files/alagappa-university-karaikudi_592560e19988f300e2320ee5_small.jpg,n/a,270,,False,False,215,301+,147,251+,264,301+,164,n/a,251+,89,301+,30,2,40.2,1.6,28,1.3,44,n/a,7.2,90.1,1.8
Central China Normal University,/universities/central-china-normal-university,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/central-china-normal-university_592560cf2aeae70239af5283_small.jpg,n/a,271,,False,False,245,301+,301+,251+,301+,291,29,301+,251+,301+,230,25.1,2.5,4.6,2.4,19.5,14.1,94.7,11.3,10.3,8.1,18.7
Guangzhou University,/universities/guangzhou-university,Asia,China (Mainland),Guangzhou,https://www.topuniversities.com/sites/default/files/newman-university-college_2100_large.jpg,n/a,272,,False,False,160,301+,301+,251+,301+,301+,71,301+,251+,168,217,43.9,1.1,15.8,1.3,8,2,76.4,10.7,3.7,61.7,20.6
"Guru Nanak Dev University, Amristar",/universities/guru-nanak-dev-university-amristar,Asia,India,Amritsar,https://www.topuniversities.com/sites/default/files/guru-nanak-dev-university-amristar_592560e19988f300e2320f0b_small.jpg,n/a,273,,False,False,301+,301+,301+,251+,15,301+,176,n/a,251+,301+,301+,5.9,1,15.6,5.7,99,1.7,40.7,n/a,7.8,1,1.1
Indian Institute of Technology BHU Varanasi (IIT BHU Varanasi),/universities/indian-institute-technology-bhu-varanasi-iit-bhu-varanasi,Asia,India,Varanasi,https://www.topuniversities.com/sites/default/files/iit-bhu-varanasi_592560e59988f300e2321c55_small.jpg,n/a,274,,False,False,291,301+,27,251+,301+,301+,244,301+,251+,23,301+,18.9,1,93.8,6.5,4,1.5,25.2,2.2,10.6,100,1.9
Meiji University,/universities/meiji-university,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,n/a,275,,False,False,282,73,301+,114,301+,232,301+,225,251+,301+,187,19.6,70.2,4.3,40.7,5.1,18.5,1.2,23.4,16.3,1.1,25
Nanjing Forestry University,/universities/nanjing-forestry-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/NJFU-48x48.jpg,n/a,276,,False,False,95,301+,301+,n/a,301+,301+,83,110,251+,301+,301+,69.4,1.1,17.3,n/a,19.2,3.5,69.1,46.3,3.6,1,3.7
Ocean University of China,/universities/ocean-university-china,Asia,China (Mainland),Qingdao,https://www.topuniversities.com/sites/default/files/ocean-university-of-china_592560cf2aeae70239af5282_small.jpg,n/a,277,,False,False,101,301+,120,251+,301+,301+,235,301+,251+,289,175,68.6,2.7,50.5,3.1,10.6,6,26.6,7.7,12.4,13.3,27.1
SRM Institute of Science and Technology,/universities/srm-institute-science-technology,Asia,India,Chennai,https://www.topuniversities.com/sites/default/files/srm-institute-of-science-and-technology_592560cf2aeae70239af585c_small.jpg,n/a,278,4,False,False,111,301+,301+,168,301+,301+,301+,301+,240,301+,301+,64.9,4.5,8.9,24.8,13.2,6.8,4.5,3,17.1,1,7.2
Universiti Malaysia Sabah (UMS),/universities/universiti-malaysia-sabah-ums,Asia,Malaysia,Kota Kinabalu,https://www.topuniversities.com/sites/default/files/universiti-malaysia-sabah-ums_592560cf2aeae70239af4ef1_small.jpg,n/a,279,,False,False,254,75,301+,202,301+,268,301+,229,144,301+,301+,23.4,64.3,9.4,19.5,8.3,15.6,1.7,22.7,28.1,2.1,9.8
BRAC University,/universities/brac-university,Asia,Bangladesh,Dhaka,https://www.topuniversities.com/sites/default/files/brac-university_853_small.jpg,n/a,280,,False,False,301+,301+,301+,100,301+,301+,301+,301+,185,301+,301+,7.1,1.4,3.5,46.2,7.6,3.4,5,5.4,22.4,1,1.4
China University of Mining and Technology,/universities/china-university-mining-technology,Asia,China (Mainland),Xuzhou,https://www.topuniversities.com/sites/default/files/china-university-of-mining-and-technology_2003_small.jpg,n/a,281,,False,False,182,134,101,251+,301+,301+,158,301+,251+,301+,286,37.7,30.9,60,2.6,18.4,6.7,45.4,5.3,8.6,10.8,13.4
Chungbuk National University,/universities/chungbuk-national-university,Asia,South Korea,Cheongju,https://www.topuniversities.com/sites/default/files/chungbuk-national-university_592560cf2aeae70239af4e98_small.jpg,n/a,282,,False,False,243,257,301+,251+,222,271,301+,296,251+,92,301+,25.5,12.3,17.7,5.2,34,15.3,7.4,16.8,12.6,89.6,6.3
Islamic Azad University,/universities/islamic-azad-university,Asia,Iran,Shiraz,https://www.topuniversities.com/sites/default/files/islamic-azad-university_592560cf2aeae70239af4e5b_small.jpg,n/a,283,,False,False,1,301+,301+,245,301+,n/a,257,n/a,251+,n/a,301+,100,1.1,5,15.4,1.6,n/a,23.2,n/a,9,n/a,1.1
King Mongkut's University of Technology Thonburi ,/universities/king-mongkuts-university-technology-thonburi,Asia,Thailand,Bangkok,https://www.topuniversities.com/sites/default/files/king-mongkuts-university-of-technology-thonburi-_592560cf2aeae70239af4f2a_small.jpg,n/a,284,4,False,False,275,301+,301+,251+,301+,301+,301+,195,152,280,301+,20.9,1.5,13.2,14.2,15.3,12.3,12.9,28.1,27.1,15.9,2.3
Kyrgyz-Turkish Manas University,/universities/kyrgyz-turkish-manas-university,Asia,Kyrgyzstan,Bishkek,https://www.topuniversities.com/sites/default/files/220106031025am829503Manas-University-logo-48x48.jpg,n/a,285,,False,False,301+,301+,301+,234,301+,73,301+,27,133,301+,301+,1,4.9,3.5,16.6,12.8,55.8,1.3,96.8,29.9,5.4,7.3
Nanjing Agricultural University,/universities/nanjing-agricultural-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-agricultural-university_881_small.jpg,n/a,286,,False,False,126,301+,245,251+,301+,301+,103,n/a,251+,301+,301+,59.2,1.1,24,3.2,7.7,3.8,63,n/a,12.4,1.6,1.2
Nanjing University of Information Science and Technology,/universities/nanjing-university-information-science-technology,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-university-of-information-science-and-technology_592560df9988f300e2320a83_small.jpg,n/a,287,,False,False,110,301+,246,251+,301+,301+,127,301+,251+,221,301+,64.9,1.1,24,1.5,13.2,10.4,54.8,12,4.7,39,4.9
Shahrood University of Technology,/universities/shahrood-university-technology,Asia,Iran,Shahrood,https://www.topuniversities.com/sites/default/files/shahrood-university-of-technology_592560e79988f300e2322149_small.jpg,n/a,288,,False,False,115,301+,100,n/a,301+,301+,206,301+,251+,=1,301+,63.6,3.1,60.9,n/a,3.9,1.2,32.9,1.5,2,100,2.8
Thapar Institute of Engineering & Technology,/universities/thapar-institute-engineering-technology,Asia,India,Patiala,https://www.topuniversities.com/sites/default/files/thapar-institute-of-engineering-and-technology-deemed-to-be-university_592560e59988f300e2321c69_small.jpg,n/a,289,,False,False,278,265,177,251+,301+,301+,113,301+,251+,198,235,20.2,11.7,33.9,7.2,9.5,4.4,58.9,8.6,9.4,46.1,18.6
Aligarh Muslim University,/universities/aligarh-muslim-university,Asia,India,Aligarh,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,n/a,290,,False,False,140,301+,301+,251+,293,301+,260,301+,201,301+,301+,52.5,1,15.1,4.7,23,5,22.7,1.6,20.7,1,1.1
Almaty Technological University,/universities/almaty-technological-university,Asia,Kazakhstan,Provo,https://www.topuniversities.com/sites/default/files/almaty-technological-university_592560cf2aeae70239af592a_small.jpg,n/a,291,4,False,False,301+,201,301+,251+,32,235,301+,93,251+,301+,150,1.1,18.8,1.8,6,94.9,18.3,1,50.2,11.7,1,30.7
Gunma University,/universities/gunma-university,Asia,Japan,Maebashi,https://www.topuniversities.com/sites/default/files/gunma-university_592560cf2aeae70239af4b77_small.jpg,n/a,292,,False,False,301+,97,301+,251+,24,301+,301+,301+,251+,301+,91,2.7,51.4,11.4,3.9,96.3,13,3.5,10.7,8.8,8.1,58.8
International Christian University,/universities/international-christian-university,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/international-christian-university_592560cf2aeae70239af5207_small.jpg,n/a,293,,False,False,301+,68,301+,176,298,185,301+,33,251+,301+,59,2.9,73.6,2.9,23.8,22.5,24.7,2.4,93.4,11.1,1.5,79.2
Kyrgyz Russian Slavic University,/universities/kyrgyz-russian-slavic-university,Asia,Kyrgyzstan,Bishkek,https://www.topuniversities.com/sites/default/files/231107033117pm997366download--11--48x48.jpg,n/a,294,,False,False,301+,301+,301+,251+,4,n/a,301+,n/a,216,n/a,301+,1.1,1.3,1.2,8.6,100,n/a,1,n/a,19.4,n/a,7.3
National Institute of Technology Rourkela,/universities/national-institute-technology-rourkela,Asia,India,Rourkela,https://www.topuniversities.com/sites/default/files/national-institute-of-technology-rourkela_592560cf2aeae70239af4e19_small.jpg,n/a,295,,False,False,237,301+,28,251+,301+,290,301+,n/a,251+,32,301+,26.1,1,93.6,4.4,4.8,14.1,15.6,n/a,7.9,100,1.1
Nguyen Tat Thanh University (NTTU),/universities/nguyen-tat-thanh-university-nttu-hcmc,Asia,Vietnam,Ho Chi Minh City,https://www.topuniversities.com/sites/default/files/nguyen-tat-thanh-university-nttu-hcmc_23440_small_0.jpg,n/a,296,4,False,False,247,301+,301+,173,301+,301+,91,301+,251+,301+,301+,24.8,2.4,5.2,24.2,8.1,4.6,67,4,6.9,1,3.6
University of Kashan,/universities/university-kashan,Asia,Iran,Kashan,https://www.topuniversities.com/sites/default/files/university-of-kashan_592560cf2aeae70239af5453_small.jpg,n/a,297,,False,False,296,301+,106,251+,301+,301+,51,n/a,251+,205,240,18.3,1.1,57.4,1,3.5,9.7,83.3,n/a,4.1,42.8,17.9
University of Kurdistan,/universities/university-kurdistan,Asia,Iran,Sanandaj,https://www.topuniversities.com/sites/default/files/university-of-kurdistan_5cac8df45c52f30b4f00c6a7_small.jpg,n/a,298,,False,False,301+,301+,301+,251+,301+,301+,67,301+,251+,=1,301+,16.2,1.1,13.8,1.8,4.1,13.2,76.9,1.7,4.4,100,2.1
University of Madras,/universities/university-madras,Asia,India,Chennai,https://www.topuniversities.com/sites/default/files/university-of-madras_592560cf2aeae70239af4e24_small.jpg,n/a,299,,False,False,206,301+,9,251+,301+,169,301+,n/a,222,301+,301+,32.3,1,99.6,6.7,5.4,27.1,12,n/a,18.9,1,1.1
University of Mumbai,/universities/university-mumbai,Asia,India,Mumbai,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,n/a,300,,False,False,301+,301+,60,142,301+,301+,301+,301+,232,301+,301+,7.9,1,75.3,31.8,7.7,10.4,1.4,4,17.6,3.1,1.1
Ashoka University,/universities/ashoka-university,Asia,India,Sonipat,https://www.topuniversities.com/sites/default/files/Ashoka-logo-200-48x48.jpg,n/a,301,,False,False,301+,215,301+,251+,216,220,301+,75,251+,133,96,1.1,17,5.4,6.6,35.4,20.1,1.5,60.6,12.8,73.5,55.6
Beijing Foreign Studies University,/universities/beijing-foreign-studies-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-foreign-studies-university_2020_small.jpg,n/a,302,,False,False,301+,46,301+,251+,248,66,301+,124,251+,282,39,1.3,89.5,2.6,4.9,30.3,59.9,1.6,42.4,14.8,15.7,92.1
Bharathidasan University,/universities/bharathidasan-university,Asia,India,Tiruchirapalli,https://www.topuniversities.com/sites/default/files/231107034733pm478761download--14--48x48.jpg,n/a,303,,False,False,183,301+,18,251+,201,n/a,301+,n/a,251+,n/a,301+,37.4,1,96.6,2.1,38.6,n/a,11,n/a,7.3,n/a,1.1
Chung Yuan Christian University,/universities/chung-yuan-christian-university,Asia,Taiwan,Taoyuan City,https://www.topuniversities.com/sites/default/files/chung-yuan-christian-university_592560cf2aeae70239af524f_small.jpg,n/a,304,,False,False,301+,108,301+,251+,301+,190,149,301+,251+,260,301+,5,44.2,16.6,10.2,4.5,24.1,49.3,10.3,13,24.1,4.9
D. Serikbayev East Kazakhstan Technical University,/universities/d-serikbayev-east-kazakhstan-technical-university,Asia,Kazakhstan,Ust-Kamenogorsk,https://www.topuniversities.com/sites/default/files/211223052443am556520%D0%BB%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF-EKTU-48x48.jpg,n/a,305,4,False,False,301+,301+,301+,251+,111,301+,301+,142,190,301+,301+,1.1,1.4,2.1,11.7,65.5,9.2,1,36.9,22.1,1,5.1
Dankook University ,/universities/dankook-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,n/a,306,,False,False,301+,208,301+,251+,86,218,301+,301+,251+,301+,275,4.7,17.9,4.5,6.4,74.5,20.2,12.3,10.6,11.5,1.4,14.5
Dongbei University of Finance and Economics,/universities/dongbei-university-finance-economics,Asia,China (Mainland),Dalian,,n/a,307,,False,False,301+,301+,301+,251+,164,n/a,16,n/a,251+,n/a,301+,1.3,1.1,1.9,1.9,47.7,n/a,99,n/a,3.4,n/a,1.2
Fu Jen Catholic University,/universities/fu-jen-catholic-university,Asia,Taiwan,New Taipei City,https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg,n/a,308,,False,False,301+,99,301+,251+,301+,159,301+,270,251+,132,142,4.1,50.8,12.6,15,3,28.7,9.7,18.7,16,73.5,34.1
"G.B. Pant University of Agriculture and Technology, Pantnagar",/universities/gb-pant-university-agriculture-technology-pantnagar,Asia,India,Pantnagar,https://www.topuniversities.com/sites/default/files/g.b.-pant-university-of-agriculture-and-technology-pantnagar_592560e19988f300e2320eff_small.jpg,n/a,309,,False,False,301+,301+,301+,251+,67,301+,301+,n/a,251+,17,301+,2.8,1,6.1,2.1,83.8,1.1,5.4,n/a,4.2,100,1.1
Guangdong University of Technology,/universities/guangdong-university-technology,Asia,China (Mainland),,https://www.topuniversities.com/sites/default/files/guangdong-university-of-technology_5acde35ccb4de70d196d9897_small.jpg,n/a,310,,False,False,234,301+,301+,251+,280,301+,56,301+,251+,301+,301+,26.7,1.2,5.8,2.2,24.7,1.7,81.3,4.2,7.5,1,2.6
Indian Institute of Technology Bhubaneswar,/universities/indian-institute-technology-bhubaneswar,Asia,India,Bhubaneswar,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-bhubaneswar_5a42524bca24f32b064948ed_small.jpg,n/a,311,,False,False,301+,301+,55,251+,301+,301+,295,301+,251+,=1,301+,2.1,1,78.7,6.3,9.3,1.1,18.9,2.6,9,100,1.1
Indian Institute of Technology Hyderabad (IITH),/universities/indian-institute-technology-hyderabad-iith,Asia,India,Sangareddy,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-hyderabad_592560e19988f300e2320f86_small.jpg,n/a,312,,False,False,301+,301+,67,251+,301+,301+,237,301+,251+,153,301+,4,1,73.7,4.7,18.2,1.6,26.3,1.5,11.7,68.1,1.2
"INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES), DHANBAD",/universities/indian-institute-technology-indian-school-mines-dhanbad,Asia,India,Dhanbad ,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-indian-school-of-mines-dhanbad_22900_small.jpg,n/a,313,,False,False,252,301+,14,251+,301+,301+,301+,301+,251+,103,301+,23.8,1.4,97.5,2.7,8.6,1.5,15.9,1.4,5.3,86.1,2.6
Institute of Business Administration (IBA),/universities/institute-business-administration-iba,Asia,Pakistan,Karachi,https://www.topuniversities.com/sites/default/files/InsituteofBusinessAdministrationIBA-logo-48x48.jpg,n/a,314,,False,False,301+,301+,301+,82,301+,n/a,301+,n/a,251+,n/a,301+,1.4,1.1,6.6,57.3,1.9,n/a,7.4,n/a,9.2,n/a,1.1
Iqra University,/universities/iqra-university,Asia,Pakistan,Karachi,https://www.topuniversities.com/sites/default/files/iqra-university-iu-karachi_592560e29988f300e2321093_small.jpg,n/a,315,,False,False,301+,301+,301+,251+,301+,301+,37,301+,251+,301+,301+,1.4,1.1,2.2,11.3,17.2,3.3,91.2,11.7,7.1,1,1.9
JSS Academy of Higher Education & Research,/universities/jss-academy-higher-education-research,Asia,India,Mysore,https://www.topuniversities.com/sites/default/files/jss-academy-of-higher-education-research_592560e49988f300e23219be_small.jpg,n/a,316,,False,False,301+,160,301+,251+,169,162,301+,301+,251+,84,171,7.4,24.9,4.8,4.7,46.6,28.3,2.5,16.2,6.8,91.9,27.4
Kagoshima University,/universities/kagoshima-university,Asia,Japan,Kagoshima City,https://www.topuniversities.com/sites/default/files/kagoshima-university_592560cf2aeae70239af4bb6_small.jpg,n/a,317,,False,False,244,245,301+,251+,96,301+,301+,301+,251+,301+,301+,25.3,13.2,9.4,5.5,71.5,10.5,3.1,9.5,13.7,2.9,3.9
Kangwon National University,/universities/kangwon-national-university,Asia,South Korea,Chuncheon,https://www.topuniversities.com/sites/default/files/230704053600am8460402.-Logo-Image-QS-KNU-48x48.jpg,n/a,318,,False,False,258,301+,301+,251+,272,301+,283,301+,251+,187,301+,22.7,8.8,13.8,10.1,26.1,8.4,19.6,9.3,13.9,51.6,6.2
Kyoto Institute of Technology,/universities/kyoto-institute-technology,Asia,Japan,Kyoto,https://www.topuniversities.com/sites/default/files/kyoto-institute-of-technology_592560cf2aeae70239af5222_small.jpg,n/a,319,,False,False,301+,119,135,251+,301+,186,301+,214,251+,93,301+,2.6,38.3,45.9,7.9,17.8,24.6,1.9,25.2,14.2,89.4,5.8
Kyushu Institute of Technology ,/universities/kyushu-institute-technology,Asia,Japan,Kitakyushu,https://www.topuniversities.com/sites/default/files/kyushu-institute-of-technology-_592560cf2aeae70239af4e7d_small.jpg,n/a,320,,False,False,301+,282,102,251+,301+,257,301+,245,251+,102,301+,9.1,10.2,59.9,10.7,12.2,16.3,3.2,21,10.7,86.3,1.8
