University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Academic Reputation Rank,H-index Citations Rank,Employer Reputation Rank,Citations per Paper Rank,International Research Network Score,Academic Reputation Score,H-index Citations Score,Employer Reputation Score,Citations per Paper Score
Indiana University–Purdue University Indianapolis,/universities/indiana-university-purdue-university-indianapolis,North America,United States,Indianapolis,https://www.topuniversities.com/sites/default/files/indiana-universitypurdue-university-indianapolis_592560e09988f300e2320b78_small.jpg,n/a,411,,False,False,340,401+,308,401+,259,56.5,49.7,55.7,45,78.1
Instituto Politécnico Nacional (IPN),/universities/instituto-politecnico-nacional-ipn,Latin America,Mexico,Ciudad de México,https://www.topuniversities.com/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_small.jpg,n/a,412,4,False,False,401+,362,401+,86,401+,47.1,59.1,39.2,72.3,64.1
Jilin University,/universities/jilin-university,Asia,China (Mainland),Changchun,https://www.topuniversities.com/sites/default/files/jilin-university_304_small.jpg,n/a,413,,False,False,401+,401+,348,140,318,38.4,48.6,52.9,67.2,75.1
Jordan University of Science & Technology,/universities/jordan-university-science-technology,Asia,Jordan,Irbid,https://www.topuniversities.com/sites/default/files/jordan-university-of-science-technology_592560cf2aeae70239af545b_small.jpg,n/a,414,6,False,False,382,277,401+,204,401+,53.3,62.9,49,62.6,45.8
Kansas State University ,/universities/kansas-state-university,North America,United States,Manhattan,https://www.topuniversities.com/sites/default/files/kansas-state-university_1912_small.jpg,n/a,415,,False,False,171,401+,401+,250,401+,66.6,56.6,41,59.9,64.8
Khon Kaen University,/universities/khon-kaen-university,Asia,Thailand,Khon Kaen,https://www.topuniversities.com/sites/default/files/khon-kaen-university_592560cf2aeae70239af4bc1_small.jpg,n/a,416,4,False,False,401+,223,401+,379,401+,45.9,66.1,43.8,52.5,53.6
Kyungpook National University,/universities/kyungpook-national-university,Asia,South Korea,Daegu,https://www.topuniversities.com/sites/default/files/kyungpook-national-university_592560cf2aeae70239af4bd0_small.jpg,n/a,417,,False,False,401+,401+,401+,324,382,46.7,56.7,45.3,55.7,70.9
Mashhad University of Medical Sciences,/universities/mashhad-university-medical-sciences,Asia,Iran,Mashhad,https://www.topuniversities.com/sites/default/files/mashhad-university-of-medical-sciences_592560cf2aeae70239af4e5c_small.jpg,n/a,418,,False,False,401+,401+,285,401+,369,51.3,53.1,57.6,39.9,72.2
Nanjing Agricultural University,/universities/nanjing-agricultural-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-agricultural-university_881_small.jpg,n/a,419,,False,False,401+,266,401+,401+,350,41.8,63.5,45.3,39.8,73.5
Northeastern University,/universities/northeastern-university,North America,United States,Boston,https://www.topuniversities.com/sites/default/files/northeastern-university_454_small.jpg,n/a,420,,False,False,401+,401+,319,369,365,49.4,54.7,55.4,53.1,72.5
Pohang University of Science And Technology (POSTECH),/universities/pohang-university-science-technology-postech,Asia,South Korea,Pohang ,https://www.topuniversities.com/sites/default/files/pohang-university-of-science-and-technology-postech_592560cf2aeae70239af4c7b_small.jpg,n/a,421,,False,False,401+,107,401+,42,401+,27.1,73.7,31.9,78,50.3
Rush University,/universities/rush-university,North America,United States,Chicago,https://www.topuniversities.com/sites/default/files/rush-university_592560df9988f300e2320a17_small.jpg,n/a,422,,False,False,389,401+,210,401+,126,52.7,45.4,62.5,31.8,84.3
Shandong University,/universities/shandong-university,Asia,China (Mainland),Jinan,https://www.topuniversities.com/sites/default/files/shandong-university_555_small.jpg,n/a,423,,False,False,401+,401+,304,199,292,40.7,52.6,56,62.9,76.5
Tecnológico de Monterrey,/universities/tecnologico-de-monterrey,Latin America,Mexico,Monterrey,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_small.jpg,n/a,424,6,False,False,401+,271,401+,31,401+,49.7,63.3,37.2,81,48.7
The Catholic University of Korea ,/universities/catholic-university-korea,Asia,South Korea,Gyeonggi,https://www.topuniversities.com/sites/default/files/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_small.jpg,n/a,425,,False,False,401+,393,390,401+,318,38.9,57.6,50.2,40.3,75.1
The Hong Kong University of Science and Technology,/universities/hong-kong-university-science-technology,Asia,Hong Kong SAR,Hong Kong,https://www.topuniversities.com/sites/default/files/the-hong-kong-university-of-science-and-technology_269_small.jpg,n/a,426,,False,False,401+,178,401+,73,401+,32.7,69,37.9,73.7,56.1
Thomas Jefferson University,/universities/thomas-jefferson-university,North America,United States,Philadelphia,https://www.topuniversities.com/sites/default/files/thomas-jefferson-university_592560cf2aeae70239af4ce3_small.jpg,n/a,427,,False,False,399,401+,230,401+,126,52.2,50,61.5,22.2,84.3
Tokyo Institute of Technology (Tokyo Tech),/universities/tokyo-institute-technology-tokyo-tech,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg,n/a,428,,False,False,401+,178,401+,104,401+,37.3,69,35.8,69.9,51.5
Tongji University,/universities/tongji-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/tongji-university_617_small.jpg,n/a,429,,False,False,401+,401+,308,370,262,39.7,52.5,55.7,53,78
Universidad Peruana Cayetano Heredia (UPCH),/universities/universidad-peruana-cayetano-heredia-upch,Latin America,Peru,San Martin,https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_small.jpg,n/a,430,,False,False,325,211,401+,331,401+,57.7,66.8,45.3,55.2,47.8
Universidad de Antioquia,/universities/universidad-de-antioquia,Latin America,Colombia,Medellin,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,n/a,431,4,False,False,401+,189,401+,222,401+,48.3,68.5,37.9,61.5,50.8
"University of California, Santa Barbara (UCSB)",/universities/university-california-santa-barbara-ucsb,North America,United States,Santa Barbara,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,n/a,432,,False,False,401+,369,401+,192,373,40.4,58.7,47.2,63.5,71.8
University of Debrecen,/universities/university-debrecen,Europe,Hungary,Debrecen,https://www.topuniversities.com/sites/default/files/university-of-debrecen_592560cf2aeae70239af4fec_small.jpg,n/a,433,,False,False,349,312,401+,319,401+,56,61.5,48.1,55.8,57.7
University of Ibadan,/universities/university-ibadan,Africa,Nigeria,Ibadan,https://www.topuniversities.com/sites/default/files/university-of-ibadan_592560cf2aeae70239af4b95_small.jpg,n/a,434,,False,False,307,401+,243,401+,401+,58.8,54.9,60.7,49.7,55.6
University of Ljubljana,/universities/university-ljubljana,Europe,Slovenia,Ljubljana,https://www.topuniversities.com/sites/default/files/university-of-ljubljana_351_small.jpg,n/a,435,,False,False,334,401+,401+,339,401+,57.1,55.4,44.8,54.9,67
"University of Maryland, Baltimore",/universities/university-maryland-baltimore,North America,United States,Baltimore,https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore_5ca2179210ca6023896347d9_small.jpg,n/a,436,,False,False,340,401+,337,401+,335,56.5,53.6,54,35.1,74.1
University of Massachusetts Boston,/universities/university-massachusetts-boston,North America,United States,Boston,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,n/a,437,,False,False,401+,341,401+,314,401+,51.6,60,49,56,61.5
University of Mississippi,/universities/university-mississippi,North America,United States,Oxford,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,n/a,438,,False,False,216,401+,308,401+,326,63.9,48.5,55.7,43,74.6
University of Oklahoma,/universities/university-oklahoma,North America,United States,Norman,https://www.topuniversities.com/sites/default/files/university-of-oklahoma_467_small.jpg,n/a,439,,False,False,359,401+,287,401+,231,55.5,46.3,57.3,49,79.8
University of Oulu,/universities/university-oulu,Europe,Finland,Oulu,https://www.topuniversities.com/sites/default/files/university-of-oulu_476_small.jpg,n/a,440,,False,False,401+,401+,263,401+,401+,48.7,54,59.3,48.3,68.6
University of Parma,/universities/university-parma,Europe,Italy,Parma,https://www.topuniversities.com/sites/default/files/university-of-parma_592560cf2aeae70239af536e_small.jpg,n/a,441,,False,False,371,401+,319,401+,315,54.3,53.4,55.4,41.8,75.3
University of South Carolina,/universities/university-south-carolina,North America,United States,Columbia,https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_small.jpg,n/a,442,,False,False,271,401+,401+,364,371,61,55.5,49.4,53.4,72
University of St Andrews,/universities/university-st-andrews,Europe,United Kingdom,St. Andrews,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small.jpg,n/a,443,,False,False,401+,302,401+,197,401+,49.8,61.9,44.8,63.1,58.8
University of Sussex,/universities/university-sussex,Europe,United Kingdom,Brighton,https://www.topuniversities.com/sites/default/files/university-of-sussex_592560cf2aeae70239af4ccd_small.jpg,n/a,444,,False,False,389,401+,401+,401+,401+,52.7,55.2,49.4,49.7,68.9
University of Szeged,/universities/university-szeged,Europe,Hungary,Szeged,https://www.topuniversities.com/sites/default/files/university-of-szeged_592560cf2aeae70239af4cd1_small.jpg,n/a,445,,False,False,290,306,401+,290,401+,59.5,61.7,43.8,57.1,62
University of the Philippines,/universities/university-philippines,Asia,Philippines,Quezon City,https://www.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg,n/a,446,,False,False,292,239,370,172,401+,59.4,65.2,51.4,64.9,44.6
Université Côte d'Azur,/universities/universite-cote-dazur,Europe,France,Nice,https://www.topuniversities.com/sites/default/files/universit-cte-dazur_5c056024094c9000617768e0_small.jpg,n/a,447,,False,False,319,401+,269,401+,328,58.1,52.1,59,41.3,74.5
Université Paris-Est Créteil Val de Marne,/universities/universite-paris-est-creteil-val-de-marne,Europe,France,Créteil,https://www.topuniversities.com/sites/default/files/universit-paris-est-crteil-val-de-marne_592560cf2aeae70239af4bde_small.jpg,n/a,448,,False,False,386,401+,359,401+,375,52.9,52.4,52.2,47.3,71.5
Université de Lorraine,/universities/universite-de-lorraine,Europe,France,Nancy,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,n/a,449,,False,False,158,401+,180,401+,226,67.7,45.3,64.4,40.2,80
Université du Québec,/universities/universite-du-quebec,North America,Canada,Québec,https://www.topuniversities.com/sites/default/files/universit-du-qubec_512_small.jpg,n/a,450,,False,False,367,401+,401+,400,401+,54.8,54.1,48.1,50.8,68.7
Xi’an Jiaotong University,/universities/xian-jiaotong-university,Asia,China (Mainland),Xi'an,https://www.topuniversities.com/sites/default/files/xian-jiaotong-university_683_small.jpg,n/a,451,,False,False,401+,401+,351,124,283,42.1,50.8,52.6,68,77
Ajou University ,/universities/ajou-university,Asia,South Korea,Suwon,https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg,n/a,452,,False,False,401+,293,401+,303,401+,30.5,62.4,43.8,56.4,63.2
Beijing Normal University ,/universities/beijing-normal-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-normal-university_869_small.jpg,n/a,453,,False,False,401+,401+,401+,347,401+,39.4,56.6,40.4,54.5,69.7
Ben-Gurion University of The Negev,/universities/ben-gurion-university-negev,Asia,Israel,Be'er Sheva,https://www.topuniversities.com/sites/default/files/ben-gurion-university-of-the-negev_592560cf2aeae70239af4ab7_small.jpg,n/a,454,,False,False,401+,401+,384,401+,401+,52.1,53.8,50.6,44.9,69.5
Catania University,/universities/catania-university,Europe,Italy,Catania,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,n/a,455,,False,False,382,401+,384,401+,352,53.3,47.7,50.6,41.7,73.3
Chung-Ang University (CAU),/universities/chung-ang-university-cau,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/chung-ang-university-cau_1042_small.jpg,n/a,456,,False,False,401+,335,401+,263,401+,35.3,60.3,41,58.8,64.7
Chungnam National University,/universities/chungnam-national-university,Asia,South Korea,Daejeon,https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_small.jpg,n/a,457,,False,False,401+,341,401+,364,401+,41.6,60,42.2,53.4,63.3
Drexel University,/universities/drexel-university,North America,United States,Philadelphia,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,n/a,458,,False,False,401+,401+,390,401+,341,50.2,51.8,50.2,47.4,73.8
Ewha Womans University,/universities/ewha-womans-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/ewha-womans-university_592560cf2aeae70239af4b38_small.jpg,n/a,459,,False,False,401+,371,401+,329,401+,39.1,58.4,42.7,55.4,63.4
Gazi Üniversitesi,/universities/gazi-universitesi,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg,n/a,460,,False,False,322,303,401+,331,401+,57.8,61.8,37.2,55.2,54.6
Kasetsart University,/universities/kasetsart-university,Asia,Thailand,Bangkok,https://www.topuniversities.com/sites/default/files/kasetsart-university_312_small.jpg,n/a,461,4,False,False,401+,152,401+,303,401+,46.9,70.4,30.1,56.4,46.2
King Saud bin Abdulaziz University For Health Sciences,/universities/king-saud-bin-abdulaziz-university-health-sciences,Asia,Saudi Arabia,,https://www.topuniversities.com/sites/default/files/king-saud-bin-abdulaziz-university-for-health-sciences_592560e39988f300e2321439_small.jpg,n/a,462,,False,False,401+,401+,384,401+,401+,51.6,56.5,50.6,38.6,58.7
Lebanese University,/universities/lebanese-university,Asia,Lebanon,Beirut,https://www.topuniversities.com/sites/default/files/lebanese-university_592560cf2aeae70239af4eec_small.jpg,n/a,463,,False,False,401+,133,401+,172,401+,47.8,72.4,29.2,64.9,40.2
Louisiana State University,/universities/louisiana-state-university,North America,United States,Baton Rouge,https://www.topuniversities.com/sites/default/files/211217042229pm466378LSU-Logo-48x48.jpg,n/a,464,,False,False,401+,401+,401+,401+,401+,50.2,56,44.3,48.5,69.7
Loyola University Chicago,/universities/loyola-university-chicago,North America,United States,Chicago,https://www.topuniversities.com/sites/default/files/loyola-university-chicago_370_small.jpg,n/a,465,,False,False,352,401+,370,303,378,55.8,47.9,51.4,56.4,71.3
Makerere University,/universities/makerere-university,Africa,Uganda,Kampala,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,n/a,466,,False,False,401+,379,401+,401+,401+,52,58.2,44.8,42.8,58.9
Nanjing Medical University,/universities/nanjing-medical-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-medical-university_592560e99988f300e23225d1_small.jpg,n/a,467,,False,False,401+,401+,210,401+,252,39.7,47.9,62.5,26.2,78.5
Northwest Agriculture and Forestry University,/universities/northwest-agriculture-forestry-university,Asia,China (Mainland),Yangling,https://www.topuniversities.com/sites/default/files/northwest-agriculture-and-forestry-university_592560cf2aeae70239af4df6_small.jpg,n/a,468,,False,False,401+,401+,401+,401+,375,44,57.1,43.3,40.5,71.5
Okayama University,/universities/okayama-university,Asia,Japan,Okayama City,https://www.topuniversities.com/sites/default/files/okayama-university_592560cf2aeae70239af4c55_small.jpg,n/a,469,,False,False,401+,383,401+,401+,398,43.5,58,49,40,69.8
Pontificia Universidad Javeriana,/universities/pontificia-universidad-javeriana,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/pontificia-universidad-javeriana_592560cf2aeae70239af514a_small.jpg,n/a,470,,False,False,401+,174,401+,131,401+,46.7,69.2,42.7,67.4,39.2
Postgraduate Institute of Medical Education & Research Chandigarh,/universities/postgraduate-institute-medical-education-research-chandigarh,Asia,India,,https://www.topuniversities.com/sites/default/files/postgraduate-institute-of-medical-education-research-chandigarh_592560e19988f300e2320f4a_small.jpg,n/a,471,,False,False,363,401+,398,401+,401+,55,55.7,49.8,32.2,63.8
RMIT University,/universities/rmit-university,Oceania,Australia,Melbourne,https://www.topuniversities.com/sites/default/files/rmit-university_592560cf2aeae70239af4c95_small.jpg,n/a,472,6,False,False,401+,401+,401+,276,401+,51.5,52.3,42.7,58.3,64.6
Rice University,/universities/rice-university,North America,United States,Houston,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg,n/a,473,,False,False,401+,401+,401+,319,401+,39.6,57.3,42.7,55.8,62.5
"Royal Veterinary College , University of London ",/universities/royal-veterinary-college-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/royal-veterinary-college-university-of-london_1664_small.jpg,n/a,474,,False,False,401+,239,401+,401+,401+,49,65.2,39.8,40.7,51.9
Shiraz University of Medical Sciences,/universities/shiraz-university-medical-sciences,Asia,Iran,Shiraz,https://www.topuniversities.com/sites/default/files/shiraz-university-of-medical-sciences_592560cf2aeae70239af4e61_small.jpg,n/a,475,,False,False,401+,401+,351,401+,401+,49.3,53.9,52.6,43.8,65.4
South China University of Technology,/universities/south-china-university-technology,Asia,China (Mainland),Guangzhou,https://www.topuniversities.com/sites/default/files/south-china-university-of-technology_887_small.jpg,n/a,476,,False,False,401+,401+,377,401+,229,40.8,48.4,51,42.4,79.9
Technische Universität Berlin (TU Berlin),/universities/technische-universitat-berlin-tu-berlin,Europe,Germany,Berlin,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,n/a,477,,False,False,377,381,401+,178,401+,53.8,58.1,37.2,64.4,55.8
Universidad Nacional de La Plata (UNLP),/universities/universidad-nacional-de-la-plata-unlp,Latin America,Argentina,La Plata,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-plata-unlp_1690_small.jpg,n/a,478,,False,False,401+,266,401+,144,401+,41.6,63.5,36.5,67.1,49
Universidad de Alcalá,/universities/universidad-de-alcala,Europe,Spain,Alcalá de Henares,https://www.topuniversities.com/sites/default/files/universidad-de-alcal_1511_small.jpg,n/a,479,5,False,False,401+,401+,269,401+,289,44.1,46.7,59,39.1,76.8
Universidad de Zaragoza,/universities/universidad-de-zaragoza,Europe,Spain,Zaragoza,https://www.topuniversities.com/sites/default/files/universidad-de-zaragoza_691_small.jpg,n/a,480,,False,False,299,401+,401+,401+,401+,59.1,55,41.6,49.2,63.5
Universidad de la República (Udelar),/universities/universidad-de-la-republica-udelar,Latin America,Uruguay,Montevideo,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,n/a,481,,False,False,401+,308,401+,209,401+,43.4,61.6,45.8,62.2,53.6
Universidade Federal de Santa Catarina ,/universities/universidade-federal-de-santa-catarina,Latin America,Brazil,Florianópolis,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,n/a,482,,False,False,401+,401+,384,400,401+,40.1,55,50.6,50.8,64.7
Universidade de Brasília,/universities/universidade-de-brasilia,Latin America,Brazil,Brasília,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,n/a,483,,False,False,401+,334,401+,289,401+,41.2,60.4,44.3,57.2,59.1
"University of California, Santa Cruz",/universities/university-california-santa-cruz,North America,United States,Santa Cruz,https://www.topuniversities.com/sites/default/files/university-of-california-santa-cruz_92_small.jpg,n/a,484,,False,False,401+,401+,401+,401+,401+,38.5,52.6,49,49.7,69.2
University of Jordan,/universities/university-jordan,Asia,Jordan,Amman,https://www.topuniversities.com/sites/default/files/university-of-jordan_592560cf2aeae70239af533b_small.jpg,n/a,485,5,False,False,401+,213,401+,145,401+,50.6,66.5,37.2,67,46.4
University of Louisville College of Business,/universities/university-louisville-college-business,North America,United States,Louisville,https://www.topuniversities.com/sites/default/files/louisville-48x48.jpg,n/a,486,,False,False,275,401+,295,401+,259,60.8,41.1,56.6,43.2,78.1
University of Messina (UniME),/universities/university-messina-unime,Europe,Italy,Messina,https://www.topuniversities.com/sites/default/files/university-of-messina-unime_5a0b25faca24f343003ab8f5_small.jpg,n/a,487,,False,False,204,401+,390,401+,352,64.7,50.1,50.2,40.6,73.3
University of Modena and Reggio Emilia,/universities/university-modena-reggio-emilia,Europe,Italy,Modena,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,n/a,488,,False,False,392,401+,342,401+,339,52.6,48.2,53.6,44.3,73.9
University of Murcia,/universities/university-murcia,Europe,Spain,Murcia,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,n/a,489,,False,False,386,395,401+,401+,401+,52.9,57.5,41.6,46.2,60.7
University of Plymouth,/universities/university-plymouth,Europe,United Kingdom,Plymouth,https://www.topuniversities.com/sites/default/files/university-of-plymouth_592560cf2aeae70239af4c79_small.jpg,n/a,490,,False,False,399,401+,377,342,401+,52.2,53.1,51,54.8,65.1
University of Salamanca,/universities/university-salamanca,Europe,Spain,Salamanca,https://www.topuniversities.com/sites/default/files/university-of-salamanca_544_small.jpg,n/a,491,,False,False,401+,395,401+,401+,401+,44.7,57.5,49,49.1,65.2
University of Strathclyde,/universities/university-strathclyde,Europe,United Kingdom,Glasgow,https://www.topuniversities.com/sites/default/files/university-of-strathclyde_579_small.jpg,n/a,492,,False,False,329,386,401+,308,401+,57.4,57.9,43.3,56.3,55.5
University of Surrey,/universities/university-surrey,Europe,United Kingdom,Guildford,https://www.topuniversities.com/sites/default/files/230822021755pm944389Surrey-Logo-200x200px-48x48.jpg,n/a,493,,False,False,401+,401+,401+,359,401+,50.5,53.6,47.2,53.7,64
University of Tehran,/universities/university-tehran,Asia,Iran,Tehran,https://www.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg,n/a,494,,False,False,339,318,401+,401+,401+,56.6,61.1,36.5,39.1,65.9
University of Texas Dallas,/universities/university-texas-dallas,North America,United States,Richardson,https://www.topuniversities.com/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg,n/a,495,,False,False,401+,401+,363,354,379,43.6,52.6,51.8,54,71.2
University of Tromsø The Arctic University of Norway,/universities/university-tromso-arctic-university-norway,Europe,Norway,Tromsø,https://www.topuniversities.com/sites/default/files/university-of-troms-the-arctic-university-of-norway_625_small.jpg,n/a,496,,False,False,319,401+,337,401+,398,58.1,50.3,54,40.2,69.8
University of the Basque Country,/universities/university-basque-country,Europe,Spain,Leioa,https://www.topuniversities.com/sites/default/files/universidad-del-pais-vasco_592560cf2aeae70239af506c_small.jpg,n/a,497,,False,False,305,401+,401+,401+,385,58.9,49.6,48.1,48.1,70.7
Università degli Studi di Perugia,/universities/universita-degli-studi-di-perugia,Europe,Italy,Perugia,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_small.jpg,n/a,498,,False,False,299,401+,363,401+,364,59.1,49.6,51.8,38.8,72.6
Universität Regensburg,/universities/universitat-regensburg,Europe,Germany,Regensburg,https://www.topuniversities.com/sites/default/files/universitt-regensburg_592560cf2aeae70239af4c89_small.jpg,n/a,499,,False,False,356,401+,319,401+,324,55.7,50,55.4,37.4,74.8
Saarland University,/universities/saarland-university,Europe,Germany,Saarbrücken,https://www.topuniversities.com/sites/default/files/universitt-des-saarlandes_541_small.jpg,n/a,500,,False,False,248,401+,328,401+,337,62.5,47,54.7,32.6,74
