University Name,Path,Absolute Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Citations per Faculty Rank,International Students Ratio Rank,Faculty Student Ratio Rank,International Faculty Ratio Rank,Academic Reputation Rank,Sustainability Rank,International Research Network Rank,Employment Outcomes Rank,Employer Reputation Rank,Citations per Faculty Score,International Students Ratio Score,Faculty Student Ratio Score,International Faculty Ratio Score,Academic Reputation Score,Sustainability Score,International Research Network Score,Employment Outcomes Score,Employer Reputation Score
Anna University,/universities/anna-university,https://www.topuniversities.com/universities/anna-university,Asia,India,Chennai,https://staging.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg,30.6,383,,FALSE,FALSE,2,701+,701+,n/a,601+,491,181,701+,601+,100,1.3,5.5,n/a,10,24.7,89.2,5.9,12
Western Sydney University,/universities/western-sydney-university,https://www.topuniversities.com/universities/western-sydney-university,Oceania,Australia,Milperra,https://staging.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg,30.5,384,5,FALSE,FALSE,425,323,701+,53,445,101,208,701+,579,31,45.5,4.8,100,19.9,89.2,87.4,8.9,14.2
South China University of Technology,/universities/south-china-university-technology,https://www.topuniversities.com/universities/south-china-university-technology,Asia,China (Mainland),Guangzhou,https://staging.topuniversities.com/sites/default/files/south-china-university-of-technology_887_small.jpg,30.4,385,,FALSE,FALSE,36,701+,673,701+,601+,701+,701+,439,601+,97.8,4.6,20,10.7,12.1,7.3,51.3,27.3,6.6
Universiti Brunei Darussalam (UBD),/universities/universiti-brunei-darussalam-ubd,https://www.topuniversities.com/universities/universiti-brunei-darussalam-ubd,Asia,Brunei,Bandar Seri Begawan,https://staging.topuniversities.com/sites/default/files/universiti-brunei-darussalam-ubd_22212_small.jpg,30.4,386,,FALSE,FALSE,701+,318,73,62,438,615,701+,217,601+,9.9,46.5,92.9,100,20.2,12.7,35.4,56.5,8.8
Belarusian State University,/universities/belarusian-state-university,https://www.topuniversities.com/universities/belarusian-state-university,Europe,Belarus,Minsk,https://staging.topuniversities.com/sites/default/files/belarusian-state-university_14128_small.jpg,30.3,387,,FALSE,TRUE,701+,250,72,701+,308,701+,701+,338,230,1.3,59.3,93,3.8,28.4,1,36.4,38.2,40.7
Universidade Nova de Lisboa,/universities/universidade-nova-de-lisboa,https://www.topuniversities.com/universities/universidade-nova-de-lisboa,Europe,Portugal,Lisbon,https://staging.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg,30.2,388,,FALSE,FALSE,509,260,701+,528,305,384,227,264,425,23.9,57,15.9,25.3,28.7,38.2,86.3,48.7,21.8
University of Cyprus (UCY),/universities/university-cyprus-ucy,https://www.topuniversities.com/universities/university-cyprus-ucy,Europe,Cyprus,Nicosia,https://staging.topuniversities.com/sites/default/files/university-of-cyprus-ucy_14238_small.jpg,30.1,389,,FALSE,FALSE,135,541,701+,162,601+,701+,429,308,601+,75,20,4.5,93.8,10,5.8,73.4,42.1,4.7
Università Vita-Salute San Raffaele,/universities/universita-vita-salute-san-raffaele,https://www.topuniversities.com/universities/universita-vita-salute-san-raffaele,Europe,Italy,Milan,https://staging.topuniversities.com/sites/default/files/universit-vita-salute-san-raffaele_592560cf2aeae70239af5016_small.jpg,30.1,390,,FALSE,FALSE,80,701+,66,701+,601+,701+,701+,701+,601+,88.5,4.3,94.4,4.4,3.3,1.2,39.2,2.1,1.8
Virginia Polytechnic Institute and State University,/universities/virginia-polytechnic-institute-state-university,https://www.topuniversities.com/universities/virginia-polytechnic-institute-state-university,North America,United States,Blacksburg,https://staging.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg,30.1,391,,FALSE,FALSE,459,594,701+,277,336,406,282,471,364,28.4,16.5,18.9,71.8,26.4,34.8,82.6,24,26.2
National Taiwan University of Science and Technology (Taiwan Tech),/universities/national-taiwan-university-science-technology-taiwan-tech,https://www.topuniversities.com/universities/national-taiwan-university-science-technology-taiwan-tech,Asia,Taiwan,Taipei City,https://staging.topuniversities.com/sites/default/files/national-taiwan-university-of-science-and-technology-taiwan-tech_590_small.jpg,30,392,,FALSE,FALSE,439,471,358,603,320,379,701+,563,248,29.4,25.5,43.5,19.7,27.6,38.8,29.8,19.9,37.9
National and Kapodistrian University of Athens,/universities/national-kapodistrian-university-athens,https://www.topuniversities.com/universities/national-kapodistrian-university-athens,Europe,Greece,Athens,https://staging.topuniversities.com/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg,29.9,393,,FALSE,FALSE,426,609,701+,701+,329,451,222,96,283,31,15.9,2.1,9.9,26.7,29.3,86.6,85.8,33.2
"University of California, Santa Cruz",/universities/university-california-santa-cruz,https://www.topuniversities.com/universities/university-california-santa-cruz,North America,United States,Santa Cruz,https://staging.topuniversities.com/sites/default/files/university-of-california-santa-cruz_92_small.jpg,29.9,394,,FALSE,FALSE,170,701+,701+,348,512,132,566,701+,601+,65.3,7,7.4,53.4,17.7,83.6,64.5,6.1,5.9
"University of Rome ""Tor Vergata""",/universities/university-rome-tor-vergata,https://www.topuniversities.com/universities/university-rome-tor-vergata,Europe,Italy,Rome,https://staging.topuniversities.com/sites/default/files/university-of-rome-tor-vergata_592560cf2aeae70239af4c99_small.jpg,29.9,395,,FALSE,FALSE,287,422,701+,701+,285,276,495,701+,547,47.2,30.8,9,9.6,31.3,57.7,69.1,6.3,15.4
Northeastern University,/universities/northeastern-university,https://www.topuniversities.com/universities/northeastern-university,North America,United States,Boston,https://staging.topuniversities.com/sites/default/files/northeastern-university_454_small.jpg,29.7,396,,FALSE,FALSE,501,85,701+,360,470,205,516,291,601+,24.6,96.4,15.4,51.6,19.2,72.3,67.3,44,11.8
Ruhr-Universität Bochum,/universities/ruhr-universitat-bochum,https://www.topuniversities.com/universities/ruhr-universitat-bochum,Europe,Germany,Bochum,https://staging.topuniversities.com/sites/default/files/ruhr-universitt-bochum_537_small.jpg,29.7,397,,FALSE,FALSE,240,358,701+,371,437,295,209,632,601+,53.4,39.3,2.5,48.8,20.3,53.5,87.3,16.2,8.8
Sejong University,/universities/sejong-university,https://www.topuniversities.com/universities/sejong-university,Asia,South Korea,Seoul,https://staging.topuniversities.com/sites/default/files/sejong-university_1094_small.jpg,29.7,398,,FALSE,FALSE,127,418,701+,551,601+,336,570,701+,528,76.9,31.2,11.9,23.8,10.8,45.9,64.1,1.8,16.1
University of Southern Queensland,/universities/university-southern-queensland,https://www.topuniversities.com/universities/university-southern-queensland,Oceania,Australia,Toowoomba,https://staging.topuniversities.com/sites/default/files/220804085539am330175unisq-logo-qs-48x48.jpg,29.7,399,5,FALSE,FALSE,143,503,701+,223,601+,353,310,701+,601+,73.1,23,4.8,84.1,8.8,43,81,8.6,5.7
Université de Liège,/universities/universite-de-liege,https://www.topuniversities.com/universities/universite-de-liege,Europe,Belgium,Liège,https://staging.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,29.7,400,,FALSE,FALSE,365,277,701+,364,531,148,86,478,601+,38,53,9.6,50.3,17,81.2,94.6,23.6,11.8
Kazan (Volga region) Federal University,/universities/kazan-volga-region-federal-university,https://www.topuniversities.com/universities/kazan-volga-region-federal-university,Europe,Russia,Kazan,https://staging.topuniversities.com/sites/default/files/kazan-volga-region-federal-university_313_small.jpg,29.6,401,,FALSE,TRUE,701+,93,58,701+,373,513,191,647,601+,2.4,95.7,95.6,10.2,23.6,22.2,88.3,15.4,11.4
Koç University,/universities/koc-university,https://www.topuniversities.com/universities/koc-university,Asia,Türkiye,Istanbul,https://staging.topuniversities.com/sites/default/files/ko-university_592560cf2aeae70239af4d7e_small.jpg,29.6,402,,FALSE,FALSE,407,659,697,540,359,406,701+,701+,155,32.4,13,19.1,24.7,24.3,34.8,51.6,6.8,54.6
Amirkabir University of Technology,/universities/amirkabir-university-technology,https://www.topuniversities.com/universities/amirkabir-university-technology,Asia,Iran,Tehran,https://staging.topuniversities.com/sites/default/files/amirkabir-university-of-technology_592560cf2aeae70239af4e54_small.jpg,29.5,403,,FALSE,FALSE,7,701+,701+,543,601+,701+,483,701+,445,100,2.8,4.6,24.6,5.2,1.6,70.2,5.8,20.5
University of Canberra,/universities/university-canberra,https://www.topuniversities.com/universities/university-canberra,Oceania,Australia,Bruce,https://staging.topuniversities.com/sites/default/files/220623031009am674262UC-logo-48x48.jpg,29.5,404,,FALSE,FALSE,255,213,701+,243,601+,217,583,701+,601+,51.2,69.4,2.4,79.6,14.3,70.9,63.1,5.6,7.7
Institut National des Sciences Appliquées de Lyon (INSA),/universities/institut-national-des-sciences-appliquees-de-lyon-insa,https://www.topuniversities.com/universities/institut-national-des-sciences-appliquees-de-lyon-insa,Europe,France,Lyon,https://staging.topuniversities.com/sites/default/files/institut-national-des-sciences-appliques-de-lyon-insa_2461_small.jpg,29.3,405,,FALSE,FALSE,201,254,469,500,601+,701+,638,680,334,60.6,58.3,33.7,29.2,7.4,2.4,59.5,14.4,28.7
Satbayev University,/universities/satbayev-university,https://www.topuniversities.com/universities/satbayev-university,Asia,Kazakhstan,Almaty,https://staging.topuniversities.com/sites/default/files/kazakh-national-research-technical-university-after-k.i.satpayev_592560cf2aeae70239af52e7_small.jpg,29.3,406,4,FALSE,FALSE,701+,588,94,296,318,701+,701+,477,211,1.2,16.9,88.1,66.7,27.8,3.8,15,23.6,43.4
USI - Università della Svizzera italiana,/universities/usi-universita-della-svizzera-italiana,https://www.topuniversities.com/universities/usi-universita-della-svizzera-italiana,Europe,Switzerland,Lugano,https://staging.topuniversities.com/sites/default/files/usi-universit-della-svizzera-italiana_592560cf2aeae70239af50ca_small.jpg,29.3,407,,FALSE,FALSE,343,13,176,34,601+,701+,701+,701+,601+,40.7,100,73.5,100,6.1,1.1,39.3,2.1,4.6
"Birkbeck, University of London",/universities/birkbeck-university-london,https://www.topuniversities.com/universities/birkbeck-university-london,Europe,United Kingdom,London,https://staging.topuniversities.com/sites/default/files/birkbeck-university-of-london_1636_small.jpg,29.1,408,,FALSE,FALSE,218,46,701+,123,601+,701+,686,701+,601+,57.1,99.5,15.6,97.7,10,7.7,55.5,8.8,3.6
Masaryk University,/universities/masaryk-university,https://www.topuniversities.com/universities/masaryk-university,Europe,Czechia,Brno,https://staging.topuniversities.com/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg,29.1,409,,FALSE,FALSE,656,223,701+,513,376,161,318,352,298,13.8,66.7,9.5,27.6,23.5,79.1,80.2,36,31.7
HSE University,/universities/hse-university,https://www.topuniversities.com/universities/hse-university,Europe,Russia,Moscow,https://staging.topuniversities.com/sites/default/files/220303011024pm152717HSE-logo-48x48.jpg,29,410,,FALSE,TRUE,701+,652,105,701+,366,343,271,701+,246,1.8,13.5,84.8,6.6,24,44.6,83.6,13,38.4
The American University in Cairo,/universities/american-university-cairo,https://www.topuniversities.com/universities/american-university-cairo,Africa,Egypt,Cairo,https://staging.topuniversities.com/sites/default/files/the-american-university-in-cairo_36_small.jpg,29,411,,FALSE,FALSE,701+,701+,444,130,274,597,701+,138,301,5.2,3.8,35.5,97,32.1,14.6,29.4,75.6,31.1
Auckland University of Technology (AUT),/universities/auckland-university-technology-aut,https://www.topuniversities.com/universities/auckland-university-technology-aut,Oceania,New Zealand,Auckland,https://staging.topuniversities.com/sites/default/files/auckland-university-of-technology-aut_592560cf2aeae70239af4ef7_small.jpg,28.9,412,5,FALSE,FALSE,536,42,701+,64,464,202,701+,701+,601+,21.7,99.8,10.6,100,19.3,72.6,52.6,12.4,11.2
Graz University of Technology,/universities/graz-university-technology,https://www.topuniversities.com/universities/graz-university-technology,Europe,Austria,Graz,https://staging.topuniversities.com/sites/default/files/graz-university-of-technology_1239_small.jpg,28.8,413,,FALSE,FALSE,701+,247,40,232,590,701+,634,701+,545,11.1,59.7,98.9,81.8,14.7,2.8,59.9,11.9,15.7
Yeshiva University,/universities/yeshiva-university,https://www.topuniversities.com/universities/yeshiva-university,North America,United States,New York City,https://staging.topuniversities.com/sites/default/files/the-katz-school-at-yeshiva-university_685_small.jpg,28.8,414,,FALSE,FALSE,71,651,202,488,601+,583,701+,701+,601+,91.6,13.5,65.3,31.4,3.1,15.8,6.6,3,2.8
Concordia University,/universities/concordia-university,https://www.topuniversities.com/universities/concordia-university,North America,Canada,Montreal,https://staging.topuniversities.com/sites/default/files/concordia-university_592560cf2aeae70239af4b0e_small.jpg,28.7,415,,FALSE,FALSE,590,104,701+,208,559,96,423,294,601+,17.5,92.3,3.3,87.4,15.8,89.8,73.8,43.6,11.4
Oxford Brookes University,/universities/oxford-brookes-university,https://www.topuniversities.com/universities/oxford-brookes-university,Europe,United Kingdom,Oxford,https://staging.topuniversities.com/sites/default/files/oxford-brookes-university_592560cf2aeae70239af4c61_small.jpg,28.6,416,,FALSE,FALSE,701+,220,701+,291,289,606,508,554,250,7,67.4,13.7,67.5,30.7,13.2,68.4,20.5,37.6
Technion - Israel Institute of Technology,/universities/technion-israel-institute-technology,https://www.topuniversities.com/universities/technion-israel-institute-technology,Asia,Israel,Haifa,https://staging.topuniversities.com/sites/default/files/technion-israel-institute-of-technology_600_small.jpg,28.6,417,,FALSE,FALSE,555,701+,293,266,369,592,641,359,385,20.1,4.3,52,74.2,23.9,15,59.1,35.3,24.8
 University of Dundee,/universities/university-dundee,https://www.topuniversities.com/universities/university-dundee,Europe,United Kingdom,Dundee,https://staging.topuniversities.com/sites/default/files/-university-of-dundee_592560cf2aeae70239af4b2c_small.jpg,28.5,418,5,FALSE,FALSE,654,126,512,185,494,285,405,701+,590,14,89.4,30.8,91.1,18.4,55.4,75.2,7.4,13.7
Bogaziçi Üniversitesi,/universities/bogazici-universitesi,https://www.topuniversities.com/universities/bogazici-universitesi,Asia,Türkiye,Istanbul,https://staging.topuniversities.com/sites/default/files/bogazii-niversitesi_1575_small.jpg,28.5,419,,FALSE,FALSE,701+,701+,701+,701+,353,334,701+,102,118,10.7,2.6,4.1,10.7,24.9,46.2,46.8,84.9,65.3
Czech Technical University in Prague,/universities/czech-technical-university-prague,https://www.topuniversities.com/universities/czech-technical-university-prague,Europe,Czechia,Prague,https://staging.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,28.4,420,,FALSE,FALSE,701+,293,129,598,404,701+,639,642,217,3.6,50.2,80.6,19.9,22,5.8,59.4,15.6,42.4
Dublin City University,/universities/dublin-city-university,https://www.topuniversities.com/universities/dublin-city-university,Europe,Ireland,Dublin,https://staging.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,28.3,421,,FALSE,FALSE,701+,508,577,265,441,143,401,358,366,10.7,22.6,25.8,75,20.1,82.5,75.4,35.3,26
University of Limerick,/universities/university-limerick,https://www.topuniversities.com/universities/university-limerick,Europe,Ireland,Limerick,https://staging.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg,28.3,422,,FALSE,FALSE,520,421,701+,209,497,176,447,701+,371,23,30.8,15.7,87.1,18.3,76.4,72.5,8,25.5
Aston University (Updated For QSC-1440),/universities/aston-university-updated-qsc-1440,https://www.topuniversities.com/universities/aston-university-updated-qsc-1440,Europe,United Kingdom,Birmingham,https://staging.topuniversities.com/sites/default/files/230327021046pm745483Aston-Uni-Logo-Purple-RGB-min-48x48.jpg,28.1,423,,FALSE,FALSE,388,274,701+,160,601+,330,336,569,478,34.4,53.8,9,94.2,12.5,46.9,79.2,19.6,18.5
Université Laval,/universities/universite-laval,https://www.topuniversities.com/universities/universite-laval,North America,Canada,Québec,https://staging.topuniversities.com/sites/default/files/laval-university_337_small.jpg,28.1,424,,FALSE,FALSE,512,344,572,336,468,166,317,349,601+,23.8,41.6,26,55.8,19.2,78.4,80.2,36.4,8.1
National Taipei University of Technology,/universities/national-taipei-university-technology,https://www.topuniversities.com/universities/national-taipei-university-technology,Asia,Taiwan,Taipei City,https://staging.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg,28,425,,FALSE,FALSE,334,531,602,602,601+,435,701+,509,154,41.6,20.6,24.3,19.8,13.9,31.3,21.3,22.5,54.7
IPB University (aka Bogor Agricultural University),/universities/ipb-university-aka-bogor-agricultural-university,https://www.topuniversities.com/universities/ipb-university-aka-bogor-agricultural-university,Asia,Indonesia,Bogor,https://staging.topuniversities.com/sites/default/files/bogor-agricultural-university_704_small.jpg,27.9,426,,FALSE,FALSE,701+,701+,186,351,375,403,701+,373,196,1.8,3.6,71.4,53.2,23.5,35.1,19.1,33.9,46.9
Leibniz University Hannover,/universities/leibniz-university-hannover,https://www.topuniversities.com/universities/leibniz-university-hannover,Europe,Germany,Hanover,https://staging.topuniversities.com/sites/default/files/leibniz-universitt-hannover_249_small.jpg,27.9,427,,FALSE,FALSE,591,455,701+,388,415,146,347,676,293,17.4,26.9,17.9,46.3,21.2,82.1,78.5,14.5,32
Julius-Maximilians-Universität Würzburg,/universities/julius-maximilians-universitat-wurzburg,https://www.topuniversities.com/universities/julius-maximilians-universitat-wurzburg,Europe,Germany,Würzburg,https://staging.topuniversities.com/sites/default/files/julius-maximilians-universitt-wrzburg_592560cf2aeae70239af4d2d_small.jpg,27.8,428,,FALSE,FALSE,136,701+,701+,396,560,692,348,701+,601+,74.4,9.5,5.5,45,15.8,8.8,78.5,8.7,7
Southeast University,/universities/southeast-university,https://www.topuniversities.com/universities/southeast-university,Asia,China (Mainland),Nanjing,https://staging.topuniversities.com/sites/default/files/southeast-university_568_small.jpg,27.8,429,,FALSE,FALSE,102,701+,658,675,601+,629,494,701+,601+,82,3.4,20.8,14.4,13.5,11.6,69.2,5,6.6
University of Science and Technology Beijing,/universities/university-science-technology-beijing,https://www.topuniversities.com/universities/university-science-technology-beijing,Asia,China (Mainland),Beijing,https://staging.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_small.jpg,27.7,430,,FALSE,FALSE,21,701+,701+,701+,601+,701+,668,701+,601+,99.4,2.8,10.2,3.1,11.8,3.6,56.8,4.9,4.2
Central South University,/universities/central-south-university,https://www.topuniversities.com/universities/central-south-university,Asia,China (Mainland),"Changsha,",https://staging.topuniversities.com/sites/default/files/central-south-university_871_small.jpg,27.6,431,,FALSE,FALSE,15,701+,701+,701+,601+,701+,515,689,601+,99.7,4,5.5,6.4,8.6,3.9,67.5,14.1,4.1
Tomsk State University,/universities/tomsk-state-university,https://www.topuniversities.com/universities/tomsk-state-university,Europe,Russia,Tomsk,https://staging.topuniversities.com/sites/default/files/tomsk-state-university_616_small.jpg,27.6,432,,FALSE,TRUE,701+,113,36,574,403,701+,571,701+,601+,4.2,91.6,99,21.6,22,1.4,64.1,4.4,13.5
University of Granada,/universities/university-granada,https://www.topuniversities.com/universities/university-granada,Europe,Spain,Granada,https://staging.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg,27.6,433,,FALSE,FALSE,482,628,701+,701+,191,478,52,701+,581,26.2,14.8,5.7,3.1,44.4,26.3,96.3,4.9,14.1
University of Sharjah,/universities/university-sharjah,https://www.topuniversities.com/universities/university-sharjah,Asia,United Arab Emirates,Sharjah,https://staging.topuniversities.com/sites/default/files/230214053157pm550724UOS-logo-48x48.jpg,27.5,434,,FALSE,FALSE,532,31,701+,8,501,623,250,701+,496,22,100,6,100,18.1,11.8,84.8,11.2,17.3
IE University,/universities/ie-university,https://www.topuniversities.com/universities/ie-university,Europe,Spain,Segovia,https://staging.topuniversities.com/sites/default/files/230302024505pm732571IE-univ-logo-200x200-48x48.jpg,27.4,435,,FALSE,FALSE,701+,4,328,145,601+,701+,701+,176,182,2.2,100,46.5,95.2,8.1,4.6,3.5,65.6,49.3
Iran University of Science and Technology,/universities/iran-university-science-technology,https://www.topuniversities.com/universities/iran-university-science-technology,Asia,Iran,Tehran,https://staging.topuniversities.com/sites/default/files/iran-university-of-science-and-technology_592560cf2aeae70239af4e57_small.jpg,27.2,436,,FALSE,FALSE,31,701+,701+,701+,601+,701+,701+,701+,584,98.7,1.5,2.7,12,7.8,1.6,53.4,5.3,14
Murdoch University,/universities/murdoch-university,https://www.topuniversities.com/universities/murdoch-university,Oceania,Australia,Murdoch,https://staging.topuniversities.com/sites/default/files/220207051606am851054Murdoch-logo-RedBox-200x200-48x48.jpg,27.2,437,5,FALSE,FALSE,216,194,701+,216,601+,636,410,668,601+,57.3,73.9,5.2,85.6,8,11.3,74.9,14.8,4.5
Universitat Politecnica de Valencia,/universities/universitat-politecnica-de-valencia,https://www.topuniversities.com/universities/universitat-politecnica-de-valencia,Europe,Spain,València,https://staging.topuniversities.com/sites/default/files/universitat-politcnica-de-valncia_648_small.jpg,27.2,438,5,FALSE,FALSE,559,479,440,701+,335,178,248,701+,521,19.7,25,36.1,5.5,26.5,76.1,84.9,11.7,16.3
Vilnius University ,/universities/vilnius-university,https://www.topuniversities.com/universities/vilnius-university,Europe,Lithuania,Vilnius,https://staging.topuniversities.com/sites/default/files/vilnius-university-_592560cf2aeae70239af4d7f_small.jpg,27.1,439,,FALSE,FALSE,701+,649,168,701+,472,471,398,105,405,3.3,13.6,74.7,12.4,19.1,27.1,75.5,83.7,23.5
Singapore University of Technology and Design,/universities/singapore-university-technology-design,https://www.topuniversities.com/universities/singapore-university-technology-design,Asia,Singapore,Singapore,https://staging.topuniversities.com/sites/default/files/singapore-university-of-technology-and-design_592560e89988f300e2322191_small.jpg,27,440,,FALSE,FALSE,168,n/a,37,n/a,601+,701+,701+,701+,601+,66,n/a,99,n/a,7.4,1.1,31.2,4.6,5.3
Università degli Studi di Pavia,/universities/universita-degli-studi-di-pavia,https://www.topuniversities.com/universities/universita-degli-studi-di-pavia,Europe,Italy,Pavia,https://staging.topuniversities.com/sites/default/files/230511020618pm859808Unipv-Logo-2-48x48.jpg,27,441,,FALSE,FALSE,173,666,701+,701+,406,585,281,701+,601+,64.6,12.6,8.3,6.2,21.7,15.4,82.7,13.5,7.4
Colorado State University,/universities/colorado-state-university,https://www.topuniversities.com/universities/colorado-state-university,North America,United States,Fort Collins,https://staging.topuniversities.com/sites/default/files/colorado-state-university_136_small.jpg,26.8,442,,FALSE,FALSE,599,701+,236,621,498,217,351,517,447,17.1,3.7,60.9,18.5,18.3,70.9,78.4,22.2,20.4
Novosibirsk State University,/universities/novosibirsk-state-university,https://www.topuniversities.com/universities/novosibirsk-state-university,Europe,Russia,Novosibirsk ,https://staging.topuniversities.com/sites/default/files/novosibirsk-state-university_462_small.jpg,26.8,443,,FALSE,TRUE,701+,259,81,701+,354,701+,671,701+,480,9.5,57,91,6.3,24.7,5.3,56.5,5.8,18.4
Università Cattolica del Sacro Cuore,/universities/universita-cattolica-del-sacro-cuore,https://www.topuniversities.com/universities/universita-cattolica-del-sacro-cuore,Europe,Italy,Milan,https://staging.topuniversities.com/sites/default/files/Logo-Verticale-RGB-150x150-1-48x48.jpg,26.8,444,,FALSE,FALSE,567,701+,552,661,360,289,628,393,267,19.2,7.1,27.6,15.5,24.2,54.8,60.5,32.3,35.5
James Cook University,/universities/james-cook-university,https://www.topuniversities.com/universities/james-cook-university,Oceania,Australia,Townsville,https://staging.topuniversities.com/sites/default/files/220112080628am351672jcu-48x48.jpg,26.7,445,5,FALSE,FALSE,292,607,701+,434,601+,103,389,701+,601+,46.9,16,17.5,36.7,14.4,88.9,76,6.7,6.5
Justus-Liebig-University Giessen,/universities/justus-liebig-university-giessen,https://www.topuniversities.com/universities/justus-liebig-university-giessen,Europe,Germany,Giessen,https://staging.topuniversities.com/sites/default/files/justus-liebig-university-giessen_592560cf2aeae70239af4b68_small.jpg,26.7,446,,FALSE,FALSE,113,569,701+,679,601+,644,264,701+,601+,79.3,18.8,1.9,14.2,12.7,11,83.9,10.5,5.9
Universitat de Valencia,/universities/universitat-de-valencia,https://www.topuniversities.com/universities/universitat-de-valencia,Europe,Spain,València,https://staging.topuniversities.com/sites/default/files/universitat-de-valencia_647_small.jpg,26.7,447,,FALSE,FALSE,557,484,701+,701+,246,159,180,701+,601+,19.9,24.3,12,2.1,35.6,79.3,89.3,8.4,11
Dalian University of Technology,/universities/dalian-university-technology,https://www.topuniversities.com/universities/dalian-university-technology,Asia,China (Mainland),Dalian,https://staging.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,26.6,448,,FALSE,FALSE,82,701+,701+,701+,601+,701+,680,678,601+,88.1,2.9,18.1,11.5,9.6,8,55.9,14.4,3.8
Hunan University ,/universities/hunan-university,https://www.topuniversities.com/universities/hunan-university,Asia,China (Mainland),Changsha,https://staging.topuniversities.com/sites/default/files/hunan-university-_592560cf2aeae70239af4df1_small.jpg,26.6,449,,FALSE,FALSE,74,701+,701+,701+,601+,701+,701+,495,601+,90.6,1.8,15.2,4.6,7.9,2.7,46.5,23.1,10.3
Université de Montpellier,/universities/universite-de-montpellier,https://www.topuniversities.com/universities/universite-de-montpellier,Europe,France,Montpellier,https://staging.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg,26.6,450,,FALSE,FALSE,217,431,701+,562,486,561,6,701+,601+,57.2,29.9,8.5,22.8,18.6,17.3,99.5,13.1,3.4
University of Electronic Science and Technology of China,/universities/university-electronic-science-technology-china,https://www.topuniversities.com/universities/university-electronic-science-technology-china,Asia,China (Mainland),Chengdu,https://staging.topuniversities.com/sites/default/files/university-of-electronic-science-and-technology-of-china_2009_small.jpg,26.5,451,,FALSE,FALSE,25,701+,701+,701+,601+,701+,433,701+,601+,99.1,2.5,8.2,3.2,5.3,2.3,73.3,7.2,5
Beihang University (former BUAA),/universities/beihang-university-former-buaa,https://www.topuniversities.com/universities/beihang-university-former-buaa,Asia,China (Mainland),Beijing,https://staging.topuniversities.com/sites/default/files/beihang-university-former-buaa_870_small.jpg,26.4,452,,FALSE,FALSE,147,701+,375,701+,601+,701+,701+,701+,601+,72.1,4.5,41.5,7,12.1,4.3,51.2,12.8,7.8
National Taiwan Normal University,/universities/national-taiwan-normal-university,https://www.topuniversities.com/universities/national-taiwan-normal-university,Asia,Taiwan,Taipei City,https://staging.topuniversities.com/sites/default/files/national-taiwan-normal-university_440_small.jpg,26.4,453,,FALSE,FALSE,701+,478,219,673,254,319,701+,612,444,5.4,25.2,62.9,14.5,34.7,49.8,23.3,17.3,20.5
University of Kansas,/universities/university-kansas,https://www.topuniversities.com/universities/university-kansas,North America,United States,Lawrence,https://staging.topuniversities.com/sites/default/files/university-of-kansas_309_small.jpg,26.4,454,,FALSE,FALSE,701+,701+,99,322,601+,427,255,435,601+,9.2,7.2,86.7,60.3,14.4,32.4,84.6,28.2,12.6
University of Stirling,/universities/university-stirling,https://www.topuniversities.com/universities/university-stirling,Europe,United Kingdom,Stirling,https://staging.topuniversities.com/sites/default/files/university-of-stirling_575_small.jpg,26.4,455,5,FALSE,FALSE,436,168,701+,253,601+,178,606,638,601+,30.3,81.3,9.3,76.9,11.2,76.1,61.6,15.8,9.4
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),/universities/moscow-institute-physics-technology-mipt-moscow-phystech,https://www.topuniversities.com/universities/moscow-institute-physics-technology-mipt-moscow-phystech,Europe,Russia,Dolgoprudny,https://staging.topuniversities.com/sites/default/files/moscow-institute-of-physics-and-technology-mipt-moscow-phystech_15270_small.jpg,26.3,456,,FALSE,TRUE,692,324,64,489,541,701+,701+,605,404,12,45.5,94.6,31.1,16.6,1,41.7,17.6,23.6
Umea University,/universities/umea-university,https://www.topuniversities.com/universities/umea-university,Europe,Sweden,Umeå,https://staging.topuniversities.com/sites/default/files/logo_Umu-48x48.jpg,26.3,457,,FALSE,FALSE,631,518,182,362,447,478,360,701+,601+,15.2,21.8,71.8,51.1,19.9,26.3,78,9,11.6
