University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Citations per Paper Rank,International Research Network Rank,Employer Reputation Rank,H-index Citations Rank,Academic Reputation Rank,Citations per Paper Score,International Research Network Score,Employer Reputation Score,H-index Citations Score,Academic Reputation Score
Pontificia Universidad Católica de Valparaíso,/universities/pontificia-universidad-catolica-de-valparaiso,Latin America,Chile,Valparaíso,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,62.9,332,,False,False,401+,401+,232,401+,261,63.3,39.2,64.2,50.4,66.3
"University of California, Santa Barbara (UCSB)",/universities/university-california-santa-barbara-ucsb,North America,United States,Santa Barbara,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,62.9,333,,False,False,55,277,385,105,401+,87.7,59.9,56.9,78,60.9
University of Trento,/universities/university-trento,Europe,Italy,Trento,https://www.topuniversities.com/sites/default/files/university-of-trento_623_small.jpg,62.9,334,,False,False,318,303,401+,314,274,79.4,58,54.1,66.7,65.7
University of Twente,/universities/university-twente,Europe,Netherlands,Enschede,https://www.topuniversities.com/sites/default/files/university-of-twente_635_small.jpg,62.9,335,,False,False,67,109,385,144,401+,87.2,74.5,56.9,75.2,59.8
BI Norwegian Business School,/universities/bi-norwegian-business-school,Europe,Norway,Oslo,https://www.topuniversities.com/sites/default/files/bi-norwegian-business-school_592560cf2aeae70239af4abb_small.jpg,62.8,336,,False,False,101,401+,401+,133,184,85.8,37.2,46.4,75.8,69.8
Jawaharlal Nehru University,/universities/jawaharlal-nehru-university,Asia,India,New Delhi,https://www.topuniversities.com/sites/default/files/jawaharlal-nehru-university_302_small.jpg,62.8,337,,False,False,401+,371,397,401+,216,70.7,50.1,56.5,52.2,68.3
University of Central Florida,/universities/university-central-florida,North America,United States,Orlando,https://www.topuniversities.com/sites/default/files/university-of-central-florida_209_small.jpg,62.8,338,,False,False,196,285,342,105,401+,83.5,59.5,58.8,78,60.1
University of Naples - Federico II,/universities/university-naples-federico-ii,Europe,Italy,Naples,https://www.topuniversities.com/sites/default/files/university-of-naples-federico-ii_432_small.jpg,62.8,339,,False,False,315,71,321,342,401+,79.6,78.7,59.6,64.9,60.3
Virginia Polytechnic Institute and State University,/universities/virginia-polytechnic-institute-state-university,North America,United States,Blacksburg,https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg,62.8,340,,False,False,260,136,292,229,401+,81.5,72.1,60.7,70.7,59.1
Cranfield University,/universities/cranfield-university,Europe,United Kingdom,Bedford,https://www.topuniversities.com/sites/default/files/220318023223pm780246Cranf-logo-48x48.jpg,62.7,341,,False,False,36,231,297,263,401+,88.7,65.1,60.5,69.2,59
La Trobe University,/universities/la-trobe-university,Oceania,Australia,Melbourne,https://www.topuniversities.com/sites/default/files/220913045650am561995LTU-Int-V-RGB-JPG-48x48.jpg,62.7,342,6,False,False,330,251,401+,216,331,79,63.6,54.5,71.4,63.8
National and Kapodistrian University of Athens,/universities/national-kapodistrian-university-athens,Europe,Greece,Athens,https://www.topuniversities.com/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg,62.7,343,,False,False,380,213,303,401+,370,75.5,66.1,60.2,59.5,62.5
University of Texas Dallas,/universities/university-texas-dallas,North America,United States,Richardson,https://www.topuniversities.com/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg,62.7,344,,False,False,111,373,308,247,401+,85.4,50,60.1,70,61
Aston University,/universities/aston-university,Europe,United Kingdom,Birmingham,https://www.topuniversities.com/sites/default/files/230327021046pm745483Aston-Uni-Logo-Purple-RGB-min-48x48.jpg,62.6,345,,False,False,46,306,401+,198,365,88,57.9,54.6,72.1,62.7
Kobe University,/universities/kobe-university,Asia,Japan,Kobe City,https://www.topuniversities.com/sites/default/files/kobe-university_320_small.jpg,62.6,346,,False,False,401+,401+,401+,401+,180,69.2,35.1,55.4,53.9,69.9
Nagoya University,/universities/nagoya-university,Asia,Japan,Nagoya,https://www.topuniversities.com/sites/default/files/nagoya-university_427_small.jpg,62.6,347,,False,False,401+,333,270,401+,307,69.8,54.9,61.9,50.4,64.5
Instituto Politécnico Nacional (IPN),/universities/instituto-politecnico-nacional-ipn,Latin America,Mexico,Ciudad de México,https://www.topuniversities.com/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_small.jpg,62.5,348,4,False,False,401+,351,57,401+,401+,70.9,53.4,75.2,46.1,57
National Taiwan Normal University,/universities/national-taiwan-normal-university,Asia,Taiwan,Taipei City,https://www.topuniversities.com/sites/default/files/national-taiwan-normal-university_440_small.jpg,62.5,349,,False,False,272,401+,401+,357,252,81.2,32.3,55.3,63.9,66.9
The American University in Cairo,/universities/american-university-cairo,Africa,Egypt,Cairo,https://www.topuniversities.com/sites/default/files/the-american-university-in-cairo_36_small.jpg,62.5,350,,False,False,401+,401+,126,401+,310,54.2,23.4,70.5,52.2,64.4
University of Bern,/universities/university-bern,Europe,Switzerland,Bern,https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg,62.5,351,,False,False,156,50,401+,151,401+,84.4,81.7,55,74.7,60
Washington State University,/universities/washington-state-university,North America,United States,Pullman,https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,62.5,352,,False,False,144,291,314,198,401+,84.6,58.7,59.9,72.1,59.7
Bilkent University,/universities/bilkent-university,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/bilkent-university_58_small.jpg,62.4,353,,False,False,401+,401+,192,398,395,71.2,36,66.3,60.7,61.7
Indian Institute of Technology Madras (IITM),/universities/indian-institute-technology-madras-iitm,Asia,India,Chennai,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-madras-iitm_286_small.jpg,62.4,354,,False,False,401+,401+,95,401+,401+,73.4,38.8,72.2,53.9,58.5
Istanbul University,/universities/istanbul-university,Asia,Türkiye,Istanbul,https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,62.4,355,,False,False,401+,271,249,401+,379,69.7,61.4,63.2,53.9,62.2
Universidad de La Sabana,/universities/universidad-de-la-sabana,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,62.4,356,,False,False,401+,401+,197,401+,223,52.2,24.3,66,46.1,68
Université du Québec,/universities/universite-du-quebec,North America,Canada,Québec,https://www.topuniversities.com/sites/default/files/universit-du-qubec_512_small.jpg,62.4,357,,False,False,351,130,369,229,401+,77.9,72.7,57.6,70.7,60.7
University of Science and Technology of China,/universities/university-science-technology-china,Asia,China (Mainland),Hefei,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg,62.3,358,,False,False,18,381,221,401+,401+,90.5,49,64.7,59.5,58.3
University of Witwatersrand,/universities/university-witwatersrand,Africa,South Africa,Johannesburg,https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_small.jpg,62.3,359,,False,False,401+,183,350,369,374,73.3,68.6,58.5,62.9,62.3
Vrije Universiteit Brussel (VUB),/universities/vrije-universiteit-brussel-vub,Europe,Belgium,Brussels,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,62.3,360,,False,False,190,113,401+,188,355,83.6,74.2,50.7,72.8,63.2
Tokyo Institute of Technology (Tokyo Tech),/universities/tokyo-institute-technology-tokyo-tech,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg,62.2,361,,False,False,401+,401+,120,401+,401+,71.2,44.2,70.8,50.4,59.3
Universiti Teknologi MARA - UiTM,/universities/universiti-teknologi-mara-uitm,Asia,Malaysia,Shah Alam,https://www.topuniversities.com/sites/default/files/universiti-teknologi-mara-uitm_732_small.jpg,62.2,362,,False,False,401+,378,394,401+,250,65.2,49.4,56.6,58.2,67
Aristotle University of Thessaloniki,/universities/aristotle-university-thessaloniki,Europe,Greece,Thessaloniki,https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_small.jpg,62.1,363,,False,False,307,192,350,357,401+,80,67.7,58.5,63.9,60.7
Georgia State University,/universities/georgia-state-university,North America,United States,Atlanta,https://www.topuniversities.com/sites/default/files/georgia-state-university_592560cf2aeae70239af4b65_small.jpg,62.1,364,,False,False,148,318,401+,53,401+,84.5,56.8,54.7,81.3,60.9
Jagiellonian University,/universities/jagiellonian-university,Europe,Poland,Krakow,https://www.topuniversities.com/sites/default/files/jagiellonian-university_300_small.jpg,62.1,365,,False,False,401+,369,401+,357,237,70.3,50.5,52.2,63.9,67.6
National Sun Yat-sen University,/universities/national-sun-yat-sen-university,Asia,Taiwan,Kaohsiung City,https://www.topuniversities.com/sites/default/files/national-sun-yat-sen-university_439_small.jpg,62.1,366,,False,False,370,401+,394,369,285,76.1,40.6,56.6,62.9,65.3
University of Limerick,/universities/university-limerick,Europe,Ireland,Limerick,https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg,62.1,367,5,False,False,225,357,317,229,401+,82.5,52.7,59.8,70.7,60
Babes-Bolyai University,/universities/babes-bolyai-university,Europe,Romania,Cluj-Napoca,https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg,62,368,5,False,False,401+,238,244,401+,401+,69.9,64.4,63.5,56.9,60.4
Stellenbosch University,/universities/stellenbosch-university,Africa,South Africa,Stellenbosch,https://www.topuniversities.com/sites/default/files/231205074857am619842su-logo-200x200-48x48.jpg,62,369,,False,False,393,257,361,369,374,74.4,63.2,58.1,62.9,62.3
Hokkaido University,/universities/hokkaido-university,Asia,Japan,Sapporo,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,61.9,370,,False,False,376,335,312,401+,345,75.8,54.6,60,50.4,63.4
University of Antwerp,/universities/university-antwerp,Europe,Belgium,Antwerp,https://www.topuniversities.com/sites/default/files/220301072725am708442Logo-UAntwerpen-48x48.jpg,61.9,371,,False,False,216,101,401+,198,351,82.8,75,49.5,72.1,63.3
University of Salamanca,/universities/university-salamanca,Europe,Spain,Salamanca,https://www.topuniversities.com/sites/default/files/university-of-salamanca_544_small.jpg,61.9,372,,False,False,383,395,401+,357,293,75.2,47,55.5,63.9,64.9
University of Waikato,/universities/university-waikato,Oceania,New Zealand,Hamilton ,https://www.topuniversities.com/sites/default/files/230815114906pm995093UoW-NZ-logo-CMYK-vert-1061x1693-27c69c2-48x48.jpg,61.9,373,5,False,False,169,321,401+,277,276,84.1,56.1,49.8,68.4,65.5
American University of Sharjah,/universities/american-university-sharjah,Asia,United Arab Emirates,Sharjah,https://www.topuniversities.com/sites/default/files/211216011743pm346028American-University-of-Sharjah-AUS-Stacked-200X200px-48x48.jpg,61.8,374,,False,False,401+,401+,137,401+,401+,70.3,33.4,69.8,59.5,59
Financial University under the Government of the Russian Federation,/universities/financial-university-under-government-russian-federation,Europe,Russia,Moscow,https://www.topuniversities.com/sites/default/files/financial-university-under-the-government-of-the-russian-federation_592560cf2aeae70239af5850_small.jpg,61.8,375,,False,True,401+,401+,147,401+,383,63.8,27.5,69.4,50.4,62.1
Kyushu University,/universities/kyushu-university,Asia,Japan,Fukuoka City,https://www.topuniversities.com/sites/default/files/kyushu-university_331_small.jpg,61.8,376,,False,False,381,293,314,401+,385,75.4,58.6,59.9,56.9,62
University of Colorado Boulder,/universities/university-colorado-boulder,North America,United States,Boulder,https://www.topuniversities.com/sites/default/files/university-of-colorado-boulder_137_small.jpg,61.8,377,,False,False,118,163,401+,133,401+,85.2,70.3,54.7,75.8,59.6
Kazan (Volga region) Federal University,/universities/kazan-volga-region-federal-university,Europe,Russia,Kazan,https://www.topuniversities.com/sites/default/files/kazan-volga-region-federal-university_313_small.jpg,61.7,378,,False,True,401+,267,245,401+,401+,63.6,61.6,63.4,58.2,60.9
University of Aberdeen,/universities/university-aberdeen,Europe,United Kingdom,Aberdeen,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,61.7,379,,False,False,211,151,321,342,401+,83,71.3,59.6,64.9,58.4
University of Bergen,/universities/university-bergen,Europe,Norway,Bergen,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,61.7,380,,False,False,225,251,401+,229,276,82.5,63.6,47.6,70.7,65.5
University of Florence,/universities/university-florence,Europe,Italy,Florence,https://www.topuniversities.com/sites/default/files/university-of-florence_208_small.jpg,61.7,381,,False,False,302,144,401+,198,370,80.2,71.9,51.3,72.1,62.5
University of South Carolina,/universities/university-south-carolina,North America,United States,Columbia,https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_small.jpg,61.7,382,,False,False,144,211,401+,188,401+,84.6,66.2,52.7,72.8,61.5
Université Toulouse 1 Capitole,/universities/universite-toulouse-1-capitole,Europe,France,Toulouse,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_small.jpg,61.7,383,,False,False,401+,401+,401+,398,122,64.6,30.7,47.3,60.7,73.1
Northeastern University,/universities/northeastern-university,North America,United States,Boston,https://www.topuniversities.com/sites/default/files/northeastern-university_454_small.jpg,61.6,384,,False,False,36,282,401+,71,401+,88.7,59.7,51.9,79.9,60.8
Université Grenoble Alpes,/universities/universite-grenoble-alpes,Europe,France,Grenoble,https://www.topuniversities.com/sites/default/files/universit-grenoble-alpes_592560cf2aeae70239af5ab2_small.jpg,61.6,385,,False,False,336,30,401+,263,401+,78.8,84.1,54.8,69.2,59.7
Albert-Ludwigs-Universitaet Freiburg,/universities/albert-ludwigs-universitaet-freiburg,Europe,Germany,Freiburg im Breisgau,https://www.topuniversities.com/sites/default/files/240117022940pm384573UFR-Kurzform-200x200-Zeichenfl%C3%A4che-1-Zeichenfl%C3%A4che-1-48x48.jpg,61.5,386,,False,False,181,188,401+,229,314,83.8,67.8,47.9,70.7,64.3
Mahidol University,/universities/mahidol-university,Asia,Thailand,Nakhon Pathom,https://www.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg,61.5,387,5,False,False,394,390,360,398,358,74.2,47.4,58.2,60.7,63.1
Universidad Autónoma Metropolitana (UAM),/universities/universidad-autonoma-metropolitana-uam,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/universidad-autnoma-metropolitana-uam_592560cf2aeae70239af54af_small.jpg,61.5,388,,False,False,401+,401+,245,401+,296,59.9,42,63.4,46.1,64.8
Beijing Institute of Technology,/universities/beijing-institute-technology,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-institute-of-technology_868_small.jpg,61.4,389,,False,False,11,342,175,329,401+,92,54.2,67.2,65.8,53.4
Ca' Foscari University of Venice ,/universities/ca-foscari-university-venice,Europe,Italy,Venice,https://www.topuniversities.com/sites/default/files/ca-foscari-university-of-venice_764_small.jpg,61.4,390,,False,False,330,401+,361,401+,363,79,45.1,58.1,58.2,62.8
Eberhard Karls Universität Tübingen,/universities/eberhard-karls-universitat-tubingen,Europe,Germany,Tübingen,https://www.topuniversities.com/sites/default/files/eberhard-karls-universitt-tbingen_629_small.jpg,61.4,391,,False,False,199,107,401+,198,387,83.4,74.6,50.3,72.1,61.9
Thammasat University,/universities/thammasat-university,Asia,Thailand,Bangkok,https://www.topuniversities.com/sites/default/files/thammasat-university_592560cf2aeae70239af4ce1_small.jpg,61.4,392,,False,False,401+,401+,401+,401+,198,64,26.5,55.6,53.9,69.2
Universidad de Concepción,/universities/universidad-de-concepcion,Latin America,Chile,Concepción,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg,61.3,393,,False,False,401+,375,195,401+,401+,70.3,49.9,66.1,48.4,60.1
Universidade de Brasília,/universities/universidade-de-brasilia,Latin America,Brazil,Brasília,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,61.3,394,,False,False,401+,399,401+,382,276,66.5,45.8,55.5,61.8,65.5
University of Hawaiʻi at Mānoa,/universities/university-hawaii-manoa,North America,United States,Honolulu,https://www.topuniversities.com/sites/default/files/university-of-hawaii-at-maoa_255_small.jpg,61.3,395,,False,False,254,237,202,188,401+,81.7,64.5,65.9,72.8,53.5
University of Southern Denmark (SDU),/universities/university-southern-denmark-sdu,Europe,Denmark,Odense,https://www.topuniversities.com/sites/default/files/university-of-southern-denmark_592560cf2aeae70239af4c53_small.jpg,61.2,396,,False,False,106,133,401+,160,401+,85.6,72.3,52.4,74,59.8
Lebanese University,/universities/lebanese-university,Asia,Lebanon,Beirut,https://www.topuniversities.com/sites/default/files/lebanese-university_592560cf2aeae70239af4eec_small.jpg,61.1,397,,False,False,401+,401+,226,401+,208,50,28.8,64.5,29.1,68.8
North Carolina State University,/universities/north-carolina-state-university,North America,United States,Raleigh,https://www.topuniversities.com/sites/default/files/north-carolina-state-university_592560cf2aeae70239af4c2a_small.jpg,61.1,398,,False,False,267,202,326,277,401+,81.3,67,59.4,68.4,57.5
Temple University,/universities/temple-university,North America,United States,Philadelphia,https://www.topuniversities.com/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg,61.1,399,,False,False,101,195,401+,105,341,85.8,67.5,45.6,78,63.5
Universidade Federal de Minas Gerais      ,/universities/universidade-federal-de-minas-gerais,Latin America,Brazil,Belo Horizonte,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,61.1,400,,False,False,401+,401+,323,401+,355,69.7,43.1,59.5,56.9,63.2
Aalborg University,/universities/aalborg-university,Europe,Denmark,Aalborg,https://www.topuniversities.com/sites/default/files/aalborg-university_1262_small.jpg,n/a,401,5,False,False,283,121,401+,277,401+,80.9,73.9,54.2,68.4,58.3
Aix-Marseille University,/universities/aix-marseille-university,Europe,France,Marseille,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,n/a,402,,False,False,372,47,401+,173,314,76,81.8,45.2,73.4,64.3
Auckland University of Technology (AUT),/universities/auckland-university-technology-aut,Oceania,New Zealand,Auckland,https://www.topuniversities.com/sites/default/files/auckland-university-of-technology-aut_592560cf2aeae70239af4ef7_small.jpg,n/a,403,5,False,False,275,325,401+,263,323,81.1,55.7,49.6,69.2,64.1
Carleton University,/universities/carleton-university,North America,Canada,Ottawa,https://www.topuniversities.com/sites/default/files/230222091025pm733708B-Logo-V-RGBRedBlackonLight72-130821-48x48.jpg,n/a,404,,False,False,295,388,329,144,401+,80.4,47.9,59.3,75.2,57.6
Corvinus University of Budapest,/universities/corvinus-university-budapest,Europe,Hungary,Budapest,https://www.topuniversities.com/sites/default/files/210728015458pm687566Budapesti-Corvinus-Egyetem-logo-EN-200x200px-48x48.jpg,n/a,405,,False,False,401+,401+,356,401+,301,64.7,42.7,58.4,50.4,64.7
Dalhousie University,/universities/dalhousie-university,North America,Canada,Halifax,https://www.topuniversities.com/sites/default/files/230727020520pm561449Vertical-Logo-Dalhouise-48x48.jpg,n/a,406,5,False,False,289,236,290,277,401+,80.7,64.6,60.8,68.4,55.9
De La Salle University,/universities/de-la-salle-university,Asia,Philippines,Manila,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,n/a,407,,False,False,401+,401+,214,401+,374,64.8,25.9,65.3,48.4,62.3
EDHEC Business School,/universities/edhec-business-school,Europe,France,Lille,https://www.topuniversities.com/sites/default/files/edhec-business-school_179_small.jpg,n/a,408,,False,False,401+,401+,319,401+,272,58.3,22.2,59.7,56.9,65.8
EHL Hospitality Business School,/universities/ehl-hospitality-business-school,Europe,Switzerland,Lausanne,https://www.topuniversities.com/sites/default/files/ehl-ecole-htelire-de-lausanne_592560cf2aeae70239af4b31_small.jpg,n/a,409,5,False,False,401+,401+,86,401+,401+,53.7,13.9,72.6,52.2,60.2
Ewha Womans University,/universities/ewha-womans-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/ewha-womans-university_592560cf2aeae70239af4b38_small.jpg,n/a,410,,False,False,398,401+,379,401+,325,73.9,30.8,57.2,59.5,64
Eötvös Loránd University,/universities/eotvos-lorand-university,Europe,Hungary,Budapest,https://www.topuniversities.com/sites/default/files/etvs-lornd-university_366_small.jpg,n/a,411,,False,False,391,361,346,342,401+,74.5,52.3,58.6,64.9,60.1
Harbin Institute of Technology,/universities/harbin-institute-technology,Asia,China (Mainland),Harbin,https://www.topuniversities.com/sites/default/files/harbin-institute-of-technology_877_small.jpg,n/a,412,,False,False,98,342,227,314,401+,85.9,54.2,64.4,66.7,53.1
Huazhong University of Science and Technology,/universities/huazhong-university-science-technology,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/huazhong-university-of-science-and-technology_592560cf2aeae70239af5256_small.jpg,n/a,413,,False,False,58,310,168,342,401+,87.6,57.4,67.6,64.9,51.6
Indian Institute of Management (IIM) - Calcutta,/universities/indian-institute-management-iim-calcutta,Asia,India,Kolkata,https://www.topuniversities.com/sites/default/files/indian-institute-of-management-iim-calcutta_592560cf2aeae70239af5204_small.jpg,n/a,414,,False,False,401+,401+,285,401+,238,52,9.4,61,53.9,67.5
International Islamic University Malaysia (IIUM),/universities/international-islamic-university-malaysia-iium,Asia,Malaysia,Kuala Lumpur,https://www.topuniversities.com/sites/default/files/international-islamic-university-malaysia-iium_717_small.jpg,n/a,415,,False,False,401+,401+,401+,398,301,65.5,43.4,53.8,60.7,64.7
Jilin University,/universities/jilin-university,Asia,China (Mainland),Changchun,https://www.topuniversities.com/sites/default/files/jilin-university_304_small.jpg,n/a,416,,False,False,366,401+,60,401+,401+,76.4,39.1,74.9,52.2,52.6
"Kingston University, London",/universities/kingston-university-london,Europe,United Kingdom,Kingston upon Thames,https://www.topuniversities.com/sites/default/files/kingston-university-london_592560cf2aeae70239af4bc2_small.jpg,n/a,417,,False,False,292,386,297,277,401+,80.6,48,60.5,68.4,57.5
Manchester Metropolitan University,/universities/manchester-metropolitan-university,Europe,United Kingdom,Manchester ,https://www.topuniversities.com/sites/default/files/manchester-metropolitan-university_1628_small.jpg,n/a,418,,False,False,225,229,401+,229,401+,82.5,65.3,53.4,70.7,59.1
National Yang Ming Chiao Tung University,/universities/national-yang-ming-chiao-tung-university,Asia,Taiwan,Hsinchu City,https://www.topuniversities.com/sites/default/files/230525091126am408938230525%40400x-100-48x48.jpg,n/a,419,,False,False,373,401+,323,401+,387,75.9,37.6,59.5,58.2,61.9
Norwegian University of Science And Technology,/universities/norwegian-university-science-technology,Europe,Norway,Trondheim,https://www.topuniversities.com/sites/default/files/norwegian-university-of-science-and-technology_457_small.jpg,n/a,420,,False,False,245,39,401+,188,401+,82,82.8,51.2,72.8,59
Paris School of Economics ,/universities/paris-school-economics,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/paris-school-of-economics-_592560cf2aeae70239af5806_small.jpg,n/a,421,,False,False,356,401+,401+,247,135,77.4,32.9,36.5,70,72.6
Pontificia Universidad Católica Argentina,/universities/pontificia-universidad-catolica-argentina,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_small.jpg,n/a,422,,False,False,401+,401+,75,401+,283,26.6,20.6,73.2,33.8,65.4
RWTH Aachen University,/universities/rwth-aachen-university,Europe,Germany,Aachen,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,n/a,423,,False,False,238,227,292,263,401+,82.3,65.4,60.7,69.2,55.9
Rice University,/universities/rice-university,North America,United States,Houston,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg,n/a,424,,False,False,148,401+,401+,314,387,84.5,37.7,55.7,66.7,61.9
Shandong University,/universities/shandong-university,Asia,China (Mainland),Jinan,https://www.topuniversities.com/sites/default/files/shandong-university_555_small.jpg,n/a,425,,False,False,123,395,126,369,401+,85.1,47,70.5,62.9,51.3
Shanghai University,/universities/shanghai-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-university_557_small.jpg,n/a,426,,False,False,144,401+,312,263,401+,84.6,39,60,69.2,57.9
Sogang University,/universities/sogang-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/sogang-university_565_small.jpg,n/a,427,,False,False,401+,401+,317,401+,266,61.3,8,59.8,56.9,66.1
Syracuse University,/universities/syracuse-university,North America,United States,Syracuse,https://www.topuniversities.com/sites/default/files/syracuse-university_812_small.jpg,n/a,428,,False,False,306,401+,401+,247,314,80.1,40.6,51.2,70,64.3
Technische Universität Berlin (TU Berlin),/universities/technische-universitat-berlin-tu-berlin,Europe,Germany,Berlin,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,n/a,429,,False,False,148,227,271,369,401+,84.5,65.4,61.8,62.9,56.2
Tel Aviv University,/universities/tel-aviv-university,Asia,Israel,Tel Aviv,https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg,n/a,430,,False,False,321,286,401+,188,331,79.2,59.3,47.7,72.8,63.8
The Hebrew University of Jerusalem,/universities/hebrew-university-jerusalem,Asia,Israel,Jerusalem,https://www.topuniversities.com/sites/default/files/the-hebrew-university-of-jerusalem_256_small.jpg,n/a,431,,False,False,321,364,401+,144,296,79.2,52.1,47.6,75.2,64.8
Universidad Iberoamericana IBERO,/universities/universidad-iberoamericana-ibero,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small.jpg,n/a,432,,False,False,401+,401+,89,401+,301,39.3,7.8,72.5,46.1,64.7
Universidad Politécnica de Madrid (UPM),/universities/universidad-politecnica-de-madrid,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/politcnica-de-madrid_1507_small.jpg,n/a,433,,False,False,344,231,122,382,401+,78.4,65.1,70.6,61.8,52.1
Comillas Pontifical University,/universities/comillas-pontifical-university,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/universidad-pontificia-comillas_592560de9988f300e2320721_small.jpg,n/a,434,5,False,False,401+,401+,76,401+,401+,58.5,23.9,73.1,43.7,58.8
Universidad de Antioquia,/universities/universidad-de-antioquia,Latin America,Colombia,Medellin,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,n/a,435,4,False,False,401+,401+,356,401+,263,61,39.1,58.4,40.9,66.2
Universidad de Costa Rica,/universities/universidad-de-costa-rica,Latin America,Costa Rica,San Jose,https://www.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_small.jpg,n/a,436,,False,False,401+,401+,401+,401+,176,52.7,41.7,54.4,48.4,70.1
Universidad de la República (Udelar),/universities/universidad-de-la-republica-udelar,Latin America,Uruguay,Montevideo,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,n/a,437,,False,False,401+,386,398,401+,293,61.6,48,56.3,50.4,64.9
Universidad del Pacífico,/universities/universidad-del-pacifico,Latin America,Peru,Jesús María,https://www.topuniversities.com/sites/default/files/230418045249pm477630profilePic01-48x48.jpg,n/a,438,,False,False,401+,401+,172,401+,319,46.9,26.7,67.4,48.4,64.2
Universidade Federal do Rio Grande Do Sul ,/universities/universidade-federal-do-rio-grande-do-sul,Latin America,Brazil,Porto Alegre,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg,n/a,439,,False,False,399,248,401+,357,351,73.7,63.9,52.1,63.9,63.3
University of Coimbra,/universities/university-coimbra,Europe,Portugal,Coimbra,https://www.topuniversities.com/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg,n/a,440,5,False,False,368,260,401+,151,361,76.3,63.1,48.3,74.7,62.9
